1,0.01421,8960200000
2,0.05064,44030000000
3,0.07979,2119600000
4,0.04073,2408700000
5,0.04436,6262500000
6,0.02746,4624600000
7,0.07913,118120000000
8,0.04465,2119600000
9,0.04732,271120000000
10,0.03689,36419000000
11,0.05484,1156200000
12,0.03909,4142900000
13,0.03051,32661000000
14,0.01809,4142900000
15,0.0464,4528300000
16,0.02417,3853800000
17,0.0518,3468500000
18,0.02131,7033300000
19,0.06138,4913700000
20,0.02512,5010000000
21,0.05232,6936900000
22,0.05869,2697700000
23,0.06775,1926900000
24,0.03445,770770000
25,0.02449,6551500000
26,0.03225,3950200000
27,0.07329,2408700000
28,0.02918,6647900000
29,0.0324,3661200000
30,0.04109,91625000000
31,0.0124,112440000000
32,0.03917,2601300000
33,0.02055,17150000000
34,0.18206,1445200000
35,0.03085,11562000000
36,0.03618,14163000000
37,0.03488,11369000000
38,0.08845,1926900000
39,0.06085,2408700000
40,0.02308,43452000000
41,0.02575,1734200000
42,0.06585,3179400000
43,0.02563,2601300000
44,0.01888,2023300000
45,0.03539,5780800000
46,0.03217,2216000000
47,0.06132,1830600000
48,0.03677,1926900000
49,0.04009,1445200000
50,0.02721,3564800000
51,0.04326,2601300000
52,0.07971,3564800000
53,0.02074,5588100000
54,0.01763,44608000000
55,0.06557,6358900000
56,0.08745,5491700000
57,0.05241,1637900000
58,0.014,867120000
59,0.08309,5491700000
60,0.02936,937350000000
61,0.07559,1348800000
62,0.02135,5299000000
63,0.03863,13681000000
64,0.02095,1156200000
65,0.00723,2312300000
66,0.06024,2216000000
67,0.04805,36419000000
68,0.01599,2408700000
69,0.02585,2890400000
70,0.09721,3275800000
71,0.02784,2023300000
72,0.05134,4239200000
73,0.05567,2794000000
74,0.04324,1637900000
75,0.03054,4142900000
76,0.05012,2216000000
77,0.02589,5395400000
78,0.06226,1926900000
79,0.07049,1926900000
80,0.07461,1830600000
81,0.03047,1541500000
82,0.06026,1348800000
83,0.0843,1156200000
84,0.03153,3661200000
85,0.03385,2216000000
86,0.05204,3661200000
87,0.02829,16957000000
88,0.04674,4624600000
89,0.04463,1734200000
90,0.04223,2505000000
91,0.0656,2216000000
92,0.09129,5780800000
93,0.01963,23701000000
94,0.03218,5202700000
95,0.06212,9345600000
96,0.03412,5395400000
97,0.0183,3950200000
98,0.02581,3468500000
99,0.01449,49137000000
100,0.25334,481730000
101,0.03393,2697700000
102,0.02664,16861000000
103,0.05301,8671200000
104,0.02635,10405000000
105,0.04184,1926900000
106,0.05442,1059800000
107,0.06687,1637900000
108,0.03887,6262500000
109,0.06097,4624600000
110,0.17627,963460000
111,0.04176,1734200000
112,0.02527,6606400000000
113,0.30848,1156200000
114,0.03637,38442000000
115,0.09102,1830600000
116,0.07776,5395400000
117,0.06641,1059800000
118,0.05365,1926900000
119,0.04298,5780800000
120,0.05615,1734200000
121,0.03494,867120000
122,0.0551,14163000000
123,0.03004,4528300000
124,0.0568,6840600000
125,0.03427,8093100000
126,0.02741,1156200000
127,0.01618,2890400000
128,0.03068,3757500000
129,0.0287,6840600000
130,0.10169,2986700000
131,0.04404,8285800000
132,0.0405,6262500000
133,0.03478,5299000000
134,0.03718,35359000000
135,0.05712,1059800000
136,0.06322,1830600000
137,0.03647,33143000000
138,0.02341,3564800000
139,0.03889,1926900000
140,0.01631,5106400000
141,0.01432,3275800000
142,0.0687,12043000000
143,0.05543,4817300000
144,0.04105,3661200000
145,0.10588,6358900000
146,0.04006,2505000000
147,0.04543,1348800000
148,0.04922,8093100000
149,0.03805,5010000000
150,0.03784,2505000000
151,0.04739,1541500000
152,0.05533,23412000000
153,0.05638,5780800000
154,0.05482,1830600000
155,0.09693,19366000000
156,0.02578,1637900000
157,0.04329,2312300000
158,0.01107,20040000000
159,0.05301,5106400000
160,0.03789,1445200000
161,0.02646,9249200000
162,0.05275,2697700000
163,0.08129,2408700000
164,0.04109,2986700000
165,0.07409,2023300000
166,0.06876,2794000000
167,0.0441,2408700000
168,0.06004,25339000000
169,0.02915,2505000000
170,0.03643,5877100000
171,0.0274,4142900000
172,0.05889,2505000000
173,0.03375,3661200000
174,0.09026,11562000000
175,0.0728,2986700000
176,0.07441,1830600000
177,0.07282,2986700000
178,0.05267,1156200000
179,0.019,481730000
180,0.03483,770770000
181,0.00857,1637900000
182,0.01384,1734200000
183,0.02116,20425000000
184,0.00902,1445200000
185,0.02308,1348800000
186,0.04754,9345600000
187,0.06262,1445200000
188,0.08178,2890400000
189,0.05167,3275800000
190,0.02405,2890400000
191,0.09445,17150000000
192,0.04215,32661000000
193,0.07939,2505000000
194,0.03899,12236000000
195,0.03818,3372100000
196,0.07715,2794000000
197,0.03714,4431900000
198,0.07179,4046500000
199,0.04091,12525000000
200,0.02786,2023300000
201,0.02825,14163000000
202,0.06825,2023300000
203,0.03297,4142900000
204,0.0394,11754000000
205,0.04211,2601300000
206,0.0478,4239200000
207,0.03653,3179400000
208,0.03399,1541500000
209,0.07235,2312300000
210,0.04323,3468500000
211,0.03788,5491700000
212,0.03447,4913700000
213,0.03701,6551500000
214,0.04275,867120000
215,0.05206,4142900000
216,0.0519,6551500000
217,0.05605,2505000000
218,0.04236,1445200000
219,0.03908,4431900000
220,0.05389,2408700000
221,0.05782,4335600000
222,0.03207,19944000000
223,0.03761,2408700000
224,0.05948,10116000000
225,0.02348,6840600000
226,0.09344,1445200000
227,0.01113,5780800000
228,0.05891,1156200000
229,0.02513,1830600000
230,0.0897,1926900000
231,0.02469,1348800000
232,0.04218,1252500000
233,0.04855,1830600000
234,0.03351,1445200000
235,0.05575,7707700000
236,0.04375,963460000
237,0.06783,1734200000
238,0.01029,3275800000
