#	Observing Date = 2023-05-01
#	Observatory = LOAO
#	-18 deg sunset = 20:33
#	-18 deg sunrise = 04:06
#	Moon ra, dec = 11:21:42.4   8:14:24.15
#	Moon phase = 0.81
#	Moon seperation limit = 40
#	Altitude limit = 30
==============================================================================================================
|      name |       ra |      dec | rise(LT) | transit(LT) | set(LT) | moon_dist(deg) |                weight |     note |
| MS230501f | 14:22:40 | 69:35:40 |    18:09 |       00:03 |   06:11 |             68 |  0.007557862537152143 |  1028874 |
| MS230501f | 14:23:50 | 68:20:27 |    18:13 |       00:05 |   06:09 |             67 |  0.006642094301717212 |  1038244 |
| MS230501f | 14:27:11 | 68:34:36 |    18:16 |       00:10 |   06:13 |             68 |  0.006680909931118461 |    33757 |
| MS230501f | 14:27:12 | 69:53:56 |    18:13 |       00:10 |   06:16 |             68 |  0.006994756270926434 |  1030737 |
| MS230501f | 14:27:31 | 69:56:10 |    18:13 |       00:11 |   06:17 |             68 |  0.011779552837239896 |  1031522 |
| MS230501f | 14:27:34 | 66:52:25 |    18:21 |       00:11 |   06:09 |             67 |  0.014016465750019262 |  1040079 |
| MS230501f | 14:27:42 | 69:41:39 |    18:14 |       00:11 |   06:16 |             68 |  0.018823795019603212 |  1027811 |
| MS230501f | 14:32:31 | 66:05:02 |    18:31 |       00:27 |   06:16 |             66 |  0.004320396666607431 |    55023 |
| MS230501f | 14:37:13 | 69:02:08 |    18:25 |       00:29 |   06:24 |             69 | 0.0037650034362561283 | 14627648 |
| MS230501f | 14:37:53 | 69:00:51 |    18:26 |       00:30 |   06:25 |             69 |   0.05251219016964988 |  1035572 |
| MS230501f | 14:38:09 | 66:20:17 |    18:32 |       00:30 |   06:19 |             67 |   0.02418951471099615 |  1030426 |
| MS230501f | 14:38:18 | 64:10:17 |    18:37 |       00:31 |   06:14 |             66 |  0.004694174597157269 |  1052618 |
| MS230501f | 14:38:54 | 68:11:27 |    18:29 |       00:31 |   06:24 |             68 |  0.005919714453261249 | 14885949 |
| MS230501f | 14:40:45 | 66:37:47 |    18:34 |       00:34 |   06:22 |             67 |  0.007173541631766169 | 14712698 |
| MS230501f | 14:42:34 | 66:06:04 |    18:37 |       00:37 |   06:22 |             67 |  0.011119666607490529 |     8501 |
| MS230501f | 14:42:55 | 68:22:06 |    18:32 |       00:37 |   06:28 |             69 |  0.005725253896556211 | 14886053 |
| MS230501f | 14:43:11 | 65:18:47 |    18:40 |       00:38 |   06:21 |             67 |  0.008801699438918622 |    13334 |
| MS230501f | 14:44:01 | 66:30:34 |    18:38 |       00:39 |   06:25 |             68 |   0.02700500106392637 |    30240 |
| MS230501f | 14:44:44 | 66:42:39 |    18:38 |       00:40 |   06:26 |             68 |  0.004667688229713244 | 14955807 |
| MS230501f | 14:44:59 | 66:56:32 |    18:38 |       00:40 |   06:27 |             68 |   0.14329788505488927 |    30292 |
| MS230501f | 14:45:38 | 66:43:42 |    18:39 |       00:41 |   06:27 |             68 |   0.04264308147959091 |    30265 |
| MS230501f | 14:45:52 | 67:10:05 |    18:38 |       00:41 |   06:28 |             68 |  0.003892686800952028 |    30314 |
| MS230501f | 14:45:54 | 68:55:47 |    18:34 |       00:41 |   06:32 |             69 |   0.28330703399403534 |  1025931 |
| MS230501f | 14:46:02 | 66:37:59 |    18:40 |       00:42 |   06:27 |             68 |  0.006783400906288716 |    30253 |
| MS230501f | 14:46:03 | 69:07:48 |    18:33 |       00:41 |   06:33 |             69 |  0.018451988077149286 |    30577 |
| MS230501f | 14:46:05 | 68:57:31 |    18:34 |       00:42 |   06:33 |             69 |  0.009708015160577354 |    30553 |
| MS230501f | 14:46:06 | 67:33:51 |    18:37 |       00:42 |   06:29 |             68 |  0.006919659583873951 | 14885301 |
| MS230501f | 14:46:22 | 67:50:33 |    18:37 |       00:42 |   06:30 |             69 |   0.02382549224385955 | 14885578 |
| MS230501f | 14:48:05 | 67:44:28 |    18:39 |       00:44 |   06:32 |             69 |  0.007733875732108084 |    30381 |
| MS230501f | 14:48:07 | 68:40:44 |    18:37 |       00:44 |   06:34 |             69 |   0.06907417842414237 |    30517 |
