|  obsdate | filter |    mag | e_mag | observatory |   status | [mag_cor-mag_origin] |
| 59540.39 |      r |  12.23 |  0.01 |       Swope | detected |                -0.25 |
| 59541.19 |      r |  12.17 |  0.01 |       Swope | detected |                -0.25 |
| 59530.39 |      i | 16.399 |  0.01 |       Swope | detected |               -0.186 |
| 59530.59 |      i | 16.299 |  0.01 |       Swope | detected |               -0.186 |
| 59531.39 |      i | 15.869 |  0.01 |       Swope | detected |               -0.186 |
| 59532.29 |      i | 15.369 |  0.01 |       Swope | detected |               -0.186 |
| 59532.49 |      i | 15.229 |  0.02 |       Swope | detected |               -0.186 |
| 59533.29 |      i | 14.819 |  0.01 |       Swope | detected |               -0.186 |
| 59533.49 |      i | 14.729 |  0.01 |       Swope | detected |               -0.186 |
| 59534.29 |      i | 14.359 |  0.01 |       Swope | detected |               -0.186 |
| 59534.49 |      i | 14.239 |  0.01 |       Swope | detected |               -0.186 |
| 59535.29 |      i | 13.949 |  0.01 |       Swope | detected |               -0.186 |
| 59535.49 |      i | 13.859 |  0.01 |       Swope | detected |               -0.186 |
| 59536.29 |      i | 13.579 |  0.01 |       Swope | detected |               -0.186 |
| 59536.49 |      i | 13.489 |  0.01 |       Swope | detected |               -0.186 |
| 59537.19 |      i | 13.249 |  0.01 |       Swope | detected |               -0.186 |
| 59537.39 |      i | 13.229 |  0.01 |       Swope | detected |               -0.186 |
| 59538.19 |      i | 13.019 |  0.01 |       Swope | detected |               -0.186 |
| 59538.39 |      i | 12.979 |  0.01 |       Swope | detected |               -0.186 |
| 59539.29 |      i | 12.869 |  0.01 |       Swope | detected |               -0.186 |
| 59539.49 |      i | 12.839 |  0.01 |       Swope | detected |               -0.186 |
| 59540.19 |      i | 12.729 |  0.01 |       Swope | detected |               -0.186 |
| 59540.39 |      i | 12.689 |  0.01 |       Swope | detected |               -0.186 |
| 59541.19 |      i | 12.639 |  0.01 |       Swope | detected |               -0.186 |
