|  obsdate | filter |   mag | e_mag | observatory |   status | [mag_cor-mag_origin] |
| 59530.39 |      u | 17.39 |  0.02 |       Swope | detected |               -0.038 |
| 59530.59 |      u | 17.34 |  0.04 |       Swope | detected |               -0.038 |
| 59531.39 |      u | 17.26 |  0.02 |       Swope | detected |               -0.038 |
| 59532.29 |      u | 16.77 |  0.02 |       Swope | detected |               -0.038 |
| 59532.49 |      u |  16.6 |  0.02 |       Swope | detected |               -0.038 |
| 59533.29 |      u | 16.03 |  0.02 |       Swope | detected |               -0.038 |
| 59533.49 |      u | 15.88 |  0.02 |       Swope | detected |               -0.038 |
| 59534.29 |      u | 15.34 |  0.02 |       Swope | detected |               -0.038 |
| 59534.49 |      u | 15.16 |  0.02 |       Swope | detected |               -0.038 |
| 59535.29 |      u |  14.7 |  0.02 |       Swope | detected |               -0.038 |
| 59536.29 |      u | 14.18 |  0.02 |       Swope | detected |               -0.038 |
| 59536.49 |      u | 14.06 |  0.02 |       Swope | detected |               -0.038 |
| 59537.29 |      u |  13.8 |  0.04 |       Swope | detected |               -0.038 |
| 59537.39 |      u | 13.66 |  0.02 |       Swope | detected |               -0.038 |
| 59538.19 |      u |  13.4 |  0.02 |       Swope | detected |               -0.038 |
| 59538.39 |      u | 13.36 |  0.02 |       Swope | detected |               -0.038 |
| 59539.29 |      u | 13.17 |  0.02 |       Swope | detected |               -0.038 |
| 59539.49 |      u | 13.12 |  0.02 |       Swope | detected |               -0.038 |
| 59540.19 |      u | 12.98 |  0.01 |       Swope | detected |               -0.038 |
| 59540.39 |      u | 12.92 |  0.02 |       Swope | detected |               -0.038 |
| 59541.19 |      u | 12.82 |  0.05 |       Swope | detected |               -0.038 |
| 59530.39 |      B | 16.39 |  0.01 |       Swope | detected |               -0.033 |
| 59530.59 |      B | 16.34 |  0.01 |       Swope | detected |               -0.033 |
| 59531.39 |      B | 15.97 |  0.01 |       Swope | detected |               -0.033 |
| 59532.29 |      B | 15.37 |  0.01 |       Swope | detected |               -0.033 |
| 59532.49 |      B | 15.19 |  0.01 |       Swope | detected |               -0.033 |
| 59533.29 |      B | 14.65 |  0.01 |       Swope | detected |               -0.033 |
| 59533.49 |      B | 14.47 |  0.01 |       Swope | detected |               -0.033 |
| 59534.29 |      B |  14.0 |  0.01 |       Swope | detected |               -0.033 |
| 59534.49 |      B | 13.85 |  0.01 |       Swope | detected |               -0.033 |
| 59535.29 |      B | 13.52 |  0.01 |       Swope | detected |               -0.033 |
| 59535.49 |      B | 13.41 |  0.01 |       Swope | detected |               -0.033 |
| 59536.29 |      B | 13.15 |  0.01 |       Swope | detected |               -0.033 |
| 59536.49 |      B | 13.05 |  0.01 |       Swope | detected |               -0.033 |
| 59537.19 |      B | 12.87 |  0.01 |       Swope | detected |               -0.033 |
