|  obsdate | filter |    mag | e_mag | observatory |   status | [mag_cor-mag_origin] |
| 59530.39 |      u | 16.921 |  0.02 |       Swope | detected |               -0.507 |
| 59530.59 |      u | 16.871 |  0.04 |       Swope | detected |               -0.507 |
| 59531.39 |      u | 16.791 |  0.02 |       Swope | detected |               -0.507 |
| 59532.29 |      u | 16.301 |  0.02 |       Swope | detected |               -0.507 |
| 59532.49 |      u | 16.131 |  0.02 |       Swope | detected |               -0.507 |
| 59533.29 |      u | 15.561 |  0.02 |       Swope | detected |               -0.507 |
| 59533.49 |      u | 15.411 |  0.02 |       Swope | detected |               -0.507 |
| 59534.29 |      u | 14.871 |  0.02 |       Swope | detected |               -0.507 |
| 59534.49 |      u | 14.691 |  0.02 |       Swope | detected |               -0.507 |
| 59535.29 |      u | 14.231 |  0.02 |       Swope | detected |               -0.507 |
| 59536.29 |      u | 13.711 |  0.02 |       Swope | detected |               -0.507 |
| 59536.49 |      u | 13.591 |  0.02 |       Swope | detected |               -0.507 |
| 59537.29 |      u | 13.331 |  0.04 |       Swope | detected |               -0.507 |
| 59537.39 |      u | 13.191 |  0.02 |       Swope | detected |               -0.507 |
| 59538.19 |      u | 12.931 |  0.02 |       Swope | detected |               -0.507 |
| 59538.39 |      u | 12.891 |  0.02 |       Swope | detected |               -0.507 |
| 59539.29 |      u | 12.701 |  0.02 |       Swope | detected |               -0.507 |
| 59539.49 |      u | 12.651 |  0.02 |       Swope | detected |               -0.507 |
| 59540.19 |      u | 12.511 |  0.01 |       Swope | detected |               -0.507 |
| 59540.39 |      u | 12.451 |  0.02 |       Swope | detected |               -0.507 |
| 59541.19 |      u | 12.351 |  0.05 |       Swope | detected |               -0.507 |
| 59530.39 |      B | 15.987 |  0.01 |       Swope | detected |               -0.436 |
| 59530.59 |      B | 15.937 |  0.01 |       Swope | detected |               -0.436 |
| 59531.39 |      B | 15.567 |  0.01 |       Swope | detected |               -0.436 |
| 59532.29 |      B | 14.967 |  0.01 |       Swope | detected |               -0.436 |
| 59532.49 |      B | 14.787 |  0.01 |       Swope | detected |               -0.436 |
| 59533.29 |      B | 14.247 |  0.01 |       Swope | detected |               -0.436 |
| 59533.49 |      B | 14.067 |  0.01 |       Swope | detected |               -0.436 |
| 59534.29 |      B | 13.597 |  0.01 |       Swope | detected |               -0.436 |
| 59534.49 |      B | 13.447 |  0.01 |       Swope | detected |               -0.436 |
| 59535.29 |      B | 13.117 |  0.01 |       Swope | detected |               -0.436 |
| 59535.49 |      B | 13.007 |  0.01 |       Swope | detected |               -0.436 |
| 59536.29 |      B | 12.747 |  0.01 |       Swope | detected |               -0.436 |
| 59536.49 |      B | 12.647 |  0.01 |       Swope | detected |               -0.436 |
| 59537.19 |      B | 12.467 |  0.01 |       Swope | detected |               -0.436 |
| 59537.39 |      B | 12.377 |  0.01 |       Swope | detected |               -0.436 |
| 59538.19 |      B | 12.217 |  0.01 |       Swope | detected |               -0.436 |
| 59538.39 |      B | 12.167 |  0.01 |       Swope | detected |               -0.436 |
| 59539.29 |      B | 12.027 |  0.01 |       Swope | detected |               -0.436 |
| 59539.39 |      B | 12.007 |  0.01 |       Swope | detected |               -0.436 |
| 59540.19 |      B | 11.907 |  0.01 |       Swope | detected |               -0.436 |
| 59540.39 |      B | 11.887 |  0.01 |       Swope | detected |               -0.436 |
| 59541.19 |      B | 11.777 |  0.01 |       Swope | detected |               -0.436 |
| 59530.39 |      g | 15.874 |  0.01 |       Swope | detected |               -0.396 |
| 59530.59 |      g | 15.784 |  0.01 |       Swope | detected |               -0.396 |
| 59531.39 |      g | 15.344 |  0.01 |       Swope | detected |               -0.396 |
| 59532.29 |      g | 14.784 |  0.01 |       Swope | detected |               -0.396 |
| 59532.49 |      g | 14.614 |  0.01 |       Swope | detected |               -0.396 |
| 59533.29 |      g | 14.164 |  0.01 |       Swope | detected |               -0.396 |
| 59533.49 |      g | 14.024 |  0.01 |       Swope | detected |               -0.396 |
| 59534.29 |      g | 13.614 |  0.01 |       Swope | detected |               -0.396 |
| 59535.29 |      g | 13.194 |  0.01 |       Swope | detected |               -0.396 |
| 59535.49 |      g | 13.094 |  0.01 |       Swope | detected |               -0.396 |
| 59536.29 |      g | 12.834 |  0.01 |       Swope | detected |               -0.396 |
| 59536.49 |      g | 12.754 |  0.01 |       Swope | detected |               -0.396 |
| 59537.29 |      g | 12.534 |  0.01 |       Swope | detected |               -0.396 |
| 59537.39 |      g | 12.524 |  0.01 |       Swope | detected |               -0.396 |
| 59538.19 |      g | 12.324 |  0.01 |       Swope | detected |               -0.396 |
| 59538.39 |      g | 12.294 |  0.01 |       Swope | detected |               -0.396 |
| 59539.29 |      g | 12.154 |  0.01 |       Swope | detected |               -0.396 |
| 59539.49 |      g | 12.134 |  0.01 |       Swope | detected |               -0.396 |
| 59540.19 |      g | 12.014 |  0.01 |       Swope | detected |               -0.396 |
| 59540.39 |      g | 11.984 |  0.01 |       Swope | detected |               -0.396 |
| 59541.19 |      g | 11.894 |  0.01 |       Swope | detected |               -0.396 |
| 59530.39 |      V | 15.764 |  0.01 |       Swope | detected |                -0.32 |
| 59530.59 |      V | 15.654 |  0.01 |       Swope | detected |                -0.32 |
| 59531.39 |      V | 15.104 |  0.01 |       Swope | detected |                -0.32 |
| 59532.29 |      V | 14.584 |  0.01 |       Swope | detected |                -0.32 |
| 59532.49 |      V | 14.464 |  0.01 |       Swope | detected |                -0.32 |
| 59533.29 |      V | 14.064 |  0.01 |       Swope | detected |                -0.32 |
| 59533.49 |      V | 13.964 |  0.01 |       Swope | detected |                -0.32 |
| 59534.29 |      V | 13.624 |  0.01 |       Swope | detected |                -0.32 |
| 59534.49 |      V | 13.524 |  0.01 |       Swope | detected |                -0.32 |
| 59535.29 |      V | 13.264 |  0.01 |       Swope | detected |                -0.32 |
| 59535.49 |      V | 13.204 |  0.01 |       Swope | detected |                -0.32 |
| 59536.29 |      V | 12.944 |  0.01 |       Swope | detected |                -0.32 |
| 59536.49 |      V | 12.904 |  0.01 |       Swope | detected |                -0.32 |
| 59537.19 |      V | 12.694 |  0.01 |       Swope | detected |                -0.32 |
| 59537.39 |      V | 12.644 |  0.01 |       Swope | detected |                -0.32 |
| 59538.19 |      V | 12.474 |  0.01 |       Swope | detected |                -0.32 |
| 59538.39 |      V | 12.444 |  0.01 |       Swope | detected |                -0.32 |
| 59539.29 |      V | 12.324 |  0.01 |       Swope | detected |                -0.32 |
| 59539.39 |      V | 12.304 |  0.01 |       Swope | detected |                -0.32 |
| 59540.19 |      V | 12.184 |  0.01 |       Swope | detected |                -0.32 |
| 59540.39 |      V | 12.164 |  0.01 |       Swope | detected |                -0.32 |
| 59541.19 |      V | 12.084 |  0.01 |       Swope | detected |                -0.32 |
| 59530.39 |      r |   15.8 |  0.01 |       Swope | detected |                -0.27 |
| 59530.59 |      r |  15.69 |  0.01 |       Swope | detected |                -0.27 |
| 59531.39 |      r |  15.16 |  0.01 |       Swope | detected |                -0.27 |
| 59532.29 |      r |  14.66 |  0.01 |       Swope | detected |                -0.27 |
| 59532.49 |      r |  14.52 |  0.01 |       Swope | detected |                -0.27 |
| 59533.29 |      r |  14.12 |  0.01 |       Swope | detected |                -0.27 |
| 59534.29 |      r |   13.7 |  0.01 |       Swope | detected |                -0.27 |
| 59534.49 |      r |   13.6 |  0.01 |       Swope | detected |                -0.27 |
| 59535.29 |      r |  13.32 |  0.01 |       Swope | detected |                -0.27 |
| 59535.49 |      r |  13.24 |  0.01 |       Swope | detected |                -0.27 |
| 59536.29 |      r |   13.0 |  0.01 |       Swope | detected |                -0.27 |
| 59536.49 |      r |  12.93 |  0.01 |       Swope | detected |                -0.27 |
| 59537.19 |      r |  12.72 |  0.01 |       Swope | detected |                -0.27 |
| 59538.19 |      r |  12.52 |  0.01 |       Swope | detected |                -0.27 |
| 59538.39 |      r |  12.49 |  0.01 |       Swope | detected |                -0.27 |
| 59539.39 |      r |  12.33 |  0.01 |       Swope | detected |                -0.27 |
| 59540.19 |      r |  12.24 |  0.01 |       Swope | detected |                -0.27 |
| 59540.39 |      r |  12.21 |  0.01 |       Swope | detected |                -0.27 |
| 59541.19 |      r |  12.15 |  0.01 |       Swope | detected |                -0.27 |
| 59530.39 |      i | 16.384 |  0.01 |       Swope | detected |               -0.201 |
| 59530.59 |      i | 16.284 |  0.01 |       Swope | detected |               -0.201 |
| 59531.39 |      i | 15.854 |  0.01 |       Swope | detected |               -0.201 |
| 59532.29 |      i | 15.354 |  0.01 |       Swope | detected |               -0.201 |
| 59532.49 |      i | 15.214 |  0.02 |       Swope | detected |               -0.201 |
| 59533.29 |      i | 14.804 |  0.01 |       Swope | detected |               -0.201 |
| 59533.49 |      i | 14.714 |  0.01 |       Swope | detected |               -0.201 |
| 59534.29 |      i | 14.344 |  0.01 |       Swope | detected |               -0.201 |
| 59534.49 |      i | 14.224 |  0.01 |       Swope | detected |               -0.201 |
| 59535.29 |      i | 13.934 |  0.01 |       Swope | detected |               -0.201 |
| 59535.49 |      i | 13.844 |  0.01 |       Swope | detected |               -0.201 |
| 59536.29 |      i | 13.564 |  0.01 |       Swope | detected |               -0.201 |
| 59536.49 |      i | 13.474 |  0.01 |       Swope | detected |               -0.201 |
| 59537.19 |      i | 13.234 |  0.01 |       Swope | detected |               -0.201 |
| 59537.39 |      i | 13.214 |  0.01 |       Swope | detected |               -0.201 |
| 59538.19 |      i | 13.004 |  0.01 |       Swope | detected |               -0.201 |
| 59538.39 |      i | 12.964 |  0.01 |       Swope | detected |               -0.201 |
| 59539.29 |      i | 12.854 |  0.01 |       Swope | detected |               -0.201 |
| 59539.49 |      i | 12.824 |  0.01 |       Swope | detected |               -0.201 |
| 59540.19 |      i | 12.714 |  0.01 |       Swope | detected |               -0.201 |
| 59540.39 |      i | 12.674 |  0.01 |       Swope | detected |               -0.201 |
| 59541.19 |      i | 12.624 |  0.01 |       Swope | detected |               -0.201 |
