|  obsdate | filter |    mag | e_mag | observatory |   status | [mag_cor-mag_origin] |
| 59530.39 |      u | 16.989 |  0.02 |       Swope | detected |               -0.439 |
| 59530.59 |      u | 16.939 |  0.04 |       Swope | detected |               -0.439 |
| 59531.39 |      u | 16.859 |  0.02 |       Swope | detected |               -0.439 |
| 59532.29 |      u | 16.369 |  0.02 |       Swope | detected |               -0.439 |
| 59532.49 |      u | 16.199 |  0.02 |       Swope | detected |               -0.439 |
| 59533.29 |      u | 15.629 |  0.02 |       Swope | detected |               -0.439 |
| 59533.49 |      u | 15.479 |  0.02 |       Swope | detected |               -0.439 |
| 59534.29 |      u | 14.939 |  0.02 |       Swope | detected |               -0.439 |
| 59534.49 |      u | 14.759 |  0.02 |       Swope | detected |               -0.439 |
| 59535.29 |      u | 14.299 |  0.02 |       Swope | detected |               -0.439 |
| 59536.29 |      u | 13.779 |  0.02 |       Swope | detected |               -0.439 |
| 59536.49 |      u | 13.659 |  0.02 |       Swope | detected |               -0.439 |
| 59537.29 |      u | 13.399 |  0.04 |       Swope | detected |               -0.439 |
| 59537.39 |      u | 13.259 |  0.02 |       Swope | detected |               -0.439 |
| 59538.19 |      u | 12.999 |  0.02 |       Swope | detected |               -0.439 |
| 59538.39 |      u | 12.959 |  0.02 |       Swope | detected |               -0.439 |
| 59539.29 |      u | 12.769 |  0.02 |       Swope | detected |               -0.439 |
| 59539.49 |      u | 12.719 |  0.02 |       Swope | detected |               -0.439 |
| 59540.19 |      u | 12.579 |  0.01 |       Swope | detected |               -0.439 |
| 59540.39 |      u | 12.519 |  0.02 |       Swope | detected |               -0.439 |
| 59541.19 |      u | 12.419 |  0.05 |       Swope | detected |               -0.439 |
| 59530.39 |      B | 16.059 |  0.01 |       Swope | detected |               -0.364 |
| 59530.59 |      B | 16.009 |  0.01 |       Swope | detected |               -0.364 |
| 59531.39 |      B | 15.639 |  0.01 |       Swope | detected |               -0.364 |
| 59532.29 |      B | 15.039 |  0.01 |       Swope | detected |               -0.364 |
| 59532.49 |      B | 14.859 |  0.01 |       Swope | detected |               -0.364 |
| 59533.29 |      B | 14.319 |  0.01 |       Swope | detected |               -0.364 |
| 59533.49 |      B | 14.139 |  0.01 |       Swope | detected |               -0.364 |
| 59534.29 |      B | 13.669 |  0.01 |       Swope | detected |               -0.364 |
| 59534.49 |      B | 13.519 |  0.01 |       Swope | detected |               -0.364 |
| 59535.29 |      B | 13.189 |  0.01 |       Swope | detected |               -0.364 |
| 59535.49 |      B | 13.079 |  0.01 |       Swope | detected |               -0.364 |
| 59536.29 |      B | 12.819 |  0.01 |       Swope | detected |               -0.364 |
| 59536.49 |      B | 12.719 |  0.01 |       Swope | detected |               -0.364 |
| 59537.19 |      B | 12.539 |  0.01 |       Swope | detected |               -0.364 |
| 59537.39 |      B | 12.449 |  0.01 |       Swope | detected |               -0.364 |
| 59538.19 |      B | 12.289 |  0.01 |       Swope | detected |               -0.364 |
| 59538.39 |      B | 12.239 |  0.01 |       Swope | detected |               -0.364 |
| 59539.29 |      B | 12.099 |  0.01 |       Swope | detected |               -0.364 |
| 59539.39 |      B | 12.079 |  0.01 |       Swope | detected |               -0.364 |
| 59540.19 |      B | 11.979 |  0.01 |       Swope | detected |               -0.364 |
| 59540.39 |      B | 11.959 |  0.01 |       Swope | detected |               -0.364 |
| 59541.19 |      B | 11.849 |  0.01 |       Swope | detected |               -0.364 |
| 59530.39 |      g | 15.946 |  0.01 |       Swope | detected |               -0.324 |
| 59530.59 |      g | 15.856 |  0.01 |       Swope | detected |               -0.324 |
| 59531.39 |      g | 15.416 |  0.01 |       Swope | detected |               -0.324 |
| 59532.29 |      g | 14.856 |  0.01 |       Swope | detected |               -0.324 |
| 59532.49 |      g | 14.686 |  0.01 |       Swope | detected |               -0.324 |
| 59533.29 |      g | 14.236 |  0.01 |       Swope | detected |               -0.324 |
| 59533.49 |      g | 14.096 |  0.01 |       Swope | detected |               -0.324 |
| 59534.29 |      g | 13.686 |  0.01 |       Swope | detected |               -0.324 |
| 59535.29 |      g | 13.266 |  0.01 |       Swope | detected |               -0.324 |
| 59535.49 |      g | 13.166 |  0.01 |       Swope | detected |               -0.324 |
| 59536.29 |      g | 12.906 |  0.01 |       Swope | detected |               -0.324 |
| 59536.49 |      g | 12.826 |  0.01 |       Swope | detected |               -0.324 |
| 59537.29 |      g | 12.606 |  0.01 |       Swope | detected |               -0.324 |
| 59537.39 |      g | 12.596 |  0.01 |       Swope | detected |               -0.324 |
| 59538.19 |      g | 12.396 |  0.01 |       Swope | detected |               -0.324 |
