|    obsdate | filter |    mag | e_mag |  observatory |   status | [mag_cor-mag_origin] |
| 59577.5657 |      i | 13.151 | 0.021 |         LSGT | detected |               -0.201 |
|  59578.575 |      i | 13.167 | 0.022 |         LSGT | detected |               -0.201 |
|  59581.652 |      i | 13.313 | 0.044 |         LSGT | detected |               -0.201 |
|  59592.466 |      i | 13.976 | 0.036 |         LSGT | detected |               -0.201 |
|  59593.468 |      i | 14.025 | 0.044 |         LSGT | detected |               -0.201 |
| 59599.5213 |      i | 14.222 | 0.044 |         LSGT | detected |               -0.201 |
|  59600.511 |      i | 14.283 | 0.047 |         LSGT | detected |               -0.201 |
| 59601.5203 |      i | 14.313 | 0.044 |         LSGT | detected |               -0.201 |
|  59602.528 |      i | 14.407 | 0.055 |         LSGT | detected |               -0.201 |
|  59617.469 |      i | 14.958 | 0.036 |         LSGT | detected |               -0.201 |
|  59619.468 |      i | 14.974 | 0.047 |         LSGT | detected |               -0.201 |
| 59620.4577 |      i |  15.05 | 0.038 |         LSGT | detected |               -0.201 |
| 59622.4557 |      i | 15.083 | 0.037 |         LSGT | detected |               -0.201 |
| 59623.4523 |      i | 15.115 | 0.037 |         LSGT | detected |               -0.201 |
| 59626.5443 |      i |  15.27 |  0.04 |         LSGT | detected |               -0.201 |
|  59652.521 |      i | 16.084 | 0.035 |         LSGT | detected |               -0.201 |
|  59653.508 |      i | 16.062 | 0.048 |         LSGT | detected |               -0.201 |
|  59658.463 |      i | 16.185 | 0.054 |         LSGT | detected |               -0.201 |
| 59659.4847 |      i | 16.293 | 0.032 |         LSGT | detected |               -0.201 |
|  59660.473 |      i | 16.415 | 0.032 |         LSGT | detected |               -0.201 |
|  59670.419 |      i | 16.538 | 0.047 |         LSGT | detected |               -0.201 |
| 59532.2024 |      r | 14.584 | 0.062 |       RASA36 | detected |                -0.27 |
| 59533.1516 |      r | 14.088 | 0.056 |       RASA36 | detected |                -0.27 |
| 59535.1425 |      r |  13.23 | 0.053 |       RASA36 | detected |                -0.27 |
| 59536.1575 |      r | 12.922 | 0.052 |       RASA36 | detected |                -0.27 |
| 59539.2741 |      r | 12.331 | 0.051 |       RASA36 | detected |                -0.27 |
| 59540.2569 |      r | 12.208 | 0.051 |       RASA36 | detected |                -0.27 |
| 59544.2265 |      r | 11.967 | 0.051 |       RASA36 | detected |                -0.27 |
|  59545.318 |      r |  11.82 | 0.066 |       RASA36 | detected |                -0.27 |
| 59558.2395 |      r | 12.308 | 0.045 |       RASA36 | detected |                -0.27 |
| 59559.2091 |      r |  12.29 | 0.065 |       RASA36 | detected |                -0.27 |
| 59560.1834 |      r | 12.335 | 0.045 |       RASA36 | detected |                -0.27 |
| 59561.2001 |      r | 12.421 | 0.045 |       RASA36 | detected |                -0.27 |
| 59563.1345 |      r | 12.567 | 0.029 |       RASA36 | detected |                -0.27 |
| 59564.1485 |      r | 12.594 | 0.029 |       RASA36 | detected |                -0.27 |
| 59566.2759 |      r |  12.73 | 0.029 |       RASA36 | detected |                -0.27 |
| 59570.2196 |      r | 12.622 | 0.045 |       RASA36 | detected |                -0.27 |
| 59572.2686 |      r |  12.54 |  0.05 |       RASA36 | detected |                -0.27 |
| 59574.2037 |      r | 12.752 | 0.061 |       RASA36 | detected |                -0.27 |
| 59576.1996 |      r | 12.693 | 0.046 |       RASA36 | detected |                -0.27 |
| 59577.2542 |      r | 12.744 | 0.046 |       RASA36 | detected |                -0.27 |
|  59584.298 |      r | 13.158 | 0.047 |       RASA36 | detected |                -0.27 |
|  59585.263 |      r | 13.227 | 0.048 |       RASA36 | detected |                -0.27 |
| 59586.2346 |      r | 13.264 | 0.048 |       RASA36 | detected |                -0.27 |
