|    obsdate | filter |    mag | e_mag |   observatory |   status | [mag_cor-mag_origin] |
|  59529.827 |      B |  16.68 |  0.02 | KMTNet_Ni2023 | detected |                -99.9 |
|  59529.829 |      V |  16.51 |  0.02 | KMTNet_Ni2023 | detected |                -99.9 |
|   59529.83 |      i |  16.84 |  0.01 | KMTNet_Ni2023 | detected |                -99.9 |
|  59530.821 |      B |  16.26 |  0.02 | KMTNet_Ni2023 | detected |                -99.9 |
|  59530.822 |      V |  15.68 |  0.02 | KMTNet_Ni2023 | detected |                -99.9 |
|  59530.823 |      i |  16.19 |  0.01 | KMTNet_Ni2023 | detected |                -99.9 |
|  59530.862 |      B |  16.26 |  0.02 | KMTNet_Ni2023 | detected |                -99.9 |
|  59530.864 |      V |  15.64 |  0.02 | KMTNet_Ni2023 | detected |                -99.9 |
|  59530.865 |      i |  16.16 |  0.01 | KMTNet_Ni2023 | detected |                -99.9 |
| 59577.5657 |      i | 13.352 | 0.021 |          LSGT | detected |                -99.9 |
|  59578.575 |      i | 13.368 | 0.022 |          LSGT | detected |                -99.9 |
|  59581.652 |      i | 13.514 | 0.044 |          LSGT | detected |                -99.9 |
|  59592.466 |      i | 14.177 | 0.036 |          LSGT | detected |                -99.9 |
|  59593.468 |      i | 14.226 | 0.044 |          LSGT | detected |                -99.9 |
| 59599.5213 |      i | 14.423 | 0.044 |          LSGT | detected |                -99.9 |
|  59600.511 |      i | 14.484 | 0.047 |          LSGT | detected |                -99.9 |
| 59601.5203 |      i | 14.514 | 0.044 |          LSGT | detected |                -99.9 |
|  59602.528 |      i | 14.608 | 0.055 |          LSGT | detected |                -99.9 |
|  59617.469 |      i | 15.159 | 0.036 |          LSGT | detected |                -99.9 |
|  59619.468 |      i | 15.175 | 0.047 |          LSGT | detected |                -99.9 |
| 59620.4577 |      i | 15.251 | 0.038 |          LSGT | detected |                -99.9 |
| 59622.4557 |      i | 15.284 | 0.037 |          LSGT | detected |                -99.9 |
| 59623.4523 |      i | 15.316 | 0.037 |          LSGT | detected |                -99.9 |
| 59626.5443 |      i | 15.471 |  0.04 |          LSGT | detected |                -99.9 |
|  59652.521 |      i | 16.285 | 0.035 |          LSGT | detected |                -99.9 |
|  59653.508 |      i | 16.263 | 0.048 |          LSGT | detected |                -99.9 |
|  59658.463 |      i | 16.386 | 0.054 |          LSGT | detected |                -99.9 |
| 59659.4847 |      i | 16.494 | 0.032 |          LSGT | detected |                -99.9 |
|  59660.473 |      i | 16.616 | 0.032 |          LSGT | detected |                -99.9 |
|  59670.419 |      i | 16.739 | 0.047 |          LSGT | detected |                -99.9 |
| 59532.2024 |      r | 14.854 | 0.062 |        RASA36 | detected |                -99.9 |
| 59533.1516 |      r | 14.358 | 0.056 |        RASA36 | detected |                -99.9 |
| 59535.1425 |      r |   13.5 | 0.053 |        RASA36 | detected |                -99.9 |
| 59536.1575 |      r | 13.192 | 0.052 |        RASA36 | detected |                -99.9 |
| 59539.2741 |      r | 12.601 | 0.051 |        RASA36 | detected |                -99.9 |
| 59540.2569 |      r | 12.478 | 0.051 |        RASA36 | detected |                -99.9 |
| 59544.2265 |      r | 12.237 | 0.051 |        RASA36 | detected |                -99.9 |
|  59545.318 |      r |  12.09 | 0.066 |        RASA36 | detected |                -99.9 |
| 59558.2395 |      r | 12.578 | 0.045 |        RASA36 | detected |                -99.9 |
| 59559.2091 |      r |  12.56 | 0.065 |        RASA36 | detected |                -99.9 |
| 59560.1834 |      r | 12.605 | 0.045 |        RASA36 | detected |                -99.9 |
| 59561.2001 |      r | 12.691 | 0.045 |        RASA36 | detected |                -99.9 |
| 59563.1345 |      r | 12.837 | 0.029 |        RASA36 | detected |                -99.9 |
| 59564.1485 |      r | 12.864 | 0.029 |        RASA36 | detected |                -99.9 |
| 59566.2759 |      r |   13.0 | 0.029 |        RASA36 | detected |                -99.9 |
