,cen_RA,cen_Dec,rate_sum,GLADE
30,55.11999999999999,-35.939999999999884,178502.0,"[1150907, 1261104, 1327231, 1341908]"
31,175.95999999999998,13.880000000000223,159970.14,"[89163, 1024583, 1043327, 2334151, 22276201]"
32,137.79999999999998,7.520000000000209,159308.7,"[216, 84542, 1043972]"
33,172.77999999999997,-35.939999999999884,158647.73,"[1150863, 2320618]"
34,150.51999999999998,16.000000000000227,158568.69,"[1025281, 22241897]"
35,137.79999999999998,6.460000000000207,158505.1,"[216, 89033]"
36,149.45999999999998,-27.459999999999866,155040.5,"[1150861, 1151663, 1262652, 1329524]"
37,189.73999999999998,-5.199999999999818,154725.69,"[1150881, 1150996, 1153889, 1168515, 1263080, 1329881]"
38,199.27999999999997,-16.859999999999843,149535.45,"[1150982, 1151523, 1151627, 1153255, 1153431, 1168789, 1168790, 1168792, 1168793, 1168794, 1261139, 1261142, 1263506, 1263589, 2412676]"
39,200.33999999999997,-12.619999999999834,147591.61,"[1150909, 1153010, 1153059, 1153365, 1155201, 1171573, 1262340, 1324736, 2417408]"
40,21.199999999999996,9.640000000000214,147337.14,"[375, 466, 1389, 3999, 86645, 1024448, 1025581, 1027879, 1028442, 1034729]"
41,184.43999999999997,7.520000000000209,146263.02,"[313, 83335, 87753, 87758, 115771, 1024611, 1024657, 1038031, 2366488]"
42,203.51999999999998,-33.81999999999988,143735.52,"[1169642, 1261299, 1261492, 1261637, 1325600, 1330087, 1330088, 2432185]"
43,169.59999999999997,58.40000000000032,143457.28,"[263, 3499, 83203, 83204, 100957, 1024503, 2302560]"
44,179.13999999999996,31.90000000000026,141583.53,"[407, 1243, 1521, 84518, 85386, 87654, 87657, 89924, 89928, 89930, 1025354, 1028857, 22285187]"
45,184.43999999999997,6.460000000000207,140394.62,"[418, 430, 87757, 88769, 1024595, 1025833, 1032587, 1042514, 1042518, 1042519, 1042520, 1042522, 2362894, 2362896, 2362897, 2362898, 2362905, 2362964, 2368293, 2368296, 2368298, 2368427]"
46,67.83999999999999,0.10000000000019327,136146.98,"[86935, 1024568, 1027737, 1029640, 1153452]"
47,55.11999999999999,-18.979999999999848,134392.11,"[1151338, 1153628, 1154669, 1157345, 1158003, 1168753, 1168754, 1168755, 1261099, 1264744]"
48,199.27999999999997,-34.87999999999988,133992.27,"[1151084, 1151535, 1162383, 1264162, 1274052]"
49,163.23999999999998,-32.75999999999988,133167.1,"[1151866, 1261252, 1261385]"
50,224.71999999999997,-16.859999999999843,132677.25,"[1150887, 1261628, 1262536, 1324787, 2506700]"
51,75.25999999999999,-11.559999999999832,130980.08,"[1151185, 1169589, 1170808, 1262136, 1329077]"
52,198.21999999999997,-15.79999999999984,130292.67,"[1151357, 1151387, 1151616, 1157373, 1168785, 1330014, 2412683]"
53,189.73999999999998,10.700000000000216,129602.516,"[83474, 87884, 1024461, 1024520, 2382006]"
54,154.75999999999996,22.36000000000024,127373.875,"[272, 4301, 85144, 1032915, 1040379, 2248532, 2250168]"
55,64.66,2.220000000000198,127364.93,"[86920, 86922, 86924, 94867, 1025139, 1025337, 1025390, 1030754, 1032796]"
56,52.99999999999999,-35.939999999999884,127108.336,"[1168323, 1261095, 1332888, 2125654, 5870850]"
57,42.39999999999999,8.580000000000211,126892.516,"[97867, 1024548]"
58,197.15999999999997,-24.27999999999986,126251.59,"[1151235, 1151752, 1261378, 1263265, 1326516, 1331138, 2406489, 13280171, 13280775]"
59,320.11999999999995,-48.65999999999991,125892.516,[1150811]
60,179.13999999999996,-13.679999999999836,125892.516,[1261134]
61,42.39999999999999,7.520000000000209,125892.516,[1024548]
62,331.78,-49.719999999999914,125553.12,"[1150919, 1152642, 1263030]"
63,133.55999999999997,-3.0799999999998136,124564.47,"[1151103, 1151120, 1151151, 1151487, 1151646, 1152355, 1165921, 1261498]"
64,325.41999999999996,-42.2999999999999,124318.516,"[1151041, 1171820, 1330792, 20071619]"
65,186.55999999999997,5.400000000000205,122320.9,"[2211, 87795, 1024587, 1040580, 1042556, 1044141, 2368197, 2373629, 2373631]"
66,55.11999999999999,-23.219999999999857,121491.76,"[1150803, 1151481, 1156424, 1171258]"
67,192.91999999999996,-41.239999999999895,120774.234,"[1151590, 1151655, 1154742, 1156509, 1156745, 1168539, 1261370, 1263492, 1324690, 1325441, 1325852, 1325855, 1325856, 2397437]"
68,158.99999999999997,-28.519999999999868,117066.914,"[1151533, 1152127, 1153348, 1156284, 1156592, 1159525, 1171450, 1171452, 1263433, 1326350, 2267225]"
69,27.559999999999995,22.36000000000024,116224.516,"[337, 4025, 86682, 86686, 1024574, 1024734, 1039836]"
70,198.21999999999997,-42.2999999999999,107943.28,"[1330006, 2014925]"
71,186.55999999999997,-39.11999999999989,107717.77,"[1150859, 1151092, 1169980, 1329850, 2369954]"
72,195.03999999999996,-4.139999999999816,107152.35,"[1151090, 1170784, 1262076, 1326905, 2405083, 2405086, 2405090]"
73,197.15999999999997,-23.219999999999857,106606.5,"[1151336, 1151925, 1159936, 1261378, 1326516, 1328590, 1329989, 2409443]"
74,75.25999999999999,-10.49999999999983,103225.05,"[1151185, 1324495, 2014841]"
75,51.93999999999999,-30.639999999999873,102977.91,"[1150825, 1328924, 2123108, 2123259]"
76,45.57999999999999,-26.399999999999864,102906.47,"[1150840, 1331026]"
77,137.79999999999998,60.52000000000032,102906.47,"[87268, 1024444]"
78,137.79999999999998,59.46000000000032,102906.47,"[87268, 1024444]"
79,186.55999999999997,18.120000000000232,101995.266,"[87797, 1024529]"
80,301.03999999999996,-48.65999999999991,101774.67,"[1151071, 1168649, 1264095, 1264099]"
81,199.27999999999997,-35.939999999999884,101192.44,"[1151084, 1274052, 1325941]"
82,225.77999999999997,1.1600000000001955,100477.45,"[236, 84728, 88732, 90788, 1024563, 1042892, 1043235, 2508353, 2508394, 2508407, 2508417, 2513217]"
83,174.89999999999998,-38.05999999999989,100442.12,"[1261250, 1331211, 2332611]"
84,188.67999999999998,7.520000000000209,100271.14,"[87839, 1024480, 2381817]"
85,305.28,-48.65999999999991,100100.0,"[1261153, 18833468]"
86,189.73999999999998,7.520000000000209,100063.09,"[87875, 1024480]"
87,65.71999999999998,-57.13999999999993,100000.0,[1261118]
88,55.11999999999999,-26.399999999999864,99741.516,"[1150797, 1151852, 1331209, 2127153]"
89,197.15999999999997,-5.199999999999818,99385.48,"[1151356, 1154019]"
90,344.49999999999994,-43.3599999999999,98699.61,"[1150830, 1152889, 1330931]"
91,44.519999999999996,3.2800000000002,98274.266,"[1024745, 1026339, 1026361, 1028872]"
92,186.55999999999997,12.82000000000022,96973.32,"[7, 8, 200, 226, 279, 311, 413, 34968, 83389, 83397, 83398, 83427, 87813, 1027665, 1030322, 1042561, 1044138, 2374067, 2374252, 2377241, 12667738]"
93,195.03999999999996,13.880000000000223,95510.56,"[264, 1029266, 2398071, 2403729, 22308191]"
94,54.05999999999999,-35.939999999999884,94328.14,"[1150820, 1150877, 1150916, 1156841, 1168331, 1259088, 1263388, 2125657]"
95,146.27999999999997,-21.099999999999852,94301.74,"[1150843, 1171414, 1261661, 2217233, 2222131]"
96,37.099999999999994,-0.959999999999809,92771.86,"[1150804, 1157227, 1261274, 1264712, 1328816, 2097993]"
97,339.19999999999993,23.420000000000243,92210.664,"[323, 88584, 1024504]"
98,224.71999999999997,2.220000000000198,91826.266,"[236, 322, 88732, 88733, 88734, 89649, 90785, 1032755, 1042890, 1043148, 2508506]"
99,198.21999999999997,-36.999999999999886,91533.94,"[1151480, 1154902, 1157555]"
100,339.19999999999993,-25.33999999999986,90323.31,"[1151600, 1152455, 1326470, 1326478, 2632451, 2632582]"
101,269.23999999999995,18.120000000000232,89929.41,"[1024773, 1024804]"
102,144.15999999999997,-21.099999999999852,88490.31,"[1150935, 1151364, 1329477, 2213329]"
103,346.61999999999995,12.82000000000022,88254.44,"[288, 89509, 1044303]"
104,346.61999999999995,11.760000000000218,88214.63,"[288, 1044303]"
105,27.559999999999995,6.460000000000207,87376.125,"[86679, 1024861]"
106,187.61999999999998,12.82000000000022,86457.71,"[276, 406, 4395, 83427, 83443, 87813, 1024422, 1025083, 1026077, 1042564, 1044143, 2377250, 2379335, 2379484]"
107,331.78,-64.55999999999995,85742.414,"[1150984, 1153257]"
108,51.93999999999999,-21.099999999999852,85263.37,"[1156142, 1159876, 1171008, 1261111, 1264737, 1328921, 2122500]"
109,27.559999999999995,27.660000000000252,84998.805,"[351, 1900, 1068416]"
110,190.79999999999998,11.760000000000218,84790.06,"[15, 190, 281, 285, 521, 1764, 2180, 83482, 1024523, 1024891, 2384449, 2387318, 2389132]"
111,146.27999999999997,-14.739999999999839,84098.51,"[1151016, 1153136, 1213681, 1333271]"
112,200.33999999999997,-27.459999999999866,83100.41,"[1157803, 1261112, 1261125, 13566802]"
113,262.87999999999994,7.520000000000209,83048.39,"[88323, 1024481]"
114,171.71999999999997,57.340000000000316,82531.66,"[336, 491, 1043710, 2313804, 2313812, 2313843]"
115,255.45999999999995,23.420000000000243,82426.664,"[3606, 1024727, 1044285, 2576911, 2576917]"
116,208.81999999999996,-26.399999999999864,81941.01,"[1151153, 1330151, 2451517]"
117,52.99999999999999,-33.81999999999988,81844.336,"[1150822, 1168325, 1324431, 5872172]"
118,83.73999999999998,-13.679999999999836,81741.484,"[1151365, 1329140]"
119,187.61999999999998,25.540000000000248,81741.484,"[87828, 1024442]"
120,82.67999999999999,-13.679999999999836,81741.484,"[1151365, 1329140]"
121,230.01999999999995,-12.619999999999834,81491.22,"[1151641, 1151813, 1261513, 1263113]"
122,306.34,-18.979999999999848,81229.55,"[1150940, 1171004, 2589277, 2589290]"
123,207.75999999999996,39.32000000000028,80761.12,"[731, 3722, 88926, 1024691, 1029179, 1042775, 1043629, 2446997, 2447004]"
124,138.85999999999999,40.38000000000028,80750.484,"[85537, 1024705, 1024984, 1043974, 1043976]"
125,182.31999999999996,69.00000000000034,80731.58,"[1996, 89634, 1024644]"
126,189.73999999999998,-41.239999999999895,80696.89,"[1151335, 1153683, 1261672]"
127,173.83999999999997,-38.05999999999989,80621.414,"[1151030, 1151036, 1264918]"
128,225.77999999999997,2.220000000000198,80546.08,"[236, 84763, 84772, 84810, 88170, 88732, 88734, 88735, 89649, 1043254, 1068497, 2508445, 2508452, 2508465, 2513294]"
129,224.71999999999997,1.1600000000001955,80457.24,"[236, 84728, 88732, 89688, 1042892, 1068496, 2503383, 2503440, 2508353, 2508357]"
130,46.63999999999999,-15.79999999999984,80201.5,"[1150926, 1171230, 2113574, 2113582, 2115719, 2115988, 22186192]"
131,206.69999999999996,60.52000000000032,80026.914,"[303, 4440, 85922, 88034, 89271]"
132,198.21999999999997,-16.859999999999843,79994.51,"[1150982, 1151371, 1151891, 1152293, 1152766, 1155495, 1168786, 1168787, 1168788, 1168789, 1170293, 2412676, 2412683]"
133,15.899999999999997,-6.25999999999982,79979.43,"[1150978, 1152281, 1328702, 2056108]"
134,217.29999999999995,-33.81999999999988,79934.03,"[1151006, 1263150]"
135,224.71999999999997,-0.959999999999809,79790.86,"[1168636, 1261143, 2503076]"
136,339.19999999999993,34.020000000000266,79749.07,"[194, 1306]"
137,178.07999999999998,-39.11999999999989,79749.07,"[1151304, 1329767]"
138,175.95999999999998,10.700000000000216,79532.84,"[1024809, 2336433]"
139,317.99999999999994,-49.719999999999914,79512.47,"[1261239, 1325783, 1325786]"
140,26.499999999999996,28.720000000000255,79432.84,[1024846]
141,138.85999999999999,-15.79999999999984,79432.84,[1261149]
142,284.0799999999999,-55.019999999999925,79432.84,[1150927]
143,193.97999999999996,-20.03999999999985,79432.84,[1151111]
144,86.91999999999999,-17.919999999999845,79432.84,[1151101]
145,2.1199999999999997,27.660000000000252,79432.84,[352]
146,138.85999999999999,-16.859999999999843,79432.84,[1261149]
147,259.69999999999993,61.580000000000325,79432.84,[1025099]
148,63.59999999999999,-31.699999999999875,79432.84,[1150850]
149,201.39999999999998,-33.81999999999988,79432.84,[1330058]
150,27.559999999999995,5.400000000000205,79432.84,[86679]
151,170.65999999999997,3.2800000000002,78460.88,"[2414, 87533, 87550, 88831, 89434, 89886, 1024462, 1025548, 1026773, 1032769, 2310816]"
152,45.57999999999999,-15.79999999999984,77868.32,"[1151295, 1155556, 1157203, 1161954, 1169208, 1324416, 1325581, 1328879, 1328881, 2113574, 2113582, 22186192]"
153,193.97999999999996,8.580000000000211,77073.19,"[1909, 84134, 1024722, 1028811]"
154,355.09999999999997,-12.619999999999834,77023.37,"[1150933, 1153874, 1261140, 1324910]"
155,153.7,3.2800000000002,76587.06,"[221, 224, 554, 87393, 89098, 2247732, 2247737]"
156,192.91999999999996,-42.2999999999999,75419.07,"[1150903, 1152905, 1156509, 1168537, 1261489, 1262812, 1325852]"
157,341.31999999999994,-23.219999999999857,71833.375,"[1151644, 1169127, 1330918]"
158,202.45999999999998,46.74000000000029,71063.3,"[85653, 88002, 90606, 90955, 1024696, 1026100, 1041752, 1042724]"
159,221.53999999999996,2.220000000000198,70979.5,"[209, 88148, 1024706]"
160,181.25999999999996,-29.57999999999987,70094.34,"[1151460, 1159024, 1168498, 1169339, 1170097, 1261127, 1329809, 2355492]"
161,158.99999999999997,-26.399999999999864,69543.38,"[1151346, 1156272, 1168444, 1170156, 1262598, 1326411, 1326413, 1329614, 2265055]"
162,208.81999999999996,40.38000000000028,69336.96,"[249, 1470, 83598, 88051, 89277, 89278, 1027727, 2449207, 2449208, 2454611, 2454615]"
163,307.4,-35.939999999999884,68836.945,"[1151003, 1166127, 1330698, 2589811]"
164,75.25999999999999,-8.379999999999825,68056.99,"[1151190, 1324496, 1329085, 1332001, 2137890]"
165,155.81999999999996,20.240000000000236,66391.17,"[3582, 85106, 87406, 1024483, 1024618, 2014903, 2257363]"
166,178.07999999999998,-28.519999999999868,66218.95,"[1150796, 1167534, 1171496, 1261490, 1263683, 2015031, 2340063]"
167,28.619999999999994,-13.679999999999836,65029.098,"[1150815, 1168809, 1261788, 1324357, 2081288]"
168,346.61999999999995,-35.939999999999884,64971.656,"[1151139, 1168885, 1330947, 2645930]"
169,226.83999999999997,2.220000000000198,64381.867,"[239, 84750, 84766, 84768, 84772, 84775, 1024664, 1027913, 1042898, 1042900, 2513172, 2513335, 2513337, 2513338, 22359287]"
170,1.0599999999999998,5.400000000000205,64354.688,"[3908, 1025182]"
171,62.53999999999999,-56.07999999999993,63826.72,"[1261135, 2015301, 6265208]"
172,210.93999999999997,55.22000000000031,63663.176,"[1024550, 1043099, 2460224]"
173,188.67999999999998,2.220000000000198,63547.68,"[83450, 83460, 84747, 87840, 87856, 1024474, 2376506, 2381510]"
174,77.37999999999998,-36.999999999999886,63493.867,"[1150798, 1170005]"
175,333.8999999999999,-36.999999999999886,63364.184,"[1151017, 1325926, 2619941, 2620050]"
176,289.37999999999994,-60.319999999999936,63295.29,"[1328568, 1330565]"
177,338.13999999999993,-13.679999999999836,63295.29,"[1151242, 1324884]"
178,182.31999999999996,39.32000000000028,63224.0,"[85512, 87709, 89952, 89954, 1024459, 2356269, 2356271, 22289152]"
179,347.67999999999995,-28.519999999999868,63190.48,"[1150812, 2648548, 2648553]"
180,93.27999999999999,-27.459999999999866,63145.88,"[1151520, 7611383]"
181,183.37999999999997,54.16000000000031,63127.383,"[89207, 1025249]"
182,283.02,-59.259999999999934,63095.76,[1151259]
183,39.21999999999999,11.760000000000218,63095.76,[1024925]
184,286.19999999999993,-47.59999999999991,63095.76,[1151606]
185,67.83999999999999,-55.019999999999925,63095.76,[1261113]
186,315.87999999999994,-66.67999999999995,63095.76,[1151290]
187,315.87999999999994,-67.73999999999995,63095.76,[1151290]
188,330.71999999999997,-51.83999999999992,63095.76,[1151147]
189,77.37999999999998,-38.05999999999989,63095.76,[1150798]
190,109.17999999999998,-62.43999999999994,63095.76,[1261217]
191,213.05999999999997,-5.199999999999818,63095.76,[1150958]
192,230.01999999999995,-11.559999999999832,63095.76,[1151641]
193,295.73999999999995,-58.19999999999993,63095.76,[1150833]
194,199.27999999999997,-26.399999999999864,62921.168,"[1156123, 1261121, 1330029, 2417828, 13457461]"
195,169.59999999999997,3.2800000000002,62839.58,"[87533, 89885, 1024668, 1025548]"
196,193.97999999999996,7.520000000000209,62356.41,"[1909, 84134, 87933, 1024722, 1044166]"
197,155.81999999999996,12.82000000000022,61330.28,"[4305, 84996, 87407, 1038012, 1044016]"
198,208.81999999999996,59.46000000000032,61303.7,"[335, 1030, 1024801, 2459428]"
199,330.71999999999997,-21.099999999999852,60218.703,"[1150853, 1151806, 1330832]"
200,162.17999999999998,-31.699999999999875,60118.703,"[1150970, 1155134]"
201,50.879999999999995,-3.0799999999998136,60060.953,"[1151452, 1152688, 1328917]"
202,170.65999999999997,38.260000000000275,59370.29,"[84553, 84554, 87547, 1024811, 1030169, 1042278, 2307879, 2308274, 22266417]"
203,190.79999999999998,10.700000000000216,58478.88,"[285, 87904, 1024520, 2387317, 2387383]"
204,345.55999999999995,16.000000000000227,58087.01,"[1024670, 1024738, 1025104, 1026749, 1044301, 2643679]"
205,40.279999999999994,-8.379999999999825,57779.426,"[1150819, 1151472, 1161402, 1170522, 1328838, 2105974]"
206,189.73999999999998,11.760000000000218,57658.312,"[521, 83474, 1024427, 1024891]"
207,168.53999999999996,47.800000000000296,57242.836,"[85674, 1024565, 1025043]"
208,187.61999999999998,8.580000000000211,56932.62,"[5, 472, 541, 83435, 87827, 87839, 1024421, 1024842, 1025167, 1042566, 2373782, 2373793]"
209,183.37999999999997,7.520000000000209,56924.93,"[83317, 92601, 105504, 1024758, 1025734, 2360263]"
210,206.69999999999996,41.44000000000028,56921.082,"[314, 619, 83592, 2443789]"
211,228.95999999999995,42.500000000000284,56741.65,"[1024598, 1024993]"
212,102.81999999999998,60.52000000000032,56741.65,"[87040, 1024573]"
213,183.37999999999997,12.82000000000022,56456.96,"[11, 1447, 83312, 83315, 87732, 89450, 1024571, 1024983, 2357517, 2357639, 2360708, 2360743, 2360751, 2363380, 2363383]"
214,190.79999999999998,7.520000000000209,55672.223,"[83501, 1024600, 1025086]"
215,169.59999999999997,18.120000000000232,55348.98,"[87524, 1024438, 1024513, 1024524, 1028097, 1068151, 2305231]"
216,195.03999999999996,-29.57999999999987,55321.617,"[1152711, 1153503, 1261777, 1326278, 2403086, 2403089]"
217,157.93999999999997,-27.459999999999866,55130.58,"[1151010, 1163114]"
218,55.11999999999999,-22.159999999999854,54410.05,"[1150930, 1151481, 1156424, 1171258, 1171259, 1262323]"
219,187.61999999999998,17.06000000000023,54396.668,"[87826, 1024447, 1025059, 1026090, 1044144]"
220,87.97999999999999,-17.919999999999845,54187.297,"[1152298, 1153978, 1263146, 1329158]"
221,199.27999999999997,-15.79999999999984,54112.098,"[1151616, 1153431, 1162179, 1162596, 1168791, 1168792, 1262095, 1263507, 1330014]"
222,303.15999999999997,-46.53999999999991,54109.227,"[1151143, 1261657, 1264111]"
223,192.91999999999996,11.760000000000218,53907.164,"[517, 1024457, 1024464, 2394851]"
224,168.53999999999996,-33.81999999999988,53889.516,"[1151677, 1171480, 1264912]"
225,190.79999999999998,-42.2999999999999,53380.98,"[1150947, 1171533, 1331921]"
226,200.33999999999997,-22.159999999999854,52957.21,"[1151843, 1153541, 1261116, 1264981, 2421404, 22316628]"
227,215.17999999999998,35.08000000000027,52908.92,"[1025359, 1042849, 2014778, 2476895, 2476913]"
228,20.139999999999997,5.400000000000205,52220.82,"[214, 3996, 86618, 86624, 4067552]"
229,20.139999999999997,3.2800000000002,52139.695,"[390, 2505, 84825, 1024642]"
230,225.77999999999997,-7.319999999999823,51623.918,"[1150867, 1167328, 1324793, 2509454, 2509461]"
231,111.29999999999998,43.56000000000029,51575.41,"[87096, 1025461]"
232,214.11999999999998,36.14000000000027,51509.79,"[324, 946, 83618, 85465, 88093, 89288, 89483, 2473134, 2473136, 2473142]"
233,119.77999999999999,23.420000000000243,51490.844,"[85180, 1024784, 1043923, 2153242]"
234,127.19999999999997,25.540000000000248,51018.906,"[85924, 86177, 87197, 1024781, 1027225, 1039203, 2169494, 2169537]"
235,209.87999999999997,55.22000000000031,50913.03,"[357, 83601]"
236,187.61999999999998,7.520000000000209,50769.94,"[817, 83435, 87821, 87827, 87839, 91992, 1024421, 1024842, 1030852, 1042566]"
237,30.739999999999995,14.940000000000225,50749.66,"[1025326, 2088285]"
238,190.79999999999998,9.640000000000214,50619.33,"[4412, 1024520, 1042591, 2384259, 2387333]"
239,50.879999999999995,-35.939999999999884,50579.906,"[1150831, 1171241, 1328919]"
240,191.85999999999996,-7.319999999999823,50434.93,"[1151414, 2392174]"
241,140.98,35.08000000000027,50377.57,"[4265, 1024509, 2206390, 2206420]"
242,219.41999999999996,52.040000000000305,50318.23,"[83643, 88139]"
243,208.81999999999996,28.720000000000255,50317.17,"[88053, 90432, 1024950]"
244,261.81999999999994,11.760000000000218,50237.74,"[90984, 1024795]"
245,348.73999999999995,-42.2999999999999,50221.613,"[1261129, 2647936, 2647960]"
246,168.53999999999996,-26.399999999999864,50198.137,"[1150799, 1171482]"
247,140.98,34.020000000000266,50198.137,"[1024509, 2206396]"
248,224.71999999999997,-7.319999999999823,50158.516,"[1150867, 1324786]"
249,192.91999999999996,-0.959999999999809,50138.656,"[1261098, 2396053]"
250,23.319999999999997,-29.57999999999987,50134.55,"[1261115, 2074287]"
251,306.34,-44.4199999999999,50118.703,[1151067]
252,271.35999999999996,25.540000000000248,50118.703,[1025045]
253,132.49999999999997,60.52000000000032,50118.703,[317]
254,325.41999999999996,-63.49999999999994,50118.703,[1151173]
255,326.47999999999996,-34.87999999999988,50118.703,[1151484]
256,133.55999999999997,50.9800000000003,50118.703,[237]
257,180.19999999999996,61.580000000000325,50118.703,[1024468]
258,319.05999999999995,-48.65999999999991,50118.703,[1150910]
259,145.21999999999997,-4.139999999999816,50118.703,[1261092]
260,352.97999999999996,-45.479999999999905,50118.703,[1261204]
261,181.25999999999996,10.700000000000216,49890.14,"[1025745, 1025757, 2354801]"
262,126.13999999999999,22.36000000000024,49210.47,"[84534, 85149, 87186, 1024744, 1025305, 2166871, 22204217, 22204245]"
263,306.34,-25.33999999999986,48803.65,"[1154935, 1261213, 1331254]"
264,330.71999999999997,-32.75999999999988,48765.176,"[1151588, 1155677, 1169718, 1171835, 1326083, 1326095, 1330826, 1330836, 2614755]"
265,74.19999999999999,-4.139999999999816,48479.508,"[1152505, 1158526, 1169233, 1324491]"
266,221.53999999999996,-22.159999999999854,48091.27,"[1158938, 1164463, 1259870, 1261501, 1326530]"
267,150.51999999999998,72.18000000000035,47753.992,"[1024736, 1025905]"
268,26.499999999999996,27.660000000000252,46634.65,"[86072, 1025025, 1034284]"
269,195.03999999999996,-14.739999999999839,46310.29,"[1150823, 1158413, 1160128, 1261202, 13231412]"
270,177.01999999999998,-38.05999999999989,46224.832,"[1151682, 1153575, 1325212, 1329760]"
271,177.01999999999998,-36.999999999999886,46224.832,"[1151682, 1153575, 1325212, 1329760]"
272,186.55999999999997,16.000000000000227,45488.53,"[358, 87799, 1024681, 1025016, 1025113, 1040229, 2372526, 2372528, 22298251]"
273,142.03999999999996,7.520000000000209,45155.203,"[1060, 87305, 89049, 1024782, 1025790]"
274,177.01999999999998,56.280000000000314,45081.5,"[461, 1024485, 2331108]"
