,cen_RA,cen_Dec,rate_sum,GLADE
776,78.43999999999998,-15.79999999999984,12589.251,[1261209]
777,117.65999999999998,54.16000000000031,12589.251,[699]
778,341.31999999999994,-11.559999999999832,12589.251,[1151438]
779,323.29999999999995,-42.2999999999999,12589.251,[1151489]
780,221.53999999999996,-23.219999999999857,12589.251,[1154379]
781,339.19999999999993,10.700000000000216,12589.251,[1025271]
782,309.5199999999999,-67.73999999999995,12589.251,[1153414]
783,43.459999999999994,3.2800000000002,12589.251,[706]
784,87.97999999999999,-38.05999999999989,12589.251,[1329157]
785,161.11999999999998,76.42000000000036,12589.251,[1025021]
786,198.21999999999997,-4.139999999999816,12589.251,[1151774]
787,342.37999999999994,-11.559999999999832,12589.251,[1153077]
788,182.31999999999996,42.500000000000284,12589.251,[1024490]
789,187.61999999999998,-24.27999999999986,12589.251,[1157008]
790,192.91999999999996,9.640000000000214,12589.251,[1026061]
791,29.679999999999996,-6.25999999999982,12589.251,[1261162]
792,183.37999999999997,32.960000000000264,12589.251,[233]
793,154.75999999999996,58.40000000000032,12589.251,[1025143]
794,341.31999999999994,-10.49999999999983,12589.251,[1151438]
795,170.65999999999997,-10.49999999999983,12589.251,[1261296]
796,178.07999999999998,37.20000000000027,12589.251,[1024453]
797,203.51999999999998,2.220000000000198,12589.251,[1027639]
798,350.85999999999996,8.580000000000211,12589.251,[1030449]
799,356.15999999999997,9.640000000000214,12589.251,[1024569]
800,356.15999999999997,10.700000000000216,12589.251,[1024602]
801,214.11999999999998,-7.319999999999823,12589.251,[1261504]
802,309.5199999999999,-66.67999999999995,12589.251,[1153414]
803,169.59999999999997,-10.49999999999983,12589.251,[1261296]
804,224.71999999999997,-13.679999999999836,12589.251,[1153445]
805,26.499999999999996,-26.399999999999864,12589.251,[1151923]
806,26.499999999999996,-27.459999999999866,12589.251,[1151923]
807,344.49999999999994,16.000000000000227,12589.251,[1024738]
808,243.79999999999995,62.64000000000033,12589.251,[1029919]
809,166.42,-38.05999999999989,12589.251,[1151214]
810,206.69999999999996,-30.639999999999873,12589.251,[1262878]
811,33.919999999999995,4.340000000000202,12589.251,[1033827]
812,323.29999999999995,-43.3599999999999,12589.251,[1151489]
813,68.89999999999999,-33.81999999999988,12589.251,[1159212]
814,201.39999999999998,-38.05999999999989,12589.251,[1150960]
815,175.95999999999998,-16.859999999999843,12589.251,[1157606]
816,221.53999999999996,-24.27999999999986,12589.251,[1154379]
817,90.09999999999998,-23.219999999999857,12511.887,"[1151674, 1329169]"
818,134.61999999999998,-3.0799999999998136,12511.887,"[1151646, 1165921]"
819,192.91999999999996,-10.49999999999983,12258.925,"[1161636, 1261206, 1324692]"
820,48.75999999999999,-5.199999999999818,12194.788,"[1151735, 1153802, 1168312]"
821,198.21999999999997,-17.919999999999845,12174.694,"[1166426, 1261295, 1326580, 2414515]"
822,134.61999999999998,-4.139999999999816,11995.262,"[1154350, 1169281]"
823,213.05999999999997,49.9200000000003,11649.296,"[4452, 86047, 1026004, 1069717]"
824,189.73999999999998,12.82000000000022,11590.442,"[50262, 87877, 1029623, 1034437, 1044152, 2382385]"
825,190.79999999999998,12.82000000000022,11508.985,"[258, 354, 951, 1764, 83482, 83486, 91067, 1042594]"
826,27.559999999999995,-9.439999999999827,11353.068,"[1151329, 1328764, 2080777]"
827,219.41999999999996,2.220000000000198,11353.068,"[88140, 1024714, 2489419]"
828,184.43999999999997,28.720000000000255,11321.445,"[1024482, 1032235]"
829,180.19999999999996,-15.79999999999984,11305.088,"[1151086, 1264927, 1329804]"
830,29.679999999999996,-67.73999999999995,11258.925,"[1155459, 1165147]"
831,173.83999999999997,-36.999999999999886,11194.496,"[1153294, 2320495, 2320496, 2320499, 2323934]"
832,236.37999999999997,18.120000000000232,11113.215,"[1138, 90399, 1044272, 2540561]"
833,180.19999999999996,-16.859999999999843,11105.562,"[1151086, 1329804]"
834,181.25999999999996,-16.859999999999843,11105.562,"[1151086, 1329804]"
835,181.25999999999996,-15.79999999999984,11105.562,"[1151086, 1329804]"
836,79.49999999999999,-13.679999999999836,11086.128,"[1261984, 2015209, 2139270]"
837,224.71999999999997,-18.979999999999848,11080.385,"[1153762, 1171638, 1171639, 1171640]"
838,47.699999999999996,-5.199999999999818,10830.483,"[1151735, 1168312, 1263377]"
839,196.09999999999997,7.520000000000209,10791.831,"[87953, 1032618, 1042667]"
840,179.13999999999996,-17.919999999999845,10752.376,"[1160231, 1261280, 1264257]"
841,143.09999999999997,-11.559999999999832,10688.75,"[1152984, 1168415, 1169289]"
842,166.42,11.760000000000218,10578.297,"[87505, 1025226, 1033965, 22261013]"
843,27.559999999999995,-10.49999999999983,10441.375,"[1151037, 1168231, 1262886, 1326705, 2080896]"
844,215.17999999999998,39.32000000000028,10397.033,"[1024729, 1042840, 2475297, 2475354]"
845,180.19999999999996,-18.979999999999848,10378.0205,"[1261257, 1329794, 1329800, 1329801, 2351136]"
846,195.03999999999996,-7.319999999999823,10290.644,"[1165415, 1329968]"
847,184.43999999999997,13.880000000000223,10224.112,"[213, 883, 86419, 87741, 89968, 89969, 89970, 1068749, 2366880]"
848,350.85999999999996,-42.2999999999999,10125.893,"[1151312, 1330965]"
849,169.59999999999997,4.340000000000202,10120.532,"[89885, 1025108, 2301912, 2307223]"
850,52.99999999999999,-13.679999999999836,10100.0,"[1150975, 5860117]"
851,166.42,20.240000000000236,10100.0,"[1005, 98821]"
852,174.89999999999998,17.06000000000023,10097.035,"[87590, 1029905, 1042324]"
853,183.37999999999997,13.880000000000223,10092.075,"[445, 1239, 85022, 87720, 1032685, 2360674, 2360751, 2360761, 2360774, 2360786, 2360789, 2366880]"
854,221.53999999999996,-13.679999999999836,10089.93,"[1151432, 1324775, 2497476]"
855,57.23999999999999,-16.859999999999843,10079.433,"[1150934, 6033320]"
856,243.79999999999995,9.640000000000214,10063.096,"[1032092, 16149392]"
857,182.31999999999996,16.000000000000227,10050.119,"[581, 83304]"
858,182.31999999999996,20.240000000000236,10050.119,"[1025508, 2357849]"
859,178.07999999999998,47.800000000000296,10035.801,"[87645, 2339249, 2339255]"
860,162.17999999999998,10.700000000000216,10017.979,"[82600, 83167, 1028405]"
861,346.61999999999995,-43.3599999999999,10000.0,[1353189]
862,72.07999999999998,-68.79999999999995,10000.0,[1304843]
863,223.65999999999997,4.340000000000202,10000.0,[1024836]
864,257.58,25.540000000000248,10000.0,[1028430]
865,180.19999999999996,50.9800000000003,10000.0,[242]
866,348.73999999999995,-43.3599999999999,10000.0,[1261234]
867,239.55999999999997,5.400000000000205,10000.0,[1025784]
868,153.7,21.30000000000024,10000.0,[1024833]
869,277.71999999999997,-71.97999999999996,10000.0,[1261450]
870,137.79999999999998,44.62000000000029,10000.0,[1024888]
871,151.57999999999998,13.880000000000223,10000.0,[949]
872,333.8999999999999,-23.219999999999857,10000.0,[1261482]
873,352.97999999999996,-51.83999999999992,10000.0,[1151636]
874,82.67999999999999,-10.49999999999983,10000.0,[1152864]
875,135.67999999999998,8.580000000000211,10000.0,[1027958]
876,25.439999999999998,12.82000000000022,10000.0,[1025533]
877,28.619999999999994,36.14000000000027,10000.0,[1031993]
878,333.8999999999999,-24.27999999999986,10000.0,[1261482]
879,133.55999999999997,-2.0199999999998113,10000.0,[1151646]
880,180.19999999999996,-33.81999999999988,10000.0,[1159231]
881,81.61999999999999,-5.199999999999818,10000.0,[1151416]
882,110.23999999999998,-68.79999999999995,10000.0,[1150938]
883,27.559999999999995,21.30000000000024,10000.0,[401]
884,289.37999999999994,-57.13999999999993,10000.0,[2014820]
885,134.61999999999998,44.62000000000029,10000.0,[446]
886,355.09999999999997,-47.59999999999991,10000.0,[1330988]
887,324.35999999999996,-3.0799999999998136,10000.0,[1159191]
888,221.53999999999996,-14.739999999999839,10000.0,[1151309]
889,29.679999999999996,19.180000000000234,10000.0,[1026741]
890,134.61999999999998,-2.0199999999998113,10000.0,[1151646]
891,167.47999999999996,57.340000000000316,10000.0,[1039]
892,114.47999999999998,-69.85999999999996,10000.0,[1151261]
893,238.49999999999997,6.460000000000207,10000.0,[1025784]
894,55.11999999999999,-31.699999999999875,10000.0,[1261236]
895,286.19999999999993,55.22000000000031,10000.0,[88433]
896,231.07999999999996,-32.75999999999988,10000.0,[1156641]
897,238.49999999999997,5.400000000000205,10000.0,[1025784]
898,45.57999999999999,-14.739999999999839,10000.0,[1151411]
899,286.19999999999993,56.280000000000314,10000.0,[88433]
900,201.39999999999998,43.56000000000029,10000.0,[1024912]
901,87.97999999999999,-20.03999999999985,10000.0,[1152662]
902,110.23999999999998,-62.43999999999994,10000.0,[1153754]
903,333.8999999999999,-11.559999999999832,10000.0,[1262122]
904,73.13999999999999,8.580000000000211,9938.546,"[1027997, 1035386]"
905,49.81999999999999,-6.25999999999982,9736.978,"[1153025, 1162755, 1328908, 2118053, 2120306]"
906,178.07999999999998,-20.03999999999985,9674.241,"[1151009, 1171499, 1261784, 1329776]"
907,108.11999999999998,46.74000000000029,9528.178,"[87075, 1024949]"
908,206.69999999999996,43.56000000000029,9518.437,"[394, 1044208, 2450446]"
909,324.35999999999996,-56.07999999999993,9471.851,"[1156927, 1330788]"
910,146.27999999999997,-9.439999999999827,9471.851,"[1156932, 1324564]"
911,322.23999999999995,-38.05999999999989,9309.171,"[1151936, 1330775, 1330778]"
912,63.59999999999999,3.2800000000002,9265.305,"[1633, 84259, 1025337]"
913,85.85999999999999,-18.979999999999848,9202.209,"[1156349, 1329155]"
914,272.41999999999996,39.32000000000028,9202.209,"[1224, 88370]"
915,294.67999999999995,-51.83999999999992,9178.596,"[1161768, 1165420, 1265108, 1330593]"
916,233.19999999999996,11.760000000000218,9153.392,"[88210, 1025729, 1068910]"
917,47.699999999999996,-8.379999999999825,9142.811,"[1261266, 1328893, 2115999]"
918,157.93999999999997,28.720000000000255,9036.835,"[399, 90482, 1027478, 2260736]"
919,80.55999999999999,-16.859999999999843,8992.943,"[1158165, 1329122]"
920,9.54,-22.159999999999854,8992.943,"[1161343, 1328667]"
921,58.29999999999999,-10.49999999999983,8972.349,"[1157943, 1208579, 1324444]"
922,185.49999999999997,8.580000000000211,8832.612,"[334, 561, 954, 2368429, 2368533, 2372198]"
923,171.71999999999997,17.06000000000023,8726.987,"[312, 422, 1024942, 1028845]"
924,190.79999999999998,0.10000000000019327,8688.913,"[84592, 1261110, 1261406, 2386285, 2386455]"
925,188.67999999999998,12.82000000000022,8446.865,"[378, 4403, 1037261, 1044146, 1044152, 2379469]"
926,182.31999999999996,-30.639999999999873,8430.036,"[1157072, 1261379, 1326249, 1329818, 2358429]"
927,185.49999999999997,9.640000000000214,8397.945,"[453, 87765, 1069712, 2368559, 2372217]"
928,76.32,-10.49999999999983,8341.392,"[1261740, 22193555]"
929,22.259999999999998,-7.319999999999823,8341.392,"[1151973, 1170566]"
930,237.43999999999997,21.30000000000024,8337.001,"[1010, 83683, 83684, 2542660]"
931,210.93999999999997,-33.81999999999988,8287.286,"[1168837, 1209078, 1325009, 1326003]"
932,179.13999999999996,53.10000000000031,8285.339,"[4361, 87659, 1024440, 12293727]"
933,237.43999999999997,22.36000000000024,8277.5205,"[1010, 83683, 83684, 2542655]"
934,186.55999999999997,-0.959999999999809,8267.93,"[1153026, 1263461, 1324667, 2370641]"
935,171.71999999999997,9.640000000000214,8259.512,"[1024880, 1044052]"
936,162.17999999999998,32.960000000000264,8255.746,"[730, 87460, 91122, 1044033, 1044034, 2277112]"
937,317.99999999999994,-57.13999999999993,8174.1504,"[1159688, 1330763]"
938,171.71999999999997,-9.439999999999827,8174.1504,"[1161350, 1261175]"
939,171.71999999999997,29.780000000000257,8142.8105,"[82633, 1025606]"
940,217.29999999999995,44.62000000000029,8101.7734,"[88123, 1032126]"
941,191.85999999999996,-0.959999999999809,8056.111,"[1261110, 1327075, 1327153, 2390791]"
942,21.199999999999996,8.580000000000211,8043.284,"[847, 2067651]"
943,72.07999999999998,-4.139999999999816,8035.306,"[1153298, 1324475, 1326911]"
944,187.61999999999998,63.70000000000033,8006.38,"[1430, 89460]"
945,175.95999999999998,19.180000000000234,7993.403,"[105562, 1030094]"
946,1.0599999999999998,20.240000000000236,7993.403,"[300, 2021792]"
947,221.53999999999996,34.020000000000266,7987.496,"[90091, 1026566, 2495220]"
948,8.479999999999999,-27.459999999999866,7968.403,"[1150953, 1328664]"
949,167.47999999999996,53.10000000000031,7963.237,"[1024777, 2296658]"
950,196.09999999999997,27.660000000000252,7962.1416,"[87958, 1031950]"
951,223.65999999999997,-17.919999999999845,7962.1416,"[1154618, 1324782]"
952,306.34,-26.399999999999864,7962.1416,"[1154935, 1156912]"
953,41.339999999999996,-29.57999999999987,7959.1333,"[1261207, 2106112]"
954,41.339999999999996,-28.519999999999868,7959.1333,"[1261207, 2106112]"
955,191.85999999999996,0.10000000000019327,7955.8735,"[1261110, 1327153]"
956,230.01999999999995,5.400000000000205,7943.284,[1024542]
957,359.3399999999999,21.30000000000024,7943.284,[493]
958,359.3399999999999,20.240000000000236,7943.284,[493]
959,242.73999999999995,1.1600000000001955,7943.284,[1024608]
960,273.47999999999996,39.32000000000028,7943.284,[933]
961,0.0,20.240000000000236,7943.284,[493]
962,240.61999999999995,7.520000000000209,7943.284,[1030855]
963,251.21999999999997,37.20000000000027,7943.284,[447]
964,142.03999999999996,57.340000000000316,7943.284,[2201]
965,0.0,21.30000000000024,7943.284,[493]
966,224.71999999999997,-26.399999999999864,7943.284,[1156303]
967,72.07999999999998,8.580000000000211,7943.284,[1027997]
968,329.65999999999997,-34.87999999999988,7943.284,[1151902]
969,347.67999999999995,-36.999999999999886,7943.284,[1261587]
970,148.39999999999998,-28.519999999999868,7943.284,[1151029]
971,74.19999999999999,-9.439999999999827,7943.284,[1261895]
972,347.67999999999995,-35.939999999999884,7943.284,[1261587]
973,173.83999999999997,-9.439999999999827,7943.284,[1261468]
974,59.35999999999999,-10.49999999999983,7943.284,[1157943]
975,47.699999999999996,-9.439999999999827,7943.284,[1261266]
976,71.01999999999998,-20.03999999999985,7943.284,[1151166]
977,333.8999999999999,-66.67999999999995,7943.284,[1151088]
978,15.899999999999997,-65.61999999999995,7943.284,[1151251]
979,207.75999999999996,16.000000000000227,7943.284,[1032931]
980,170.65999999999997,-4.139999999999816,7943.284,[1167495]
981,170.65999999999997,-5.199999999999818,7943.284,[1167495]
982,243.79999999999995,61.580000000000325,7943.284,[1037140]
983,219.41999999999996,46.74000000000029,7943.284,[722]
984,51.93999999999999,-35.939999999999884,7943.284,[1152623]
985,180.19999999999996,-31.699999999999875,7943.284,[1153511]
986,202.45999999999998,-42.2999999999999,7943.284,[1151110]
987,221.53999999999996,-20.03999999999985,7943.284,[1151800]
988,213.05999999999997,19.180000000000234,7943.284,[1026464]
989,236.37999999999997,27.660000000000252,7943.284,[1028312]
990,38.16,29.780000000000257,7943.284,[254]
991,171.71999999999997,66.88000000000034,7943.284,[486]
992,40.279999999999994,28.720000000000255,7943.284,[1024755]
993,329.65999999999997,1.1600000000001955,7943.284,[2035]
994,168.53999999999996,11.760000000000218,7943.284,[1266]
995,1.0599999999999998,21.30000000000024,7943.284,[300]
996,214.11999999999998,-30.639999999999873,7943.284,[1155998]
997,139.92,37.20000000000027,7943.284,[755]
998,272.41999999999996,38.260000000000275,7943.284,[1224]
999,168.53999999999996,12.82000000000022,7943.284,[1266]
1000,171.71999999999997,-28.519999999999868,7943.284,[1151417]
1001,171.71999999999997,-26.399999999999864,7943.284,[1151011]
1002,150.51999999999998,24.480000000000246,7943.284,[1024759]
1003,208.81999999999996,16.000000000000227,7943.284,[1032931]
1004,343.43999999999994,-45.479999999999905,7943.284,[1261727]
1005,186.55999999999997,0.10000000000019327,7943.284,[677]
1006,341.31999999999994,-22.159999999999854,7943.284,[1330918]
1007,151.57999999999998,19.180000000000234,7943.284,[1030827]
1008,86.91999999999999,-18.979999999999848,7943.284,[1152213]
1009,56.17999999999999,-13.679999999999836,7910.3154,"[1261227, 1331840, 2014521]"
1010,55.11999999999999,-13.679999999999836,7894.466,"[1261227, 2014521]"
1011,160.05999999999997,-31.699999999999875,7894.466,"[1155160, 1171463]"
1012,52.99999999999999,-23.219999999999857,7573.8784,"[1152137, 1328937, 2125212]"
1013,32.85999999999999,3.2800000000002,7568.498,"[1032976, 1043891]"
1014,52.99999999999999,-24.27999999999986,7563.571,"[1152137, 1328933, 1328937]"
1015,166.42,-36.999999999999886,7523.76,"[1158997, 1329682]"
1016,186.55999999999997,39.32000000000028,7523.76,"[87793, 1024716]"
1017,214.11999999999998,-31.699999999999875,7523.76,"[1153914, 1165910]"
1018,163.23999999999998,17.06000000000023,7448.637,"[1127, 91095, 1025236, 1028140, 2282215]"
1019,160.05999999999997,47.800000000000296,7440.0815,"[37866, 87442, 1026448, 22252692]"
1020,182.31999999999996,-29.57999999999987,7333.6523,"[1152665, 1326249, 1329817, 1329818, 12385425, 12442916]"
1021,163.23999999999998,32.960000000000264,7258.986,"[1312, 83175, 90472, 1024740]"
1022,54.05999999999999,-21.099999999999852,7235.524,"[1152167, 1169134, 1328942, 2124944]"
1023,158.99999999999997,-2.0199999999998113,7222.7812,"[1151579, 1329609, 2265027]"
1024,122.95999999999998,36.14000000000027,7191.7188,"[530, 106525, 1043026]"
1025,50.879999999999995,-15.79999999999984,7173.9727,"[1151284, 1262707, 1324429, 2120045]"
1026,333.8999999999999,-26.399999999999864,7166.997,"[1152563, 1265184, 2618792]"
1027,263.93999999999994,42.500000000000284,7143.3486,"[88327, 1032240]"
1028,54.05999999999999,-18.979999999999848,7134.8223,"[1152219, 1154280, 1164629, 1166627]"
1029,192.91999999999996,10.700000000000216,7103.9014,"[1024457, 1024788]"
1030,188.67999999999998,10.700000000000216,7081.0737,"[240, 308, 83453, 83467, 95237, 1027807, 1039803, 2376751]"
1031,306.34,-28.519999999999868,7007.1353,"[1158327, 1330685]"
1032,357.21999999999997,4.340000000000202,7007.1353,"[1026283, 1034704]"
1033,22.259999999999998,21.30000000000024,7007.1353,"[86656, 1030285]"
1034,76.32,-11.559999999999832,6876.989,"[1151001, 1263401, 1326672]"
1035,187.61999999999998,9.640000000000214,6866.9272,"[737, 83447, 1042576, 2373793, 2373879, 2376761]"
1036,303.15999999999997,-11.559999999999832,6833.5723,"[1170421, 1326676, 2014735]"
1037,345.55999999999995,12.82000000000022,6807.6797,"[88617, 108603, 1028193]"
1038,182.31999999999996,-31.699999999999875,6785.755,"[1157072, 1261286, 1326141, 1329815]"
1039,185.49999999999997,7.520000000000209,6745.9697,"[752, 2054, 87790, 95195, 1024719, 1029199, 1032294, 1035862, 1042533, 1042538]"
1040,31.799999999999994,-9.439999999999827,6691.658,"[1151470, 1324368, 1325186, 2086900, 2089781, 2090352]"
1041,191.85999999999996,14.940000000000225,6668.9053,"[87918, 1024471, 1028810]"
1042,163.23999999999998,18.120000000000232,6568.7046,"[87481, 1025236, 1042210]"
1043,219.41999999999996,-22.159999999999854,6560.761,"[1152245, 2491042]"
1044,190.79999999999998,-39.11999999999989,6560.761,"[1172070, 1329885]"
1045,188.67999999999998,14.940000000000225,6538.9097,"[2, 84462, 87862, 1026092, 1031912]"
1046,30.739999999999995,16.000000000000227,6514.25,"[86727, 1025726, 2088256, 2088288]"
1047,208.81999999999996,-28.519999999999868,6509.099,"[1153143, 2454685]"
1048,85.85999999999999,-21.099999999999852,6509.099,"[1162911, 1326551]"
1049,85.85999999999999,-20.03999999999985,6509.099,"[1162911, 1326551]"
1050,182.31999999999996,11.760000000000218,6489.0054,"[84980, 1033654, 1042477]"
1051,221.53999999999996,0.10000000000019327,6489.0054,"[1150981, 2493769, 2498930]"
1052,146.27999999999997,0.10000000000019327,6468.062,"[1153104, 2221338]"
1053,150.51999999999998,-27.459999999999866,6452.101,"[1151665, 1209655, 1329539]"
1054,132.49999999999997,35.08000000000027,6445.4653,"[85876, 1027406, 2186608]"
1055,8.479999999999999,-32.75999999999988,6443.4087,"[1153071, 1326109, 2039219]"
1056,170.65999999999997,59.46000000000032,6420.14,"[89149, 1024932, 2306255, 2306256]"
1057,177.01999999999998,48.8600000000003,6409.5728,"[267, 1044080]"
1058,52.99999999999999,-14.739999999999839,6389.0054,"[1151155, 2123769]"
1059,33.919999999999995,28.720000000000255,6389.0054,"[4056, 1026594]"
1060,77.37999999999998,-9.439999999999827,6381.006,"[1153991, 1324503, 1326740]"
1061,339.19999999999993,-7.319999999999823,6372.6685,"[1163390, 20859073]"
1062,304.21999999999997,-52.89999999999992,6372.6685,"[1151091, 1336211]"
1063,125.07999999999998,3.2800000000002,6372.6685,"[88803, 1031557]"
1064,198.21999999999997,24.480000000000246,6372.6685,"[1025535, 13389945]"
1065,185.49999999999997,-34.87999999999988,6359.6914,"[1261325, 2372531]"
1066,30.739999999999995,8.580000000000211,6359.6914,"[1029647, 4637611]"
1067,32.85999999999999,-9.439999999999827,6359.6914,"[1151470, 2090352]"
1068,200.33999999999997,26.60000000000025,6359.6914,"[85238, 1025795]"
1069,333.8999999999999,-27.459999999999866,6334.6914,"[1152563, 1327832]"
1070,148.39999999999998,29.780000000000257,6329.5254,"[1025364, 2223912]"
1071,131.43999999999997,29.780000000000257,6325.422,"[744, 89680]"
1072,184.43999999999997,27.660000000000252,6317.516,"[1024482, 2364399]"
1073,226.83999999999997,3.2800000000002,6317.516,"[341, 90787]"
1074,218.35999999999996,10.700000000000216,6317.516,"[812, 22344683]"
1075,80.55999999999999,-24.27999999999986,6309.5728,[1151330]
1076,135.67999999999998,27.660000000000252,6309.5728,[1034592]
1077,246.97999999999996,3.2800000000002,6309.5728,[1027132]
1078,196.09999999999997,-8.379999999999825,6309.5728,[2014777]
1079,52.99999999999999,-15.79999999999984,6309.5728,[1151155]
1080,8.479999999999999,-25.33999999999986,6309.5728,[1262108]
1081,227.89999999999998,3.2800000000002,6309.5728,[341]
1082,45.57999999999999,-16.859999999999843,6309.5728,[1261782]
1083,61.47999999999999,11.760000000000218,6309.5728,[1036403]
1084,183.37999999999997,-38.05999999999989,6309.5728,[1261679]
1085,178.07999999999998,-23.219999999999857,6309.5728,[1151031]
1086,28.619999999999994,4.340000000000202,6309.5728,[350]
1087,217.29999999999995,49.9200000000003,6309.5728,[580]
1088,156.87999999999997,23.420000000000243,6309.5728,[1025194]
1089,156.87999999999997,22.36000000000024,6309.5728,[1025194]
1090,148.39999999999998,28.720000000000255,6309.5728,[1025364]
1091,43.459999999999994,37.20000000000027,6309.5728,[1033741]
1092,54.05999999999999,-44.4199999999999,6309.5728,[1151247]
1093,227.89999999999998,-21.099999999999852,6309.5728,[1261345]
1094,89.03999999999999,-23.219999999999857,6309.5728,[1152502]
1095,351.91999999999996,20.240000000000236,6309.5728,[1218]
1096,254.39999999999995,23.420000000000243,6309.5728,[1027277]
1097,216.23999999999995,35.08000000000027,6309.5728,[1036806]
1098,36.03999999999999,-24.27999999999986,6309.5728,[1261823]
1099,156.87999999999997,29.780000000000257,6309.5728,[1024746]
1100,186.55999999999997,64.76000000000033,6309.5728,[1026048]
1101,230.01999999999995,-3.0799999999998136,6309.5728,[1151255]
1102,175.95999999999998,-40.17999999999989,6309.5728,[1157702]
1103,175.95999999999998,-39.11999999999989,6309.5728,[1157702]
1104,230.01999999999995,-2.0199999999998113,6309.5728,[1151255]
1105,76.32,2.220000000000198,6309.5728,[1032693]
1106,186.55999999999997,54.16000000000031,6309.5728,[1028519]
1107,48.75999999999999,-2.0199999999998113,6309.5728,[1151758]
1108,36.03999999999999,-25.33999999999986,6309.5728,[1261823]
1109,224.71999999999997,-27.459999999999866,6309.5728,[2014613]
1110,330.71999999999997,-13.679999999999836,6309.5728,[1151556]
1111,172.77999999999997,9.640000000000214,6309.5728,[269]
1112,343.43999999999994,-30.639999999999873,6309.5728,[1163619]
1113,231.07999999999996,-22.159999999999854,6309.5728,[1151399]
1114,278.78,-63.49999999999994,6309.5728,[1158588]
1115,41.339999999999996,-7.319999999999823,6309.5728,[1150866]
1116,175.95999999999998,-8.379999999999825,6309.5728,[1163037]
1117,216.23999999999995,14.940000000000225,6309.5728,[514]
1118,48.75999999999999,-11.559999999999832,6309.5728,[1154538]
1119,243.79999999999995,10.700000000000216,6309.5728,[1039213]
1120,340.25999999999993,-44.4199999999999,6309.5728,[1261256]
1121,38.16,35.08000000000027,6309.5728,[1034163]
1122,20.139999999999997,16.000000000000227,6309.5728,[1025166]
1123,189.73999999999998,6.460000000000207,6309.5728,[1026834]
1124,207.75999999999996,-6.25999999999982,6309.5728,[1151767]
1125,185.49999999999997,29.780000000000257,6306.62,"[431, 4387, 1024469, 1025381]"
1126,185.49999999999997,-40.17999999999989,6270.7983,"[1152574, 1329841]"
1127,79.49999999999999,-64.55999999999995,6270.7983,"[1152115, 1329107]"
1128,73.13999999999999,-5.199999999999818,6238.4478,"[1163533, 1261735, 1324484, 1329063]"
1129,179.13999999999996,55.22000000000031,6135.0874,"[371, 540, 84562, 2342926, 2342982]"
1130,177.01999999999998,13.880000000000223,6056.215,"[1803, 87621, 1042364, 1042376]"
1131,195.03999999999996,-41.239999999999895,6016.2163,"[1155291, 1159536, 1171549, 1171552, 1264961]"
1132,195.03999999999996,-42.2999999999999,6009.86,"[1155291, 1165074, 1329947, 1329966]"
1133,49.81999999999999,-25.33999999999986,5998.0234,"[1169114, 1262281, 1262626, 2119230, 2120155]"
1134,209.87999999999997,-23.219999999999857,5976.333,"[1166120, 1330157]"
1135,348.73999999999995,-38.05999999999989,5976.333,"[1157132, 1165005]"
1136,156.87999999999997,-31.699999999999875,5887.5195,"[1154089, 2257782, 2257787, 2257788]"
1137,234.25999999999996,12.82000000000022,5777.0713,"[2363, 88221, 1068815, 2535120]"
1138,179.13999999999996,32.960000000000264,5771.55,"[85397, 1037900, 2339770, 22279013]"
1139,206.69999999999996,38.260000000000275,5653.8184,"[860, 85486, 1042772, 2445184, 2445195]"
1140,185.49999999999997,14.940000000000225,5587.6353,"[255, 307, 83369, 87780, 1033992]"
1141,252.27999999999997,42.500000000000284,5565.964,"[88288, 1026324]"
1142,191.85999999999996,-11.559999999999832,5563.179,"[1261555, 1261598, 1325235]"
1143,47.699999999999996,-21.099999999999852,5554.683,"[1150836, 1263379, 1328894, 2117490]"
1144,81.61999999999999,-15.79999999999984,5513.0605,"[1156260, 1158768]"
1145,168.53999999999996,-28.519999999999868,5409.98,"[1329696, 1329700]"
1146,197.15999999999997,-7.319999999999823,5378.219,"[1169372, 1261241, 13301325]"
1147,218.35999999999996,3.2800000000002,5350.4126,"[770, 83632, 89300, 1069007, 2484246, 2484370, 2484393]"
1148,209.87999999999997,-33.81999999999988,5340.7524,"[1168832, 1263635, 2457908, 2459882]"
1149,202.45999999999998,-32.75999999999988,5333.837,"[1169395, 1261284, 1326063, 1326077, 2014976, 2433632]"
1150,228.95999999999995,-23.219999999999857,5328.1006,"[1153186, 1171650]"
1151,193.97999999999996,-2.0199999999998113,5295.5796,"[1262028, 1263496, 1327539, 1328336, 2395883]"
1152,131.43999999999997,13.880000000000223,5274.495,"[85014, 1036989, 1041950]"
1153,233.19999999999996,-2.0199999999998113,5271.6187,"[1156288, 1330325, 1331111]"
1154,191.85999999999996,8.580000000000211,5261.518,"[1024472, 1042597, 2388830]"
1155,347.67999999999995,-43.3599999999999,5227.2485,"[1169012, 1261322, 1330952]"
1156,197.15999999999997,-6.25999999999982,5211.3994,"[1261241, 1292658]"
1157,115.53999999999998,23.420000000000243,5211.3994,"[1031847, 2014694]"
1158,44.519999999999996,-15.79999999999984,5170.3623,"[1261870, 2110964]"
1159,207.75999999999996,41.44000000000028,5169.687,"[85541, 85547, 1025621, 2449244]"
1160,52.99999999999999,-18.979999999999848,5165.049,"[1155456, 1164629, 1263159]"
1161,319.05999999999995,-9.439999999999827,5157.5396,"[1169678, 1170789]"
