#	Observing Date = 2023-04-27
#	Observatory = RASA36
#	-18 deg sunset = 19:33
#	-18 deg sunrise = 05:48
#	Moon ra, dec = 8:8:22.64   25:32:52.27
#	Moon phase = 0.44
#	Moon seperation limit = 40
#	Altitude limit = 30
==============================================================================================================
|      name |       ra |       dec | rise(LT) | transit(LT) | set(LT) | moon_dist(deg) |                weight | note |
| MS230413s | 11:39:07 |  07:42:51 |    18:52 |       22:04 |   01:15 |             53 |    0.3265116907215853 | 1948 |
| MS230413s | 11:39:07 |  05:08:34 |    18:43 |       22:04 |   01:25 |             55 |   0.09571710234040716 | 1810 |
| MS230413s | 11:44:27 |  02:34:17 |    18:39 |       22:09 |   01:38 |             57 |   0.11893965053322149 | 1672 |
| MS230413s | 11:49:33 |  07:42:51 |    19:02 |       22:14 |   01:26 |             56 |   0.10135963606458377 | 1949 |
| MS230413s | 11:49:33 |  05:08:34 |    18:53 |       22:14 |   01:35 |             57 |   0.11408747901040524 | 1811 |
| MS230413s | 11:54:49 |  00:00:00 |    18:42 |       22:19 |   01:57 |             61 |   0.22841376305811614 | 1534 |
| MS230413s | 11:54:49 |  -2:34:17 |    18:34 |       22:19 |   02:04 |             62 |   0.38716739330198535 | 1395 |
| MS230413s | 11:54:49 |  02:34:17 |    18:50 |       22:19 |   01:49 |             59 |   0.08011697552689545 | 1673 |
| MS230413s | 12:00:00 |  -7:42:51 |    18:26 |       22:23 |   02:22 |             66 |   0.01113799801668328 | 1119 |
| MS230413s | 12:00:00 |  -5:08:34 |    18:33 |       22:23 |   02:16 |             64 |    0.4685331585071315 | 1257 |
| MS230413s | 12:05:10 |  00:00:00 |    18:52 |       22:29 |   02:07 |             63 |   0.34755925824026496 | 1535 |
| MS230413s | 12:05:10 |  -2:34:17 |    18:45 |       22:28 |   02:15 |             64 |    0.5159799054971793 | 1396 |
| MS230413s | 12:05:10 |  02:34:17 |    19:00 |       22:29 |   01:59 |             62 |    0.6061022944152817 | 1674 |
| MS230413s | 12:05:15 | -10:17:08 |    18:26 |       22:28 |   02:34 |             68 |  0.014873071440038747 |  982 |
| MS230413s | 12:10:26 |  -5:08:34 |    18:43 |       22:34 |   02:27 |             67 |    0.5711547727217552 | 1258 |
| MS230413s | 12:10:26 |  -7:42:51 |    18:37 |       22:33 |   02:33 |             68 |    0.7651453419253873 | 1120 |
| MS230413s | 12:15:32 |  -2:34:17 |    18:55 |       22:39 |   02:25 |             66 |    0.2902813373308898 | 1397 |
| MS230413s | 12:15:45 | -10:17:08 |    18:36 |       22:39 |   02:44 |             70 |    0.2322207234036217 |  983 |
