# t        U        B        V        R       
  0.9016 -14.8269 -14.6251 -14.3075 -14.1250
  0.9057 -14.8348 -14.6326 -14.3145 -14.1319
  0.9098 -14.8480 -14.6451 -14.3268 -14.1440
  0.9139 -14.8535 -14.6516 -14.3334 -14.1516
  0.9180 -14.8603 -14.6574 -14.3381 -14.1551
  0.9222 -14.8678 -14.6642 -14.3443 -14.1608
  0.9264 -14.8754 -14.6713 -14.3509 -14.1672
  0.9306 -14.8835 -14.6791 -14.3582 -14.1743
  0.9348 -14.8912 -14.6864 -14.3650 -14.1810
  0.9390 -14.8990 -14.6938 -14.3720 -14.1877
  0.9432 -14.9069 -14.7013 -14.3790 -14.1946
  0.9475 -14.9148 -14.7088 -14.3861 -14.2015
  0.9518 -14.9229 -14.7167 -14.3935 -14.2088
  0.9561 -14.9312 -14.7245 -14.4009 -14.2161
  0.9604 -14.9390 -14.7320 -14.4079 -14.2229
  0.9648 -14.9470 -14.7395 -14.4150 -14.2298
  0.9691 -14.9550 -14.7471 -14.4221 -14.2367
  0.9735 -14.9631 -14.7548 -14.4294 -14.2437
  0.9779 -14.9712 -14.7625 -14.4366 -14.2507
  0.9824 -14.9792 -14.7701 -14.4438 -14.2577
  0.9868 -14.9872 -14.7777 -14.4510 -14.2647
  0.9913 -14.9958 -14.7860 -14.4588 -14.2724
  0.9957 -15.0040 -14.7939 -14.4662 -14.2796
  1.0003 -15.0119 -14.8014 -14.4733 -14.2865
  1.0048 -15.0199 -14.8090 -14.4804 -14.2934
  1.0093 -15.0279 -14.8166 -14.4876 -14.3004
  1.0139 -15.0359 -14.8242 -14.4948 -14.3074
  1.0185 -15.0439 -14.8319 -14.5020 -14.3144
  1.0231 -15.0558 -14.8432 -14.5131 -14.3250
  1.0277 -15.0647 -14.8529 -14.5226 -14.3358
  1.0324 -15.0708 -14.8577 -14.5266 -14.3383
  1.0370 -15.0781 -14.8644 -14.5326 -14.3438
  1.0417 -15.0856 -14.8715 -14.5390 -14.3499
  1.0464 -15.0934 -14.8788 -14.5457 -14.3563
  1.0512 -15.1016 -14.8867 -14.5530 -14.3635
  1.0559 -15.1094 -14.8941 -14.5599 -14.3701
  1.0607 -15.1173 -14.9015 -14.5668 -14.3768
  1.0655 -15.1252 -14.9091 -14.5738 -14.3836
  1.0703 -15.1332 -14.9167 -14.5809 -14.3905
  1.0752 -15.1412 -14.9243 -14.5881 -14.3974
  1.0800 -15.1497 -14.9325 -14.5958 -14.4050
  1.0849 -15.1578 -14.9403 -14.6031 -14.4120
  1.0898 -15.1657 -14.9478 -14.6101 -14.4188
  1.0948 -15.1738 -14.9555 -14.6172 -14.4257
  1.0997 -15.1818 -14.9631 -14.6244 -14.4327
  1.1047 -15.1899 -14.9708 -14.6317 -14.4397
  1.1097 -15.1980 -14.9785 -14.6389 -14.4467
  1.1147 -15.2068 -14.9871 -14.6470 -14.4548
  1.1198 -15.2147 -14.9946 -14.6540 -14.4615
  1.1248 -15.2225 -15.0021 -14.6610 -14.4682
  1.1299 -15.2304 -15.0096 -14.6680 -14.4749
  1.1350 -15.2485 -15.0299 -14.6880 -14.5003
  1.1402 -15.2481 -15.0257 -14.6827 -14.4885
  1.1453 -15.2546 -15.0325 -14.6893 -14.4957
  1.1505 -15.2625 -15.0402 -14.6963 -14.5028
  1.1557 -15.2700 -15.0471 -14.7027 -14.5086
  1.1609 -15.2781 -15.0548 -14.7098 -14.5152
  1.1662 -15.2861 -15.0624 -14.7169 -14.5220
  1.1715 -15.2941 -15.0699 -14.7239 -14.5286
  1.1768 -15.3022 -15.0776 -14.7311 -14.5355
  1.1821 -15.3105 -15.0856 -14.7386 -14.5428
  1.1874 -15.3183 -15.0931 -14.7455 -14.5494
  1.1928 -15.3262 -15.1006 -14.7525 -14.5561
  1.1982 -15.3342 -15.1082 -14.7596 -14.5629
  1.2036 -15.3422 -15.1158 -14.7668 -14.5698
  1.2091 -15.3502 -15.1234 -14.7740 -14.5767
  1.2145 -15.3585 -15.1314 -14.7814 -14.5840
  1.2200 -15.3671 -15.1397 -14.7893 -14.5917
  1.2256 -15.3751 -15.1473 -14.7964 -14.5985
  1.2311 -15.3832 -15.1550 -14.8036 -14.6054
  1.2367 -15.3914 -15.1627 -14.8109 -14.6123
  1.2423 -15.3995 -15.1705 -14.8182 -14.6192
  1.2479 -15.4075 -15.1781 -14.8254 -14.6262
  1.2535 -15.4164 -15.1867 -14.8335 -14.6343
  1.2592 -15.4243 -15.1943 -14.8405 -14.6410
  1.2649 -15.4322 -15.2019 -14.8477 -14.6478
  1.2706 -15.4404 -15.2096 -14.8550 -14.6548
  1.2764 -15.4485 -15.2174 -14.8623 -14.6618
  1.2822 -15.4566 -15.2252 -14.8696 -14.6688
  1.2880 -15.4655 -15.2339 -14.8778 -14.6770
  1.2938 -15.4736 -15.2416 -14.8849 -14.6839
  1.2996 -15.4814 -15.2490 -14.8919 -14.6904
  1.3055 -15.4896 -15.2567 -14.8991 -14.6972
  1.3114 -15.4983 -15.2651 -14.9069 -14.7049
  1.3174 -15.5061 -15.2725 -14.9140 -14.7115
  1.3233 -15.5140 -15.2801 -14.9210 -14.7182
  1.3293 -15.5221 -15.2878 -14.9283 -14.7251
  1.3353 -15.5302 -15.2956 -14.9357 -14.7321
  1.3414 -15.5383 -15.3033 -14.9430 -14.7391
  1.3474 -15.5470 -15.3117 -14.9509 -14.7468
  1.3535 -15.5547 -15.3191 -14.9578 -14.7533
  1.3597 -15.5628 -15.3268 -14.9650 -14.7602
  1.3658 -15.5712 -15.3349 -14.9726 -14.7674
  1.3720 -15.5793 -15.3426 -14.9799 -14.7744
  1.3782 -15.5871 -15.3500 -14.9869 -14.7809
  1.3844 -15.5951 -15.3577 -14.9941 -14.7877
  1.3907 -15.6033 -15.3655 -15.0015 -14.7947
  1.3970 -15.6115 -15.3733 -15.0088 -14.8016
  1.4033 -15.6200 -15.3815 -15.0165 -14.8092
  1.4097 -15.6282 -15.3893 -15.0239 -14.8162
  1.4160 -15.6357 -15.3966 -15.0308 -14.8226
  1.4224 -15.6436 -15.4041 -15.0379 -14.8292
  1.4289 -15.6518 -15.4119 -15.0452 -14.8361
  1.4353 -15.6599 -15.4196 -15.0525 -14.8430
  1.4418 -15.6686 -15.4279 -15.0603 -14.8507
  1.4484 -15.6764 -15.4354 -15.0674 -14.8573
  1.4549 -15.6844 -15.4431 -15.0746 -14.8641
  1.4615 -15.6926 -15.4509 -15.0819 -14.8711
  1.4681 -15.7007 -15.4587 -15.0893 -14.8782
  1.4748 -15.7088 -15.4665 -15.0967 -14.8852
  1.4814 -15.7176 -15.4750 -15.1047 -14.8932
  1.4881 -15.7250 -15.4821 -15.1115 -14.8994
  1.4949 -15.7325 -15.4893 -15.1183 -14.9056
  1.5016 -15.7404 -15.4968 -15.1254 -14.9122
  1.5084 -15.7485 -15.5046 -15.1327 -14.9190
  1.5152 -15.7570 -15.5128 -15.1404 -14.9266
  1.5221 -15.7647 -15.5202 -15.1474 -14.9332
  1.5290 -15.7725 -15.5277 -15.1545 -14.9399
  1.5359 -15.7804 -15.5353 -15.1618 -14.9467
  1.5429 -15.7885 -15.5431 -15.1691 -14.9536
  1.5498 -15.7966 -15.5509 -15.1765 -14.9605
  1.5568 -15.8046 -15.5586 -15.1838 -14.9674
  1.5639 -15.8134 -15.5671 -15.1919 -14.9755
  1.5710 -15.8211 -15.5745 -15.1989 -14.9820
  1.5781 -15.8289 -15.5821 -15.2061 -14.9886
  1.5852 -15.8370 -15.5898 -15.2135 -14.9955
  1.5924 -15.8451 -15.5977 -15.2209 -15.0025
  1.5996 -15.8536 -15.6059 -15.2288 -15.0103
  1.6068 -15.8612 -15.6133 -15.2358 -15.0167
  1.6141 -15.8692 -15.6209 -15.2431 -15.0234
  1.6214 -15.8774 -15.6288 -15.2505 -15.0304
  1.6287 -15.8855 -15.6367 -15.2580 -15.0375
  1.6361 -15.8940 -15.6449 -15.2658 -15.0452
  1.6435 -15.9013 -15.6520 -15.2727 -15.0514
  1.6509 -15.9089 -15.6593 -15.2796 -15.0577
  1.6584 -15.9169 -15.6670 -15.2869 -15.0643
  1.6659 -15.9254 -15.6752 -15.2946 -15.0719
  1.6735 -15.9330 -15.6826 -15.3017 -15.0784
  1.6810 -15.9408 -15.6901 -15.3089 -15.0850
  1.6886 -15.9488 -15.6977 -15.3162 -15.0917
  1.6963 -15.9568 -15.7055 -15.3236 -15.0987
  1.7040 -15.9648 -15.7133 -15.3310 -15.1056
  1.7117 -15.9735 -15.7217 -15.3391 -15.1136
  1.7194 -15.9809 -15.7289 -15.3460 -15.1199
  1.7272 -15.9884 -15.7362 -15.3530 -15.1263
  1.7350 -15.9963 -15.7438 -15.3603 -15.1329
  1.7429 -16.0045 -15.7518 -15.3679 -15.1400
  1.7507 -16.0128 -15.7598 -15.3755 -15.1473
  1.7587 -16.0205 -15.7673 -15.3827 -15.1539
  1.7666 -16.0283 -15.7749 -15.3900 -15.1606
  1.7746 -16.0363 -15.7826 -15.3974 -15.1675
  1.7826 -16.0443 -15.7904 -15.4049 -15.1745
  1.7907 -16.0529 -15.7988 -15.4130 -15.1825
  1.7988 -16.0604 -15.8061 -15.4201 -15.1888
  1.8069 -16.0681 -15.8136 -15.4273 -15.1954
  1.8151 -16.0763 -15.8215 -15.4348 -15.2024
  1.8233 -16.0844 -15.8293 -15.4424 -15.2095
  1.8316 -16.0920 -15.8368 -15.4496 -15.2161
  1.8399 -16.1003 -15.8448 -15.4573 -15.2234
  1.8482 -16.1081 -15.8524 -15.4647 -15.2302
  1.8566 -16.1164 -15.8605 -15.4725 -15.2376
  1.8650 -16.1241 -15.8681 -15.4799 -15.2443
  1.8734 -16.1328 -15.8765 -15.4879 -15.2520
  1.8819 -16.1443 -15.8875 -15.4980 -15.2628
  1.8904 -16.1515 -15.8948 -15.5058 -15.2693
  1.8989 -16.1559 -15.8998 -15.5112 -15.2740
  1.9075 -16.1626 -15.9059 -15.5172 -15.2785
  1.9162 -16.1702 -15.9132 -15.5241 -15.2846
  1.9248 -16.1774 -15.9202 -15.5309 -15.2905
  1.9335 -16.1847 -15.9274 -15.5378 -15.2966
  1.9423 -16.1927 -15.9352 -15.5453 -15.3036
  1.9511 -16.2004 -15.9427 -15.5526 -15.3102
  1.9599 -16.2080 -15.9501 -15.5598 -15.3167
  1.9688 -16.2157 -15.9577 -15.5672 -15.3233
  1.9777 -16.2241 -15.9658 -15.5750 -15.3307
  1.9866 -16.2316 -15.9732 -15.5823 -15.3373
  1.9956 -16.2392 -15.9807 -15.5896 -15.3440
  2.0046 -16.2468 -15.9882 -15.5970 -15.3506
  2.0137 -16.2545 -15.9958 -15.6044 -15.3574
  2.0228 -16.2622 -16.0034 -15.6118 -15.3641
  2.0320 -16.2699 -16.0110 -15.6193 -15.3709
  2.0412 -16.2783 -16.0192 -15.6273 -15.3786
  2.0504 -16.2862 -16.0270 -15.6350 -15.3857
  2.0597 -16.2938 -16.0345 -15.6423 -15.3923
  2.0690 -16.3015 -16.0421 -15.6498 -15.3990
  2.0784 -16.3093 -16.0497 -15.6573 -15.4058
  2.0878 -16.3171 -16.0575 -15.6649 -15.4128
  2.0972 -16.3254 -16.0655 -15.6729 -15.4203
  2.1067 -16.3327 -16.0728 -15.6802 -15.4268
  2.1162 -16.3401 -16.0802 -15.6874 -15.4334
  2.1258 -16.3476 -16.0877 -15.6948 -15.4400
  2.1354 -16.3553 -16.0953 -15.7022 -15.4467
  2.1451 -16.3629 -16.1029 -15.7097 -15.4535
  2.1548 -16.3706 -16.1105 -15.7172 -15.4603
  2.1645 -16.3791 -16.1188 -15.7257 -15.4681
  2.1743 -16.3867 -16.1263 -15.7333 -15.4750
  2.1842 -16.3940 -16.1336 -15.7406 -15.4815
  2.1941 -16.4015 -16.1411 -15.7480 -15.4881
  2.2040 -16.4092 -16.1488 -15.7555 -15.4948
  2.2140 -16.4173 -16.1567 -15.7636 -15.5020
  2.2240 -16.4250 -16.1644 -15.7715 -15.5091
  2.2340 -16.4323 -16.1717 -15.7788 -15.5156
  2.2442 -16.4398 -16.1792 -15.7862 -15.5222
  2.2543 -16.4475 -16.1868 -15.7937 -15.5290
  2.2645 -16.4551 -16.1944 -15.8013 -15.5358
  2.2748 -16.4627 -16.2020 -15.8089 -15.5426
  2.2850 -16.4711 -16.2103 -15.8179 -15.5505
  2.2954 -16.4780 -16.2173 -15.8249 -15.5568
  2.3058 -16.4852 -16.2245 -15.8322 -15.5632
  2.3162 -16.4927 -16.2320 -15.8397 -15.5698
  2.3267 -16.5008 -16.2401 -15.8481 -15.5772
  2.3372 -16.5082 -16.2475 -15.8555 -15.5838
  2.3478 -16.5159 -16.2552 -15.8633 -15.5908
  2.3584 -16.5238 -16.2631 -15.8712 -15.5979
  2.3691 -16.5315 -16.2708 -15.8792 -15.6051
  2.3798 -16.5383 -16.2777 -15.8862 -15.6115
  2.3906 -16.5460 -16.2855 -15.8943 -15.6184
  2.4014 -16.5547 -16.2941 -15.9031 -15.6263
  2.4122 -16.5615 -16.3008 -15.9096 -15.6325
  2.4232 -16.5683 -16.3079 -15.9169 -15.6391
  2.4341 -16.5763 -16.3158 -15.9253 -15.6461
  2.4451 -16.5828 -16.3223 -15.9315 -15.6519
  2.4562 -16.5896 -16.3293 -15.9390 -15.6583
  2.4673 -16.5968 -16.3365 -15.9465 -15.6645
  2.4785 -16.6037 -16.3434 -15.9534 -15.6708
  2.4897 -16.6107 -16.3505 -15.9609 -15.6771
  2.5010 -16.6185 -16.3583 -15.9692 -15.6841
  2.5123 -16.6254 -16.3652 -15.9760 -15.6903
  2.5236 -16.6326 -16.3725 -15.9837 -15.6970
  2.5351 -16.6395 -16.3796 -15.9910 -15.7032
  2.5465 -16.6467 -16.3869 -15.9985 -15.7098
  2.5580 -16.6540 -16.3942 -16.0060 -15.7164
  2.5696 -16.6615 -16.4018 -16.0141 -15.7234
  2.5812 -16.6685 -16.4090 -16.0214 -15.7299
  2.5929 -16.6758 -16.4164 -16.0290 -15.7366
  2.6047 -16.6832 -16.4239 -16.0370 -15.7436
  2.6164 -16.6902 -16.4310 -16.0442 -15.7500
  2.6283 -16.6973 -16.4383 -16.0518 -15.7567
  2.6402 -16.7047 -16.4458 -16.0597 -15.7635
  2.6521 -16.7119 -16.4532 -16.0675 -15.7703
  2.6641 -16.7187 -16.4602 -16.0746 -15.7767
  2.6762 -16.7257 -16.4674 -16.0822 -15.7832
  2.6883 -16.7331 -16.4749 -16.0903 -15.7902
  2.7004 -16.7401 -16.4821 -16.0977 -15.7967
  2.7127 -16.7472 -16.4893 -16.1052 -15.8033
  2.7249 -16.7543 -16.4966 -16.1128 -15.8100
  2.7373 -16.7619 -16.5043 -16.1212 -15.8173
  2.7497 -16.7688 -16.5114 -16.1285 -15.8238
  2.7621 -16.7756 -16.5184 -16.1358 -15.8302
  2.7746 -16.7826 -16.5256 -16.1434 -15.8367
  2.7871 -16.7899 -16.5332 -16.1515 -15.8437
  2.7998 -16.7968 -16.5402 -16.1588 -15.8502
  2.8124 -16.8037 -16.5474 -16.1664 -15.8568
  2.8251 -16.8111 -16.5550 -16.1747 -15.8638
  2.8379 -16.8178 -16.5619 -16.1818 -15.8702
  2.8508 -16.8246 -16.5690 -16.1892 -15.8767
  2.8637 -16.8317 -16.5764 -16.1973 -15.8835
  2.8766 -16.8390 -16.5838 -16.2051 -15.8904
  2.8896 -16.8464 -16.5915 -16.2131 -15.8975
  2.9027 -16.8534 -16.5986 -16.2206 -15.9042
  2.9158 -16.8598 -16.6052 -16.2275 -15.9105
  2.9290 -16.8667 -16.6125 -16.2354 -15.9172
  2.9423 -16.8741 -16.6201 -16.2436 -15.9241
  2.9556 -16.8802 -16.6262 -16.2498 -15.9300
  2.9690 -16.8864 -16.6329 -16.2569 -15.9363
  2.9824 -16.8934 -16.6402 -16.2650 -15.9429
  2.9959 -16.8993 -16.6462 -16.2713 -15.9487
  3.0095 -16.9064 -16.6538 -16.2793 -15.9558
  3.0231 -16.9134 -16.6610 -16.2873 -15.9625
  3.0368 -16.9193 -16.6671 -16.2935 -15.9685
  3.0505 -16.9264 -16.6746 -16.3016 -15.9755
  3.0643 -16.9327 -16.6812 -16.3087 -15.9816
  3.0782 -16.9391 -16.6879 -16.3159 -15.9880
  3.0921 -16.9456 -16.6948 -16.3235 -15.9944
  3.1061 -16.9522 -16.7018 -16.3312 -16.0009
  3.1201 -16.9586 -16.7085 -16.3384 -16.0074
  3.1343 -16.9649 -16.7152 -16.3456 -16.0136
  3.1484 -16.9714 -16.7222 -16.3531 -16.0199
  3.1627 -16.9781 -16.7293 -16.3608 -16.0265
  3.1770 -16.9849 -16.7364 -16.3687 -16.0334
  3.1914 -16.9912 -16.7431 -16.3758 -16.0397
  3.2058 -16.9977 -16.7500 -16.3834 -16.0462
  3.2203 -17.0043 -16.7570 -16.3910 -16.0527
  3.2349 -17.0110 -16.7642 -16.3988 -16.0594
  3.2495 -17.0181 -16.7716 -16.4070 -16.0666
  3.2642 -17.0243 -16.7782 -16.4140 -16.0729
  3.2790 -17.0305 -16.7848 -16.4212 -16.0793
  3.2938 -17.0368 -16.7916 -16.4285 -16.0855
  3.3087 -17.0434 -16.7986 -16.4363 -16.0921
  3.3237 -17.0502 -16.8059 -16.4441 -16.0989
  3.3387 -17.0567 -16.8128 -16.4517 -16.1057
  3.3538 -17.0629 -16.8194 -16.4588 -16.1120
  3.3690 -17.0692 -16.8262 -16.4664 -16.1184
  3.3843 -17.0754 -16.8329 -16.4737 -16.1247
  3.3996 -17.0818 -16.8397 -16.4811 -16.1311
  3.4150 -17.0882 -16.8467 -16.4886 -16.1377
  3.4304 -17.0949 -16.8538 -16.4966 -16.1446
  3.4459 -17.1012 -16.8605 -16.5040 -16.1511
  3.4615 -17.1073 -16.8672 -16.5112 -16.1574
  3.4772 -17.1138 -16.8741 -16.5189 -16.1640
  3.4929 -17.1200 -16.8808 -16.5262 -16.1704
  3.5087 -17.1263 -16.8876 -16.5336 -16.1768
  3.5246 -17.1326 -16.8945 -16.5411 -16.1833
  3.5405 -17.1389 -16.9013 -16.5486 -16.1899
  3.5566 -17.1455 -16.9084 -16.5566 -16.1968
  3.5727 -17.1514 -16.9148 -16.5635 -16.2030
  3.5888 -17.1575 -16.9214 -16.5707 -16.2092
  3.6051 -17.1639 -16.9283 -16.5785 -16.2159
  3.6214 -17.1699 -16.9349 -16.5858 -16.2222
  3.6377 -17.1760 -16.9416 -16.5930 -16.2286
  3.6542 -17.1822 -16.9484 -16.6006 -16.2351
  3.6707 -17.1884 -16.9551 -16.6082 -16.2417
  3.6874 -17.1944 -16.9617 -16.6153 -16.2479
  3.7040 -17.2004 -16.9683 -16.6226 -16.2543
  3.7208 -17.2066 -16.9751 -16.6303 -16.2609
  3.7376 -17.2128 -16.9818 -16.6378 -16.2674
  3.7545 -17.2197 -16.9893 -16.6461 -16.2746
  3.7715 -17.2290 -16.9991 -16.6572 -16.2841
  3.7886 -17.2356 -17.0061 -16.6654 -16.2921
  3.8057 -17.2409 -17.0116 -16.6705 -16.2977
  3.8230 -17.2443 -17.0153 -16.6734 -16.3011
  3.8403 -17.2484 -17.0203 -16.6799 -16.3056
  3.8576 -17.2537 -17.0264 -16.6873 -16.3112
  3.8751 -17.2592 -17.0327 -16.6944 -16.3171
  3.8926 -17.2650 -17.0391 -16.7018 -16.3234
  3.9102 -17.2704 -17.0453 -16.7088 -16.3295
  3.9279 -17.2760 -17.0516 -16.7159 -16.3355
  3.9457 -17.2816 -17.0580 -16.7230 -16.3417
  3.9635 -17.2873 -17.0645 -16.7303 -16.3480
  3.9815 -17.2934 -17.0712 -16.7382 -16.3548
  3.9995 -17.2992 -17.0777 -16.7455 -16.3612
  4.0176 -17.3051 -17.0843 -16.7529 -16.3677
  4.0358 -17.3112 -17.0912 -16.7607 -16.3744
  4.0540 -17.3195 -17.1001 -16.7709 -16.3832
  4.0724 -17.3256 -17.1070 -16.7792 -16.3909
  4.0908 -17.3310 -17.1129 -16.7851 -16.3966
  4.1093 -17.3351 -17.1174 -16.7891 -16.4009
  4.1279 -17.3397 -17.1229 -16.7957 -16.4062
  4.1466 -17.3448 -17.1289 -16.8029 -16.4121
  4.1653 -17.3503 -17.1352 -16.8101 -16.4182
  4.1842 -17.3558 -17.1416 -16.8175 -16.4245
  4.2031 -17.3613 -17.1478 -16.8246 -16.4307
  4.2221 -17.3667 -17.1540 -16.8317 -16.4369
  4.2412 -17.3721 -17.1603 -16.8387 -16.4430
  4.2604 -17.3777 -17.1667 -16.8460 -16.4494
  4.2797 -17.3836 -17.1734 -16.8539 -16.4562
  4.2991 -17.3890 -17.1797 -16.8611 -16.4625
  4.3185 -17.3945 -17.1859 -16.8680 -16.4687
  4.3381 -17.4003 -17.1926 -16.8756 -16.4754
  4.3577 -17.4059 -17.1991 -16.8833 -16.4821
  4.3774 -17.4116 -17.2056 -16.8905 -16.4886
  4.3972 -17.4171 -17.2119 -16.8977 -16.4950
  4.4171 -17.4227 -17.2183 -16.9051 -16.5015
  4.4371 -17.4280 -17.2244 -16.9120 -16.5077
  4.4572 -17.4331 -17.2303 -16.9187 -16.5136
  4.4773 -17.4380 -17.2360 -16.9250 -16.5193
  4.4976 -17.4431 -17.2420 -16.9319 -16.5253
  4.5179 -17.4481 -17.2480 -16.9391 -16.5314
  4.5384 -17.4532 -17.2540 -16.9459 -16.5374
  4.5589 -17.4581 -17.2598 -16.9526 -16.5433
  4.5795 -17.4631 -17.2658 -16.9595 -16.5494
  4.6003 -17.4684 -17.2720 -16.9668 -16.5557
  4.6211 -17.4736 -17.2782 -16.9740 -16.5621
  4.6420 -17.4786 -17.2841 -16.9808 -16.5681
  4.6630 -17.4835 -17.2899 -16.9874 -16.5740
  4.6841 -17.4885 -17.2959 -16.9945 -16.5803
  4.7053 -17.4935 -17.3019 -17.0015 -16.5864
  4.7266 -17.4986 -17.3080 -17.0085 -16.5926
  4.7480 -17.5037 -17.3141 -17.0156 -16.5989
  4.7694 -17.5088 -17.3202 -17.0227 -16.6052
  4.7910 -17.5139 -17.3264 -17.0298 -16.6115
  4.8127 -17.5191 -17.3326 -17.0372 -16.6181
  4.8345 -17.5239 -17.3383 -17.0438 -16.6240
  4.8563 -17.5286 -17.3440 -17.0503 -16.6299
  4.8783 -17.5333 -17.3498 -17.0569 -16.6358
  4.9004 -17.5383 -17.3558 -17.0642 -16.6422
  4.9226 -17.5432 -17.3618 -17.0712 -16.6484
  4.9448 -17.5481 -17.3678 -17.0782 -16.6546
  4.9672 -17.5531 -17.3738 -17.0853 -16.6609
  4.9897 -17.5581 -17.3800 -17.0925 -16.6674
  5.0123 -17.5634 -17.3862 -17.1001 -16.6741
  5.0349 -17.5681 -17.3920 -17.1068 -16.6802
  5.0577 -17.5725 -17.3974 -17.1130 -16.6859
  5.0806 -17.5769 -17.4029 -17.1194 -16.6917
  5.1036 -17.5814 -17.4085 -17.1261 -16.6976
  5.1267 -17.5861 -17.4144 -17.1333 -16.7039
  5.1499 -17.5911 -17.4206 -17.1408 -16.7106
  5.1732 -17.5961 -17.4267 -17.1482 -16.7171
  5.1966 -17.6005 -17.4323 -17.1546 -16.7230
  5.2201 -17.6047 -17.4376 -17.1608 -16.7288
  5.2437 -17.6090 -17.4430 -17.1671 -16.7345
  5.2674 -17.6136 -17.4489 -17.1745 -16.7410
  5.2913 -17.6183 -17.4547 -17.1816 -16.7473
  5.3152 -17.6227 -17.4603 -17.1883 -16.7534
  5.3393 -17.6269 -17.4656 -17.1945 -16.7591
  5.3634 -17.6312 -17.4712 -17.2014 -16.7652
  5.3877 -17.6357 -17.4770 -17.2083 -16.7714
  5.4121 -17.6402 -17.4827 -17.2151 -16.7776
  5.4365 -17.6444 -17.4881 -17.2216 -16.7835
  5.4611 -17.6488 -17.4937 -17.2284 -16.7896
  5.4859 -17.6534 -17.4996 -17.2355 -16.7960
  5.5107 -17.6578 -17.5052 -17.2424 -16.8022
  5.5356 -17.6627 -17.5114 -17.2500 -16.8091
  5.5607 -17.6686 -17.5186 -17.2591 -16.8171
  5.5858 -17.6751 -17.5261 -17.2679 -16.8249
  5.6111 -17.6799 -17.5317 -17.2738 -16.8304
  5.6365 -17.6826 -17.5352 -17.2770 -16.8340
  5.6620 -17.6849 -17.5387 -17.2806 -16.8375
  5.6876 -17.6876 -17.5427 -17.2858 -16.8419
  5.7133 -17.6906 -17.5473 -17.2918 -16.8471
  5.7392 -17.6939 -17.5521 -17.2981 -16.8527
  5.7652 -17.6975 -17.5572 -17.3049 -16.8588
  5.7912 -17.7011 -17.5623 -17.3112 -16.8645
  5.8174 -17.7047 -17.5674 -17.3175 -16.8702
  5.8438 -17.7083 -17.5724 -17.3239 -16.8761
  5.8702 -17.7120 -17.5776 -17.3304 -16.8820
  5.8968 -17.7157 -17.5828 -17.3368 -16.8879
  5.9234 -17.7194 -17.5879 -17.3433 -16.8938
  5.9502 -17.7232 -17.5932 -17.3498 -16.8998
  5.9772 -17.7271 -17.5986 -17.3565 -16.9060
  6.0042 -17.7309 -17.6040 -17.3636 -16.9124
  6.0314 -17.7347 -17.6092 -17.3698 -16.9182
  6.0587 -17.7380 -17.6140 -17.3757 -16.9237
  6.0861 -17.7413 -17.6189 -17.3820 -16.9295
  6.1136 -17.7449 -17.6246 -17.3904 -16.9377
  6.1413 -17.7521 -17.6329 -17.4005 -16.9456
  6.1691 -17.7593 -17.6409 -17.4100 -16.9538
  6.1970 -17.7625 -17.6452 -17.4149 -16.9591
  6.2250 -17.7643 -17.6480 -17.4168 -16.9614
  6.2532 -17.7663 -17.6515 -17.4205 -16.9651
  6.2815 -17.7689 -17.6560 -17.4276 -16.9712
  6.3099 -17.7731 -17.6616 -17.4348 -16.9773
  6.3384 -17.7768 -17.6669 -17.4416 -16.9836
  6.3671 -17.7794 -17.6710 -17.4467 -16.9885
  6.3959 -17.7817 -17.6749 -17.4513 -16.9928
  6.4249 -17.7842 -17.6790 -17.4565 -16.9977
  6.4539 -17.7868 -17.6835 -17.4628 -17.0034
  6.4831 -17.7897 -17.6881 -17.4688 -17.0090
  6.5125 -17.7925 -17.6926 -17.4748 -17.0146
  6.5419 -17.7953 -17.6973 -17.4811 -17.0205
  6.5715 -17.7981 -17.7019 -17.4870 -17.0261
  6.6013 -17.8009 -17.7065 -17.4931 -17.0318
  6.6311 -17.8037 -17.7112 -17.4994 -17.0376
  6.6611 -17.8066 -17.7158 -17.5054 -17.0433
  6.6913 -17.8094 -17.7203 -17.5113 -17.0489
  6.7216 -17.8120 -17.7250 -17.5176 -17.0548
  6.7520 -17.8148 -17.7295 -17.5235 -17.0604
  6.7825 -17.8175 -17.7340 -17.5294 -17.0661
  6.8132 -17.8201 -17.7386 -17.5359 -17.0720
  6.8440 -17.8229 -17.7432 -17.5418 -17.0777
  6.8750 -17.8255 -17.7477 -17.5479 -17.0834
  6.9061 -17.8278 -17.7522 -17.5541 -17.0893
  6.9374 -17.8305 -17.7575 -17.5632 -17.0978
  6.9687 -17.8381 -17.7654 -17.5729 -17.1059
  7.0003 -17.8450 -17.7737 -17.5823 -17.1143
  7.0319 -17.8462 -17.7764 -17.5848 -17.1173
  7.0638 -17.8466 -17.7782 -17.5855 -17.1186
  7.0957 -17.8472 -17.7809 -17.5891 -17.1220
  7.1278 -17.8484 -17.7843 -17.5947 -17.1271
  7.1601 -17.8500 -17.7881 -17.6004 -17.1324
  7.1925 -17.8517 -17.7919 -17.6059 -17.1377
  7.2250 -17.8533 -17.7958 -17.6115 -17.1431
  7.2577 -17.8551 -17.7996 -17.6170 -17.1484
  7.2905 -17.8569 -17.8036 -17.6230 -17.1540
  7.3235 -17.8591 -17.8079 -17.6288 -17.1597
  7.3567 -17.8611 -17.8121 -17.6349 -17.1655
