|            obsdate |                mag |                e_mag | magsys | filter | depth_5sig |     zp | observatory | detected |
| 59577.565666667186 | 13.344499999999998 |    0.012297983574554 |     AB |      i |     19.926 | 19.926 |        LSGT |     True |
| 59578.575000000186 | 13.377600000000001 | 0.014091930314900084 |     AB |      i |     19.417 | 19.417 |        LSGT |     True |
|  59581.65199999977 |           13.48725 | 0.011652793656458523 |     AB |      i |     19.456 | 19.456 |        LSGT |     True |
| 59592.466000000015 | 14.157799999999998 | 0.014155949279366609 |     AB |      i |     18.205 | 18.205 |        LSGT |     True |
|  59593.46799999988 |            14.1957 | 0.011728891678244795 |     AB |      i |     19.416 | 19.416 |        LSGT |     True |
| 59599.521333334036 | 14.433900000000001 | 0.013966474143462264 |     AB |      i |     19.468 | 19.468 |        LSGT |     True |
|  59601.52033333294 | 14.511249999999999 | 0.015193103698718046 |     AB |      i |     19.192 | 19.192 |        LSGT |     True |
|  59617.46900000004 | 15.100750000000001 | 0.013094506481727367 |     AB |      i |     19.652 | 19.652 |        LSGT |     True |
|  59619.46799999988 |             15.148 | 0.014600219176437043 |     AB |      i |     19.309 | 19.309 |        LSGT |     True |
|  59620.45766666718 | 15.198100000000002 | 0.018036266243322094 |     AB |      i |     18.565 | 18.565 |        LSGT |     True |
|  59622.45566666685 |            15.2651 |  0.01397649455335636 |     AB |      i |     19.629 | 19.629 |        LSGT |     True |
|  59623.45233333297 |            15.2998 | 0.014463640620535343 |     AB |      i |     19.741 | 19.741 |        LSGT |     True |
|  59626.54433333315 | 15.438899999999999 | 0.016854462317143198 |     AB |      i |     18.867 | 18.867 |        LSGT |     True |
|  59652.52100000018 | 16.109299999999998 |  0.02374973684064731 |     AB |      i |     18.828 | 18.828 |        LSGT |     True |
| 59653.507999999914 | 16.169900000000002 |  0.02147658259593458 |     AB |      i |     19.001 | 19.001 |        LSGT |     True |
| 59658.461999999825 |            16.2695 |  0.02585375021152637 |     AB |      i |     18.836 | 18.836 |        LSGT |     True |
| 59659.484666666016 |            16.3898 | 0.024917664417035558 |     AB |      i |      18.97 |  18.97 |        LSGT |     True |
|  59670.41900000023 |            16.6415 | 0.022974605546124183 |     AB |      i |     19.561 | 19.561 |        LSGT |     True |
