|            obsdate |                mag |                 e_mag | magsys | filter | depth_5sig |     zp | observatory | detected |
|  59488.30725000007 |                    |                       |     AB |      r |     20.127 | 20.127 |      RASA36 |    False |
|  59489.24250000017 |                    |                       |     AB |      r |     19.968 | 19.968 |      RASA36 |    False |
|  59493.30125000002 |                    |                       |     AB |      r |     20.192 | 20.192 |      RASA36 |    False |
|  59497.25755555509 |                    |                       |     AB |      r |     19.728 | 19.728 |      RASA36 |    False |
| 59515.258499999996 |                    |                       |     AB |      r |     20.053 | 20.053 |      RASA36 |    False |
|  59516.30099999998 |                    |                       |     AB |      r |      19.89 |  19.89 |      RASA36 |    False |
|  59521.20658333413 |                    |                       |     AB |      r |     20.144 | 20.144 |      RASA36 |    False |
|  59522.27616666723 |                    |                       |     AB |      r |     20.153 | 20.153 |      RASA36 |    False |
|  59523.21350000007 |                    |                       |     AB |      r |     20.132 | 20.132 |      RASA36 |    False |
|  59524.20750000002 |                    |                       |     AB |      r |     20.057 | 20.057 |      RASA36 |    False |
| 59526.269416667055 |                    |                       |     AB |      r |     20.046 | 20.046 |      RASA36 |    False |
| 59529.331749999896 |            17.3427 |   0.02443098237893843 |     AB |      r |     20.151 | 20.151 |      RASA36 |     True |
| 59530.252499999944 |            16.0138 |   0.01166823037139737 |     AB |      r |     19.966 | 19.966 |      RASA36 |     True |
|  59578.20949999988 | 13.072450000000002 | 0.0025553864678361277 |     AB |      r |     20.552 | 20.552 |      RASA36 |     True |
|  59579.20200000005 | 13.147700000000002 |   0.00260823695242591 |     AB |      r |     20.617 | 20.617 |      RASA36 |     True |
| 59580.215749999974 | 13.135200000000001 | 0.0032735454785293577 |     AB |      r |     19.251 | 19.251 |      RASA36 |     True |
|  59581.20200000005 | 13.201299999999998 |  0.002656990779058143 |     AB |      r |     20.532 | 20.532 |      RASA36 |     True |
| 59582.188500000164 | 13.284149999999999 | 0.0027536339626028725 |     AB |      r |     20.587 | 20.587 |      RASA36 |     True |
|  59583.25549999997 |            13.3632 |  0.002884874347350331 |     AB |      r |     20.584 | 20.584 |      RASA36 |     True |
