|            obsdate |                mag |                 e_mag | magsys | filter | depth_5sig |     zp | observatory | detected |
|  59488.35760000022 |                    |                       |     AB |      g |     19.355 | 19.355 |         KCT |    False |
|  59489.35259999987 |                    |                       |     AB |      g |     18.881 | 18.881 |         KCT |    False |
|  59494.34819999989 |                    |                       |     AB |      g |     19.167 | 19.167 |         KCT |    False |
|  59503.31719999993 |                    |                       |     AB |      g |     18.986 | 18.986 |         KCT |    False |
|  59506.29279999994 |                    |                       |     AB |      g |     18.891 | 18.891 |         KCT |    False |
|  59507.30140000023 |                    |                       |     AB |      g |      18.56 |  18.56 |         KCT |    False |
|  59508.29879999999 |                    |                       |     AB |      g |     18.548 | 18.548 |         KCT |    False |
| 59509.296200000215 |                    |                       |     AB |      g |     18.838 | 18.838 |         KCT |    False |
|  59510.29520000005 |                    |                       |     AB |      g |     18.888 | 18.888 |         KCT |    False |
|   59511.3487999998 |                    |                       |     AB |      g |     18.877 | 18.877 |         KCT |    False |
|  59512.34539999999 |                    |                       |     AB |      g |     19.057 | 19.057 |         KCT |    False |
|  59513.34560000012 |                    |                       |     AB |      g |     18.967 | 18.967 |         KCT |    False |
|  59514.34819999989 |                    |                       |     AB |      g |      19.09 |  19.09 |         KCT |    False |
|  59515.29520000005 |                    |                       |     AB |      g |      19.09 |  19.09 |         KCT |    False |
|  59516.29139999999 |                    |                       |     AB |      g |     18.707 | 18.707 |         KCT |    False |
| 59517.332799999975 |                    |                       |     AB |      g |     19.236 | 19.236 |         KCT |    False |
|  59518.32959999982 |                    |                       |     AB |      g |     19.273 | 19.273 |         KCT |    False |
|  59519.28019999992 |                    |                       |     AB |      g |     19.157 | 19.157 |         KCT |    False |
|  59521.32079999987 |                    |                       |     AB |      g |     19.443 | 19.443 |         KCT |    False |
| 59522.318200000096 |                    |                       |     AB |      g |     19.467 | 19.467 |         KCT |    False |
|  59523.29719999991 |                    |                       |     AB |      g |     19.443 | 19.443 |         KCT |    False |
|  59524.26399999997 |                    |                       |     AB |      g |     19.376 | 19.376 |         KCT |    False |
|  59525.26379999984 |                    |                       |     AB |      g |     19.302 | 19.302 |         KCT |    False |
|  59526.31880000001 |                    |                       |     AB |      g |      19.38 |  19.38 |         KCT |    False |
|  59527.30519999983 |                    |                       |     AB |      g |     19.333 | 19.333 |         KCT |    False |
|   59528.3021999998 |                    |                       |     AB |      g |      19.29 |  19.29 |         KCT |    False |
|  59530.24319999991 |            16.2607 |  0.020465825172711703 |     AB |      g |     19.032 | 19.032 |         KCT |     True |
|  59531.23820000002 |            15.7163 |  0.014587131314963886 |     AB |      g |     19.041 | 19.041 |         KCT |     True |
|  59532.24519999977 | 15.037400000000002 |   0.01018395306352106 |     AB |      g |     18.971 | 18.971 |         KCT |     True |
| 59533.230400001165 | 14.463350000000002 |  0.007669419795525605 |     AB |      g |     19.015 | 19.015 |         KCT |     True |
|  59534.23020000011 |            13.9623 |  0.006157402049566035 |     AB |      g |     18.891 | 18.891 |         KCT |     True |
|  59535.22520000022 | 13.536749999999998 |  0.005369813777031751 |     AB |      g |     18.922 | 18.922 |         KCT |     True |
|  59536.22220000019 | 13.243699999999999 |  0.005044799302251776 |     AB |      g |     18.717 | 18.717 |         KCT |     True |
|  59537.21980000101 |            12.9849 |  0.004858075750747409 |     AB |      g |     18.411 | 18.411 |         KCT |     True |
|  59538.26399999997 | 12.737149999999998 |  0.004193435345870972 |     AB |      g |     18.718 | 18.718 |         KCT |     True |
|  59539.27419999987 |           12.56625 |  0.004009600977653512 |     AB |      g |     18.701 | 18.701 |         KCT |     True |
| 59540.219400001224 | 12.443999999999999 | 0.0036698910065559166 |     AB |      g |     18.815 | 18.815 |         KCT |     True |
|  59541.27499999991 |            12.3009 |  0.003982461550347975 |     AB |      g |     18.821 | 18.821 |         KCT |     True |
|   59542.2202000008 | 12.215899999999998 | 0.0034563564630980988 |     AB |      g |     18.854 | 18.854 |         KCT |     True |
| 59543.259200000204 |            12.1351 | 0.0036623080154459973 |     AB |      g |     19.071 | 19.071 |         KCT |     True |
|   59544.2126000002 | 12.079999999999998 | 0.0035620780451865457 |     AB |      g |     19.202 | 19.202 |         KCT |     True |
|  59545.20319999987 | 12.043600000000001 |  0.003539223078586599 |     AB |      g |     19.321 | 19.321 |         KCT |     True |
| 59546.203799999785 |            12.0226 | 0.0037444492251865295 |     AB |      g |     19.351 | 19.351 |         KCT |     True |
|  59547.20420000004 |            12.0172 | 0.0033678628238097827 |     AB |      g |     19.254 | 19.254 |         KCT |     True |
|  59548.20539999986 |            12.0177 | 0.0035451939298154055 |     AB |      g |     19.201 | 19.201 |         KCT |     True |
|  59549.18880000012 |           12.03215 | 0.0033678628238097827 |     AB |      g |      19.23 |  19.23 |         KCT |     True |
|  59550.18940000003 | 12.047199999999998 | 0.0037091912865205535 |     AB |      g |     19.115 | 19.115 |         KCT |     True |
| 59551.172799999826 | 12.076200000000002 | 0.0035927148509170607 |     AB |      g |     19.241 | 19.241 |         KCT |     True |
| 59552.190599999856 | 12.100999999999999 |  0.003463827362903642 |     AB |      g |     18.966 | 18.966 |         KCT |     True |
|  59553.18960000016 |            12.1477 |  0.003516375975347346 |     AB |      g |     19.139 | 19.139 |         KCT |     True |
| 59554.173400001135 | 12.178200000000002 |  0.003733577372976218 |     AB |      g |     19.247 | 19.247 |         KCT |     True |
|  59555.17480000015 | 12.227799999999998 |  0.003592547842409339 |     AB |      g |      19.02 |  19.02 |         KCT |     True |
|  59556.17519999901 | 12.270699999999998 |  0.003920510170883376 |     AB |      g |     19.342 | 19.342 |         KCT |     True |
|   59557.1762000001 |            12.3358 | 0.0037387698511676267 |     AB |      g |     19.501 | 19.501 |         KCT |     True |
|  59558.17599999998 | 12.424000000000001 |  0.003889730067755345 |     AB |      g |     18.975 | 18.975 |         KCT |     True |
|   59564.1351999999 | 12.886299999999999 |  0.004302046024858405 |     AB |      g |     18.931 | 18.931 |         KCT |     True |
|  59565.14600000018 | 12.975800000000001 |  0.004432651576652512 |     AB |      g |     18.916 | 18.916 |         KCT |     True |
| 59566.192799999844 | 13.077600000000002 |  0.004604009122493135 |     AB |      g |     18.703 | 18.703 |         KCT |     True |
|  59615.11860000016 | 15.031500000000001 |  0.010920164833920777 |     AB |      g |     19.018 | 19.018 |         KCT |     True |
|  59616.19519999996 | 15.055699999999998 |  0.011329523379207089 |     AB |      g |     19.099 | 19.099 |         KCT |     True |
|  59617.19760000007 |             15.108 |  0.011854218658351127 |     AB |      g |     18.893 | 18.893 |         KCT |     True |
| 59618.116599999834 |            15.0901 |  0.011343407777206988 |     AB |      g |     18.993 | 18.993 |         KCT |     True |
|  59619.17860000022 |             15.104 |  0.011939602170926801 |     AB |      g |     19.042 | 19.042 |         KCT |     True |
|  59620.17519999901 | 15.113499999999998 |  0.012338460195664612 |     AB |      g |      18.91 |  18.91 |         KCT |     True |
|   59621.1743999999 |            15.1512 |  0.013223554741445282 |     AB |      g |     18.603 | 18.603 |         KCT |     True |
|  59623.17020000005 | 15.158850000000001 |  0.014768415622537173 |     AB |      g |     18.289 | 18.289 |         KCT |     True |
|  59624.11260000011 |            15.1945 |  0.014166156853571825 |     AB |      g |     18.378 | 18.378 |         KCT |     True |
|  59625.16660000011 |            15.2356 |  0.015291945592369861 |     AB |      g |     18.239 | 18.239 |         KCT |     True |
|  59626.14625000022 | 15.163799999999998 |   0.01691901001831963 |     AB |      g |     18.004 | 18.004 |         KCT |     True |
|  59627.17579999985 | 15.241399999999999 |  0.017933030976385447 |     AB |      g |      17.94 |  17.94 |         KCT |     True |
|  59628.14440000011 | 15.246599999999999 |  0.016099319861410295 |     AB |      g |     18.157 | 18.157 |         KCT |     True |
| 59629.143800000194 | 15.222500000000002 |   0.01420751913600682 |     AB |      g |     18.417 | 18.417 |         KCT |     True |
| 59630.152199999895 | 15.287349999999998 |  0.014043147795277239 |     AB |      g |     18.564 | 18.564 |         KCT |     True |
| 59631.157600000035 | 15.313799999999999 |  0.014897865618940185 |     AB |      g |     18.456 | 18.456 |         KCT |     True |
| 59632.142599999905 |            15.3266 |  0.013671287430231289 |     AB |      g |     18.804 | 18.804 |         KCT |     True |
| 59635.053199999966 | 15.348049999999999 |   0.01299432568469792 |     AB |      g |     19.126 | 19.126 |         KCT |     True |
| 59636.073199999984 |           15.38375 |  0.013402197580993949 |     AB |      g |     18.981 | 18.981 |         KCT |     True |
|   59638.0885999999 |           15.41855 |  0.014454411091428112 |     AB |      g |     18.759 | 18.759 |         KCT |     True |
| 59639.077399999835 |            15.4354 |  0.014615416518183804 |     AB |      g |     18.818 | 18.818 |         KCT |     True |
| 59640.061400000006 |           15.45035 |   0.01475344366580223 |     AB |      g |     18.865 | 18.865 |         KCT |     True |
|  59641.11879999982 |            15.4784 |  0.015853671499056612 |     AB |      g |     18.691 | 18.691 |         KCT |     True |
| 59642.114200000186 | 15.480200000000002 |  0.015673225577397906 |     AB |      g |     18.727 | 18.727 |         KCT |     True |
|  59644.10511789285 |            15.5329 |  0.016016769337166593 |     AB |      g |     18.926 | 18.926 |         KCT |     True |
|  59645.10419999994 |            15.5251 |  0.015414927829866736 |     AB |      g |     18.951 | 18.951 |         KCT |     True |
|  59646.10119999992 | 15.548000000000002 |  0.015991610300404396 |     AB |      g |     18.777 | 18.777 |         KCT |     True |
| 59648.062200000044 | 15.542200000000001 |   0.01560299971159392 |     AB |      g |     18.959 | 18.959 |         KCT |     True |
| 59649.093799999915 | 15.588999999999999 |  0.015953545060581362 |     AB |      g |     18.827 | 18.827 |         KCT |     True |
|         59651.0932 | 15.640649999999999 |  0.018892223267789315 |     AB |      g |     18.406 | 18.406 |         KCT |     True |
|  59652.08099999977 |           15.61795 |  0.017556491676869842 |     AB |      g |     18.614 | 18.614 |         KCT |     True |
| 59653.105400001165 | 15.601849999999999 |   0.01967866865415443 |     AB |      g |     18.299 | 18.299 |         KCT |     True |
|  59654.07979999995 | 15.660799999999998 |  0.020886897806998532 |     AB |      g |     18.218 | 18.218 |         KCT |     True |
|   59656.0728000002 |            15.6742 |  0.022168527240211518 |     AB |      g |     18.156 | 18.156 |         KCT |     True |
|  59657.07920000004 | 15.663949999999998 |  0.023741828067779448 |     AB |      g |     17.957 | 17.957 |         KCT |     True |
|  59659.07019999996 |             15.751 |   0.01852368483860595 |     AB |      g |     18.743 | 18.743 |         KCT |     True |
|   59661.0737999999 | 15.782399999999999 |   0.01811001104361894 |     AB |      g |     18.843 | 18.843 |         KCT |     True |
|  59662.06719999993 | 15.799800000000001 |  0.019196551773691024 |     AB |      g |     18.689 | 18.689 |         KCT |     True |
| 59663.066399999894 |            15.8227 |   0.01777595004493431 |     AB |      g |      18.97 |  18.97 |         KCT |     True |
|  59664.06600000011 |            15.8453 |  0.018627130750601392 |     AB |      g |     18.873 | 18.873 |         KCT |     True |
|  59665.06460000016 |           15.84645 |  0.019612608189631488 |     AB |      g |     18.764 | 18.764 |         KCT |     True |
|  59667.06300000008 | 15.901000000000002 |  0.019991438167375555 |     AB |      g |     18.792 | 18.792 |         KCT |     True |
|  59668.06179999979 |           15.85995 |   0.02095513302272262 |     AB |      g |     18.539 | 18.539 |         KCT |     True |
| 59814.367999999784 |                    |                       |     AB |      g |      19.94 |  19.94 |         KCT |    False |
|  59816.36246666685 |                    |                       |     AB |      g |     19.767 | 19.767 |         KCT |    False |
| 59818.373733332846 |                    |                       |     AB |      g |     20.081 | 20.081 |         KCT |    False |
| 59820.363533332944 |                    |                       |     AB |      g |     20.001 | 20.001 |         KCT |    False |
| 59821.362133332994 |                    |                       |     AB |      g |     19.922 | 19.922 |         KCT |    False |
|  59822.35760000022 |                    |                       |     AB |      g |      19.94 |  19.94 |         KCT |    False |
| 59823.356733333785 |                    |                       |     AB |      g |     19.949 | 19.949 |         KCT |    False |
|  59825.35493333312 |                    |                       |     AB |      g |     19.695 | 19.695 |         KCT |    False |
|  59826.35426666681 |                    |                       |     AB |      g |      19.56 |  19.56 |         KCT |    False |
|  59827.24319999991 |                    |                       |     AB |      g |     19.103 | 19.103 |         KCT |    False |
|   59828.2481999998 |                    |                       |     AB |      g |     18.854 | 18.854 |         KCT |    False |
|  59829.23080000002 |                    |                       |     AB |      g |     19.003 | 19.003 |         KCT |    False |
|  59832.25469999993 |                    |                       |     AB |      g |     18.675 | 18.675 |         KCT |    False |
|  59834.29029999999 |                    |                       |     AB |      g |     18.928 | 18.928 |         KCT |    False |
| 59836.292200000025 |                    |                       |     AB |      g |     19.209 | 19.209 |         KCT |    False |
| 59837.353399999905 |                    |                       |     AB |      g |     19.462 | 19.462 |         KCT |    False |
|  59838.37699999986 |                    |                       |     AB |      g |     17.778 | 17.778 |         KCT |    False |
| 59840.262000000104 |                    |                       |     AB |      g |     19.708 | 19.708 |         KCT |    False |
|  59841.23219999997 |                    |                       |     AB |      g |     19.505 | 19.505 |         KCT |    False |
|  59843.33900000015 |                    |                       |     AB |      g |     18.957 | 18.957 |         KCT |    False |
|  59844.33633333305 |                    |                       |     AB |      g |     18.803 | 18.803 |         KCT |    False |
| 59848.336208656896 |                    |                       |     AB |      g |     19.079 | 19.079 |         KCT |    False |
| 59852.343799999915 |                    |                       |     AB |      g |     19.424 | 19.424 |         KCT |    False |
|   59853.3330000001 |                    |                       |     AB |      g |     19.363 | 19.363 |         KCT |    False |
|  59854.34539999999 | 18.608999999999998 |   0.10193523630227186 |     AB |      g |     19.381 | 19.381 |         KCT |     True |
|  59856.32060000021 |                    |                       |     AB |      g |     19.134 | 19.134 |         KCT |    False |
|         59861.2426 |                    |                       |     AB |      g |     18.668 | 18.668 |         KCT |    False |
| 59862.219400001224 |                    |                       |     AB |      g |     18.486 | 18.486 |         KCT |    False |
| 59863.239200000186 |                    |                       |     AB |      g |     18.556 | 18.556 |         KCT |    False |
|  59864.27000000002 |                    |                       |     AB |      g |     18.627 | 18.627 |         KCT |    False |
|  59865.30480000004 |                    |                       |     AB |      g |     18.865 | 18.865 |         KCT |    False |
| 59867.372666667216 |                    |                       |     AB |      g |     18.934 | 18.934 |         KCT |    False |
|  59886.34840000002 |                    |                       |     AB |      g |     18.282 | 18.282 |         KCT |    False |
|  59888.21920000017 |                    |                       |     AB |      g |     18.798 | 18.798 |         KCT |    False |
|   59889.2163999998 |                    |                       |     AB |      g |     18.763 | 18.763 |         KCT |    False |
