|   obsdate |    mag | e_mag |    magsys |  filter | depth_5sig |  zp |    observatory | detected | A_filter |
| 59529.814 | 16.268 |  0.02 |        AB |       r |        nan | nan |   LasCumbres1m |     True |   -0.172 |
| 59529.816 | 16.248 |  0.02 |        AB |       r |        nan | nan |   LasCumbres1m |     True |   -0.172 |
| 59529.817 | 16.722 |  0.04 |        AB |       i |        nan | nan |   LasCumbres1m |     True |   -0.123 |
| 59529.819 | 16.622 |  0.03 |        AB |       i |        nan | nan |   LasCumbres1m |     True |   -0.123 |
| 59530.053 |  16.21 |  0.01 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59530.099 |  16.16 |  0.01 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59530.124 |   16.2 |  0.01 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59530.137 |  16.19 |  0.01 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59530.157 |   16.1 |  0.01 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59530.165 |  16.24 |  0.02 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59530.225 |  16.13 |  0.01 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59530.226 |  16.07 |  0.01 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59530.506 |   15.9 |  0.02 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59530.518 |  15.97 |  0.02 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59530.543 |  15.94 |  0.02 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59530.555 |  18.61 |  0.25 |        AB |    UVW1 |        nan | nan |          Swift |     True |      0.0 |
| 59530.557 |  16.95 |   0.1 |        AB |     U_S |        nan | nan |          Swift |     True |      0.0 |
| 59530.558 |   16.5 |  0.06 |        AB |     B_S |        nan | nan |          Swift |     True |      0.0 |
| 59530.559 |   19.7 | 100.0 |        AB |    UVW2 |        nan | nan |          Swift |     True |      0.0 |
| 59530.562 |  15.83 |  0.07 |        AB |     V_S |        nan | nan |          Swift |     True |      0.0 |
| 59530.563 |  19.95 | 100.0 |        AB |    UVM2 |        nan | nan |          Swift |     True |      0.0 |
| 59530.632 |  15.88 |  0.02 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59530.643 |  15.85 |  0.02 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
|   59530.8 | 16.786 |  0.03 |        AB |       U |        nan | nan |   LasCumbres1m |     True |   -0.387 |
| 59530.804 | 16.806 |  0.03 |        AB |       U |        nan | nan |   LasCumbres1m |     True |   -0.387 |
| 59530.806 |  15.79 |  0.01 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59530.808 | 15.882 |  0.02 |        AB |       B |        nan | nan |   LasCumbres1m |     True |   -0.325 |
| 59530.811 | 15.892 |  0.02 |        AB |       B |        nan | nan |   LasCumbres1m |     True |   -0.325 |
| 59530.813 | 15.517 |  0.02 |        AB |       V |        nan | nan |   LasCumbres1m |     True |   -0.219 |
| 59530.815 | 15.527 |  0.02 |        AB |       V |        nan | nan |   LasCumbres1m |     True |   -0.219 |
| 59530.817 | 15.598 |  0.02 |        AB |       g |        nan | nan |   LasCumbres1m |     True |   -0.274 |
|  59530.82 | 15.598 |  0.02 |        AB |       g |        nan | nan |   LasCumbres1m |     True |   -0.274 |
| 59530.822 | 15.488 |  0.02 |        AB |       r |        nan | nan |   LasCumbres1m |     True |   -0.172 |
| 59530.824 | 15.478 |  0.01 |        AB |       r |        nan | nan |   LasCumbres1m |     True |   -0.172 |
| 59530.826 | 15.982 |  0.02 |        AB |       i |        nan | nan |   LasCumbres1m |     True |   -0.123 |
| 59530.828 | 16.042 |  0.02 |        AB |       i |        nan | nan |   LasCumbres1m |     True |   -0.123 |
| 59531.154 |  15.52 |  0.01 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
|  59531.28 |  15.46 |   0.0 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59531.286 |  18.17 |  0.18 |        AB |    UVW1 |        nan | nan |          Swift |     True |      0.0 |
| 59531.288 |  16.74 |  0.09 |        AB |     U_S |        nan | nan |          Swift |     True |      0.0 |
| 59531.289 |  16.06 |  0.06 |        AB |     B_S |        nan | nan |          Swift |     True |      0.0 |
|  59531.29 |  19.67 | 100.0 |        AB |    UVW2 |        nan | nan |          Swift |     True |      0.0 |
| 59531.294 |  15.43 |  0.06 |        AB |     V_S |        nan | nan |          Swift |     True |      0.0 |
| 59531.295 |  20.17 | 100.0 |        AB |    UVM2 |        nan | nan |          Swift |     True |      0.0 |
| 59531.522 |  15.36 |  0.01 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59531.621 | 16.336 |  0.02 |        AB |       U |        nan | nan |   LasCumbres1m |     True |   -0.387 |
| 59531.621 | 15.352 |  0.04 |        AB |       B |        nan | nan | LasCumbres0.4m |     True |   -0.325 |
| 59531.623 | 15.282 |  0.04 |        AB |       B |        nan | nan | LasCumbres0.4m |     True |   -0.325 |
| 59531.624 | 16.346 |  0.02 |        AB |       U |        nan | nan |   LasCumbres1m |     True |   -0.387 |
| 59531.626 | 14.957 |  0.03 |        AB |       V |        nan | nan | LasCumbres0.4m |     True |   -0.219 |
| 59531.626 |  15.28 |  0.01 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59531.627 | 14.957 |  0.03 |        AB |       V |        nan | nan | LasCumbres0.4m |     True |   -0.219 |
| 59531.628 | 15.432 |  0.01 |        AB |       B |        nan | nan |   LasCumbres1m |     True |   -0.325 |
| 59531.629 | 15.058 |  0.02 |        AB |       g |        nan | nan | LasCumbres0.4m |     True |   -0.274 |
| 59531.631 | 15.422 |  0.01 |        AB |       B |        nan | nan |   LasCumbres1m |     True |   -0.325 |
| 59531.632 | 15.058 |  0.03 |        AB |       g |        nan | nan | LasCumbres0.4m |     True |   -0.274 |
| 59531.634 | 15.007 |  0.01 |        AB |       V |        nan | nan |   LasCumbres1m |     True |   -0.219 |
| 59531.634 | 14.918 |  0.02 |        AB |       r |        nan | nan | LasCumbres0.4m |     True |   -0.172 |
| 59531.635 | 14.997 |  0.01 |        AB |       V |        nan | nan |   LasCumbres1m |     True |   -0.219 |
| 59531.636 | 14.938 |  0.03 |        AB |       r |        nan | nan | LasCumbres0.4m |     True |   -0.172 |
| 59531.637 | 15.402 |  0.05 |        AB |       i |        nan | nan | LasCumbres0.4m |     True |   -0.123 |
| 59531.637 | 15.148 |  0.01 |        AB |       g |        nan | nan |   LasCumbres1m |     True |   -0.274 |
| 59531.639 | 15.442 |  0.05 |        AB |       i |        nan | nan | LasCumbres0.4m |     True |   -0.123 |
|  59531.64 | 15.148 |  0.01 |        AB |       g |        nan | nan |   LasCumbres1m |     True |   -0.274 |
| 59531.643 | 14.978 |  0.01 |        AB |       r |        nan | nan |   LasCumbres1m |     True |   -0.172 |
| 59531.645 | 14.968 |  0.01 |        AB |       r |        nan | nan |   LasCumbres1m |     True |   -0.172 |
| 59531.647 | 15.532 |  0.02 |        AB |       i |        nan | nan |   LasCumbres1m |     True |   -0.123 |
| 59531.648 | 15.542 |  0.02 |        AB |       i |        nan | nan |   LasCumbres1m |     True |   -0.123 |
| 59531.649 | 16.306 |  0.02 |        AB |       U |        nan | nan |   LasCumbres1m |     True |   -0.387 |
| 59531.653 | 16.266 |  0.02 |        AB |       U |        nan | nan |   LasCumbres1m |     True |   -0.387 |
| 59531.657 | 15.402 |  0.02 |        AB |       B |        nan | nan |   LasCumbres1m |     True |   -0.325 |
|  59531.66 | 15.362 |  0.02 |        AB |       B |        nan | nan |   LasCumbres1m |     True |   -0.325 |
| 59531.663 | 14.977 |  0.02 |        AB |       V |        nan | nan |   LasCumbres1m |     True |   -0.219 |
| 59531.664 | 14.977 |  0.01 |        AB |       V |        nan | nan |   LasCumbres1m |     True |   -0.219 |
| 59531.666 | 15.128 |  0.01 |        AB |       g |        nan | nan |   LasCumbres1m |     True |   -0.274 |
| 59531.669 | 15.118 |  0.01 |        AB |       g |        nan | nan |   LasCumbres1m |     True |   -0.274 |
| 59531.672 | 14.948 |  0.01 |        AB |       r |        nan | nan |   LasCumbres1m |     True |   -0.172 |
| 59531.673 | 14.948 |  0.01 |        AB |       r |        nan | nan |   LasCumbres1m |     True |   -0.172 |
| 59531.675 | 15.492 |  0.02 |        AB |       i |        nan | nan |   LasCumbres1m |     True |   -0.123 |
| 59531.677 |  15.29 |  0.01 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59531.677 | 15.512 |  0.02 |        AB |       i |        nan | nan |   LasCumbres1m |     True |   -0.123 |
| 59531.788 |  15.17 |  0.01 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59532.012 |  15.05 |  0.01 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59532.063 |  15.05 |  0.01 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59532.083 |  17.68 |  0.09 |        AB |    UVW1 |        nan | nan |          Swift |     True |      0.0 |
| 59532.084 |  16.09 |  0.05 |        AB |     U_S |        nan | nan |          Swift |     True |      0.0 |
| 59532.085 |  15.24 |  0.04 |        AB |     B_S |        nan | nan |          Swift |     True |      0.0 |
| 59532.086 |  18.95 |  0.15 |        AB |    UVW2 |        nan | nan |          Swift |     True |      0.0 |
|  59532.09 |  14.67 |  0.04 |        AB |     V_S |        nan | nan |          Swift |     True |      0.0 |
| 59532.091 |  20.42 | 100.0 |        AB |    UVM2 |        nan | nan |          Swift |     True |      0.0 |
| 59532.107 |  15.04 |  0.01 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59532.126 |   14.9 |   0.0 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59532.171 |  14.96 |  0.01 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59532.251 |  14.86 |   0.0 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59532.329 |  14.82 |   0.0 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59532.483 | 15.766 |  0.02 |        AB |       U |        nan | nan |   LasCumbres1m |     True |   -0.387 |
| 59532.487 | 15.776 |  0.02 |        AB |       U |        nan | nan |   LasCumbres1m |     True |   -0.387 |
| 59532.491 | 14.792 |  0.01 |        AB |       B |        nan | nan |   LasCumbres1m |     True |   -0.325 |
| 59532.493 | 14.782 |  0.01 |        AB |       B |        nan | nan |   LasCumbres1m |     True |   -0.325 |
| 59532.496 | 14.527 |  0.01 |        AB |       V |        nan | nan |   LasCumbres1m |     True |   -0.219 |
| 59532.498 | 14.527 |  0.01 |        AB |       V |        nan | nan |   LasCumbres1m |     True |   -0.219 |
|   59532.5 | 14.558 |  0.01 |        AB |       g |        nan | nan |   LasCumbres1m |     True |   -0.274 |
| 59532.502 | 14.548 |  0.01 |        AB |       g |        nan | nan |   LasCumbres1m |     True |   -0.274 |
| 59532.505 | 14.508 |  0.01 |        AB |       r |        nan | nan |   LasCumbres1m |     True |   -0.172 |
| 59532.507 | 14.508 |  0.01 |        AB |       r |        nan | nan |   LasCumbres1m |     True |   -0.172 |
| 59532.509 | 15.052 |  0.01 |        AB |       i |        nan | nan |   LasCumbres1m |     True |   -0.123 |
| 59532.511 | 15.052 |  0.01 |        AB |       i |        nan | nan |   LasCumbres1m |     True |   -0.123 |
| 59532.628 | 14.812 |  0.04 |        AB |       B |        nan | nan | LasCumbres0.4m |     True |   -0.325 |
|  59532.63 | 14.782 |  0.04 |        AB |       B |        nan | nan | LasCumbres0.4m |     True |   -0.325 |
| 59532.633 | 14.467 |  0.03 |        AB |       V |        nan | nan | LasCumbres0.4m |     True |   -0.219 |
| 59532.634 | 14.457 |  0.03 |        AB |       V |        nan | nan | LasCumbres0.4m |     True |   -0.219 |
| 59532.636 | 14.548 |  0.03 |        AB |       g |        nan | nan | LasCumbres0.4m |     True |   -0.274 |
| 59532.639 | 14.528 |  0.03 |        AB |       g |        nan | nan | LasCumbres0.4m |     True |   -0.274 |
| 59532.641 | 14.398 |  0.03 |        AB |       r |        nan | nan | LasCumbres0.4m |     True |   -0.172 |
| 59532.643 | 14.458 |  0.03 |        AB |       r |        nan | nan | LasCumbres0.4m |     True |   -0.172 |
| 59532.645 | 14.952 |  0.05 |        AB |       i |        nan | nan | LasCumbres0.4m |     True |   -0.123 |
| 59532.646 | 14.942 |  0.05 |        AB |       i |        nan | nan | LasCumbres0.4m |     True |   -0.123 |
| 59532.805 |   14.6 |   0.0 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59532.806 | 15.586 |  0.02 |        AB |       U |        nan | nan |   LasCumbres1m |     True |   -0.387 |
| 59532.809 | 15.526 |  0.02 |        AB |       U |        nan | nan |   LasCumbres1m |     True |   -0.387 |
| 59532.812 | 14.502 |  0.01 |        AB |       B |        nan | nan |   LasCumbres1m |     True |   -0.325 |
| 59532.814 | 14.502 |  0.02 |        AB |       B |        nan | nan |   LasCumbres1m |     True |   -0.325 |
| 59532.815 | 14.387 |  0.01 |        AB |       V |        nan | nan |   LasCumbres1m |     True |   -0.219 |
| 59532.817 | 14.367 |  0.01 |        AB |       V |        nan | nan |   LasCumbres1m |     True |   -0.219 |
| 59532.818 | 14.348 |  0.01 |        AB |       g |        nan | nan |   LasCumbres1m |     True |   -0.274 |
|  59532.82 | 14.328 |  0.01 |        AB |       g |        nan | nan |   LasCumbres1m |     True |   -0.274 |
| 59532.822 | 14.348 |  0.01 |        AB |       r |        nan | nan |   LasCumbres1m |     True |   -0.172 |
| 59532.823 | 14.348 |  0.01 |        AB |       r |        nan | nan |   LasCumbres1m |     True |   -0.172 |
| 59532.825 | 14.932 |  0.01 |        AB |       i |        nan | nan |   LasCumbres1m |     True |   -0.123 |
| 59532.826 | 14.912 |  0.01 |        AB |       i |        nan | nan |   LasCumbres1m |     True |   -0.123 |
| 59533.014 |  14.53 |   0.0 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
|  59533.05 |  14.48 |  0.01 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59533.103 |  14.45 |   0.0 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
|  59533.14 |  14.42 |   0.0 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59533.345 |  17.05 |  0.07 |        AB |    UVW1 |        nan | nan |          Swift |     True |      0.0 |
| 59533.347 |  15.39 |  0.05 |        AB |     U_S |        nan | nan |          Swift |     True |      0.0 |
| 59533.348 |  14.57 |  0.04 |        AB |     B_S |        nan | nan |          Swift |     True |      0.0 |
| 59533.349 |  18.22 |  0.11 |        AB |    UVW2 |        nan | nan |          Swift |     True |      0.0 |
| 59533.353 |  14.21 |  0.04 |        AB |     V_S |        nan | nan |          Swift |     True |      0.0 |
| 59533.354 |   20.3 | 100.0 |        AB |    UVM2 |        nan | nan |          Swift |     True |      0.0 |
| 59533.423 | 15.126 |  0.02 |        AB |       U |        nan | nan |   LasCumbres1m |     True |   -0.387 |
| 59533.426 | 15.076 |  0.03 |        AB |       U |        nan | nan |   LasCumbres1m |     True |   -0.387 |
| 59533.429 | 14.142 |  0.01 |        AB |       B |        nan | nan |   LasCumbres1m |     True |   -0.325 |
| 59533.431 | 14.132 |  0.01 |        AB |       B |        nan | nan |   LasCumbres1m |     True |   -0.325 |
| 59533.432 | 14.067 |  0.01 |        AB |       V |        nan | nan |   LasCumbres1m |     True |   -0.219 |
| 59533.434 | 14.067 |  0.01 |        AB |       V |        nan | nan |   LasCumbres1m |     True |   -0.219 |
| 59533.435 | 13.998 |  0.01 |        AB |       g |        nan | nan |   LasCumbres1m |     True |   -0.274 |
| 59533.437 | 13.998 |  0.01 |        AB |       g |        nan | nan |   LasCumbres1m |     True |   -0.274 |
| 59533.439 | 14.058 |  0.01 |        AB |       r |        nan | nan |   LasCumbres1m |     True |   -0.172 |
|  59533.44 | 14.068 |  0.01 |        AB |       r |        nan | nan |   LasCumbres1m |     True |   -0.172 |
| 59533.442 | 14.582 |  0.01 |        AB |       i |        nan | nan |   LasCumbres1m |     True |   -0.123 |
| 59533.443 | 14.602 |  0.01 |        AB |       i |        nan | nan |   LasCumbres1m |     True |   -0.123 |
|  59533.51 |  14.29 |  0.01 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59533.536 |  14.23 |   0.0 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59533.635 | 14.012 |  0.03 |        AB |       B |        nan | nan | LasCumbres0.4m |     True |   -0.325 |
| 59533.637 | 14.032 |  0.02 |        AB |       B |        nan | nan | LasCumbres0.4m |     True |   -0.325 |
|  59533.64 | 13.917 |  0.02 |        AB |       V |        nan | nan | LasCumbres0.4m |     True |   -0.219 |
| 59533.641 | 13.927 |  0.02 |        AB |       V |        nan | nan | LasCumbres0.4m |     True |   -0.219 |
| 59533.651 | 14.462 |  0.04 |        AB |       i |        nan | nan | LasCumbres0.4m |     True |   -0.123 |
| 59533.653 | 14.462 |  0.03 |        AB |       i |        nan | nan | LasCumbres0.4m |     True |   -0.123 |
| 59533.782 | 14.816 |  0.02 |        AB |       U |        nan | nan |   LasCumbres1m |     True |   -0.387 |
| 59533.784 | 14.796 |  0.02 |        AB |       U |        nan | nan |   LasCumbres1m |     True |   -0.387 |
| 59533.787 | 13.842 |  0.01 |        AB |       B |        nan | nan |   LasCumbres1m |     True |   -0.325 |
| 59533.789 | 13.852 |  0.01 |        AB |       B |        nan | nan |   LasCumbres1m |     True |   -0.325 |
| 59533.791 | 13.917 |  0.01 |        AB |       V |        nan | nan |   LasCumbres1m |     True |   -0.219 |
| 59533.792 | 13.917 |  0.01 |        AB |       V |        nan | nan |   LasCumbres1m |     True |   -0.219 |
| 59533.794 | 13.768 |  0.01 |        AB |       g |        nan | nan |   LasCumbres1m |     True |   -0.274 |
| 59533.795 | 13.768 |  0.01 |        AB |       g |        nan | nan |   LasCumbres1m |     True |   -0.274 |
| 59533.797 | 13.898 |  0.01 |        AB |       r |        nan | nan |   LasCumbres1m |     True |   -0.172 |
| 59533.799 | 13.898 |  0.01 |        AB |       r |        nan | nan |   LasCumbres1m |     True |   -0.172 |
| 59533.801 | 14.442 |  0.01 |        AB |       i |        nan | nan |   LasCumbres1m |     True |   -0.123 |
| 59534.046 |  14.07 |  0.01 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59534.093 |  14.03 |  0.01 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59534.421 | 14.306 |  0.02 |        AB |       U |        nan | nan |   LasCumbres1m |     True |   -0.387 |
| 59534.424 | 14.306 |  0.02 |        AB |       U |        nan | nan |   LasCumbres1m |     True |   -0.387 |
| 59534.427 | 13.552 |  0.01 |        AB |       B |        nan | nan |   LasCumbres1m |     True |   -0.325 |
| 59534.429 | 13.562 |  0.01 |        AB |       B |        nan | nan |   LasCumbres1m |     True |   -0.325 |
|  59534.43 | 13.657 |  0.01 |        AB |       V |        nan | nan |   LasCumbres1m |     True |   -0.219 |
| 59534.432 | 13.657 |  0.01 |        AB |       V |        nan | nan |   LasCumbres1m |     True |   -0.219 |
| 59534.433 | 13.498 |  0.01 |        AB |       g |        nan | nan |   LasCumbres1m |     True |   -0.274 |
| 59534.435 | 13.508 |  0.01 |        AB |       g |        nan | nan |   LasCumbres1m |     True |   -0.274 |
| 59534.437 | 13.628 |  0.01 |        AB |       r |        nan | nan |   LasCumbres1m |     True |   -0.172 |
| 59534.438 | 13.628 |  0.01 |        AB |       r |        nan | nan |   LasCumbres1m |     True |   -0.172 |
|  59534.44 | 14.142 |  0.01 |        AB |       i |        nan | nan |   LasCumbres1m |     True |   -0.123 |
| 59534.441 | 14.142 |  0.01 |        AB |       i |        nan | nan |   LasCumbres1m |     True |   -0.123 |
| 59534.519 |   13.8 |   0.0 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59534.641 | 13.502 |  0.04 |        AB |       B |        nan | nan | LasCumbres0.4m |     True |   -0.325 |
| 59534.644 | 13.492 |  0.02 |        AB |       B |        nan | nan | LasCumbres0.4m |     True |   -0.325 |
| 59534.647 | 13.497 |  0.02 |        AB |       V |        nan | nan | LasCumbres0.4m |     True |   -0.219 |
| 59534.648 | 13.527 |  0.02 |        AB |       V |        nan | nan | LasCumbres0.4m |     True |   -0.219 |
|  59534.65 | 13.458 |  0.02 |        AB |       g |        nan | nan | LasCumbres0.4m |     True |   -0.274 |
| 59534.652 | 13.468 |  0.02 |        AB |       g |        nan | nan | LasCumbres0.4m |     True |   -0.274 |
| 59534.655 | 13.528 |  0.02 |        AB |       r |        nan | nan | LasCumbres0.4m |     True |   -0.172 |
| 59534.657 | 13.508 |  0.02 |        AB |       r |        nan | nan | LasCumbres0.4m |     True |   -0.172 |
| 59534.658 | 13.922 |  0.02 |        AB |       i |        nan | nan | LasCumbres0.4m |     True |   -0.123 |
|  59534.66 | 13.992 |  0.03 |        AB |       i |        nan | nan | LasCumbres0.4m |     True |   -0.123 |
| 59534.815 | 14.186 |  0.02 |        AB |       U |        nan | nan |   LasCumbres1m |     True |   -0.387 |
| 59534.817 | 14.206 |  0.02 |        AB |       U |        nan | nan |   LasCumbres1m |     True |   -0.387 |
| 59534.819 | 13.282 |  0.01 |        AB |       B |        nan | nan |   LasCumbres1m |     True |   -0.325 |
|  59534.82 | 13.292 |  0.01 |        AB |       B |        nan | nan |   LasCumbres1m |     True |   -0.325 |
| 59534.821 | 13.527 |  0.01 |        AB |       V |        nan | nan |   LasCumbres1m |     True |   -0.219 |
| 59534.822 | 13.527 |  0.01 |        AB |       V |        nan | nan |   LasCumbres1m |     True |   -0.219 |
| 59534.824 | 13.288 |  0.01 |        AB |       g |        nan | nan |   LasCumbres1m |     True |   -0.274 |
| 59534.825 | 13.288 |  0.01 |        AB |       g |        nan | nan |   LasCumbres1m |     True |   -0.274 |
| 59534.827 | 13.478 |  0.01 |        AB |       r |        nan | nan |   LasCumbres1m |     True |   -0.172 |
| 59534.828 | 13.478 |  0.01 |        AB |       r |        nan | nan |   LasCumbres1m |     True |   -0.172 |
| 59534.829 | 14.022 |  0.01 |        AB |       i |        nan | nan |   LasCumbres1m |     True |   -0.123 |
|  59534.83 | 14.012 |  0.01 |        AB |       i |        nan | nan |   LasCumbres1m |     True |   -0.123 |
| 59535.104 |  13.54 |   0.0 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59535.189 |  13.55 |   0.0 | Undefined | Unfilte |        nan | nan |          DLT40 |     True |      0.0 |
| 59535.481 |  15.66 |  0.06 |        AB |    UVW1 |        nan | nan |          Swift |     True |      0.0 |
| 59535.483 |  13.91 |  0.05 |        AB |     U_S |        nan | nan |          Swift |     True |      0.0 |
| 59535.484 |  13.48 |  0.04 |        AB |     B_S |        nan | nan |          Swift |     True |      0.0 |
| 59535.485 |  16.95 |  0.08 |        AB |    UVW2 |        nan | nan |          Swift |     True |      0.0 |
| 59535.488 |  13.44 |  0.04 |        AB |     V_S |        nan | nan |          Swift |     True |      0.0 |
| 59535.489 |  19.64 |   0.3 |        AB |    UVM2 |        nan | nan |          Swift |     True |      0.0 |
| 59535.669 | 13.068 |  0.02 |        AB |       g |        nan | nan | LasCumbres0.4m |     True |   -0.274 |
| 59535.672 | 13.078 |  0.02 |        AB |       g |        nan | nan | LasCumbres0.4m |     True |   -0.274 |
| 59535.678 | 13.652 |  0.02 |        AB |       i |        nan | nan | LasCumbres0.4m |     True |   -0.123 |
| 59535.679 | 13.642 |  0.02 |        AB |       i |        nan | nan | LasCumbres0.4m |     True |   -0.123 |
