|            obsdate |                mag |                e_mag | magsys | filter | depth_5sig |     zp | observatory | detected |
|  59502.25601010118 |                    |                      |     AB |      r |     19.453 | 19.453 |      RASA36 |    False |
|  59505.22958333418 |                    |                      |     AB |      r |     19.017 | 19.017 |      RASA36 |    False |
|  59507.22074999986 |                    |                      |     AB |      r |     18.442 | 18.442 |      RASA36 |    False |
|  59508.22450000001 |                    |                      |     AB |      r |     18.755 | 18.755 |      RASA36 |    False |
|  59509.23400000017 |                    |                      |     AB |      r |     19.185 | 19.185 |      RASA36 |    False |
|  59511.27583333291 |                    |                      |     AB |      r |     19.337 | 19.337 |      RASA36 |    False |
|  59513.20033333311 |                    |                      |     AB |      r |     19.189 | 19.189 |      RASA36 |    False |
|  59514.26049999986 |                    |                      |     AB |      r |      19.57 |  19.57 |      RASA36 |    False |
|  59532.20241666678 | 14.859550000000002 |  0.02685577963865507 |     AB |      r |     19.313 | 19.313 |      RASA36 |     True |
|  59533.15154545382 |           14.43699 | 0.022292619855010312 |     AB |      r |     18.831 | 18.831 |      RASA36 |     True |
| 59535.142500000075 |           13.56642 |  0.01500953363699219 |     AB |      r |     18.916 | 18.916 |      RASA36 |     True |
| 59536.157500000205 | 13.226080000000001 | 0.013016819888129359 |     AB |      r |     18.836 | 18.836 |      RASA36 |     True |
|  59539.27408333309 | 12.624439999999998 | 0.009847842403288143 |     AB |      r |     19.108 | 19.108 |      RASA36 |     True |
|  59540.25691666687 | 12.529549999999999 |  0.00936683511117816 |     AB |      r |     19.257 | 19.257 |      RASA36 |     True |
|  59544.22649999987 |           12.27623 | 0.008386751456911073 |     AB |      r |     19.554 | 19.554 |      RASA36 |     True |
| 59576.199583332986 | 13.062039999999998 | 0.009861967349367975 |     AB |      r |     19.986 | 19.986 |      RASA36 |     True |
| 59577.254166666884 |           13.06278 | 0.009652673204869209 |     AB |      r |     19.833 | 19.833 |      RASA36 |     True |
|   59584.3027499998 | 13.489880000000001 |  0.01198801484817232 |     AB |      r |     19.202 | 19.202 |      RASA36 |     True |
| 59585.256750000175 | 13.547520000000002 |  0.01218538468822384 |     AB |      r |     19.425 | 19.425 |      RASA36 |     True |
|  59586.23455555597 | 13.592709999999999 | 0.012520099839857508 |     AB |      r |      20.19 |  20.19 |      RASA36 |     True |
|  59587.21950000012 | 13.622089999999998 | 0.012805451963909746 |     AB |      r |     20.156 | 20.156 |      RASA36 |     True |
|  59588.15705555491 |           13.65875 |  0.01499218463066674 |     AB |      r |     19.602 | 19.602 |      RASA36 |     True |
|  59589.15706666699 |           13.72357 |   0.0136194713553794 |     AB |      r |      19.85 |  19.85 |      RASA36 |     True |
| 59592.187533332966 | 13.866599999999998 |  0.01471800258187231 |     AB |      r |     19.525 | 19.525 |      RASA36 |     True |
|  59593.20599999977 |           13.91269 |  0.02238250209426998 |     AB |      r |     17.884 | 17.884 |      RASA36 |     True |
| 59594.227455554996 |           13.94186 | 0.024091699815496623 |     AB |      r |     17.328 | 17.328 |      RASA36 |     True |
|  59596.20599999977 |            14.1021 | 0.027381418882154375 |     AB |      r |      17.83 |  17.83 |      RASA36 |     True |
|  59597.20633333316 | 14.047619999999998 | 0.016100931650062985 |     AB |      r |     18.987 | 18.987 |      RASA36 |     True |
|  59599.19466666598 |           14.10562 |  0.01650178475195941 |     AB |      r |     19.281 | 19.281 |      RASA36 |     True |
|  59601.17091666721 | 14.184950000000002 |  0.01660903368652132 |     AB |      r |     19.635 | 19.635 |      RASA36 |     True |
|  59602.19249999989 | 14.119840000000002 | 0.027303926457562838 |     AB |      r |     16.795 | 16.795 |      RASA36 |     True |
| 59603.160916666966 |           14.22727 |  0.01719658105554706 |     AB |      r |     19.921 | 19.921 |      RASA36 |     True |
| 59605.144916666206 |           14.31992 | 0.017712145550440806 |     AB |      r |     19.831 | 19.831 |      RASA36 |     True |
|  59606.13441666681 | 14.383539999999998 | 0.018319609711999873 |     AB |      r |      19.77 |  19.77 |      RASA36 |     True |
|  59607.12974999985 |           14.37026 | 0.018291771374035922 |     AB |      r |     19.814 | 19.814 |      RASA36 |     True |
| 59610.164701967966 | 14.452980000000002 | 0.019474342094150447 |     AB |      r |     19.776 | 19.776 |      RASA36 |     True |
|  59611.17533333413 | 14.465150000000001 | 0.020168430776835364 |     AB |      r |     19.789 | 19.789 |      RASA36 |     True |
|   59613.1183333341 | 14.538210000000001 | 0.020184043202490426 |     AB |      r |     19.858 | 19.858 |      RASA36 |     True |
|  59614.13016666705 |           14.57292 | 0.020682903567922954 |     AB |      r |     19.818 | 19.818 |      RASA36 |     True |
| 59616.131454546005 | 14.629619999999997 | 0.020969837862987877 |     AB |      r |     19.823 | 19.823 |      RASA36 |     True |
|  59617.08900000015 | 14.640569999999999 | 0.022325601895581672 |     AB |      r |     19.819 | 19.819 |      RASA36 |     True |
| 59619.106000000145 |           14.73226 |  0.02198010236554871 |     AB |      r |     19.771 | 19.771 |      RASA36 |     True |
|   59620.1235833331 | 14.758750000000001 | 0.022466706478698653 |     AB |      r |     19.672 | 19.672 |      RASA36 |     True |
|  59621.11005922081 | 14.831510000000002 |  0.03346848667029927 |     AB |      r |     18.514 | 18.514 |      RASA36 |     True |
|  59624.10141666699 |           14.89548 | 0.025172566416636982 |     AB |      r |     19.234 | 19.234 |      RASA36 |     True |
|  59625.13775000023 |           14.91633 | 0.026764829534297433 |     AB |      r |     19.031 | 19.031 |      RASA36 |     True |
|  59627.10466666706 | 14.975279999999998 |   0.0250668885185218 |     AB |      r |     19.102 | 19.102 |      RASA36 |     True |
|  59631.09316666704 | 15.114920000000001 | 0.027553114161560758 |     AB |      r |     19.637 | 19.637 |      RASA36 |     True |
|    59634.081166666 | 15.233910000000002 | 0.032301263133196506 |     AB |      r |     19.511 | 19.511 |      RASA36 |     True |
|  59636.12666666601 |           15.26736 | 0.029447392074681247 |     AB |      r |     19.748 | 19.748 |      RASA36 |     True |
| 59638.074333333876 | 15.321840000000002 |  0.03131293662370235 |     AB |      r |     19.717 | 19.717 |      RASA36 |     True |
|  59639.07175000012 |           15.39396 |  0.03157009502678128 |     AB |      r |      19.77 |  19.77 |      RASA36 |     True |
|  59640.06858333293 | 15.410319999999999 | 0.031550251979976324 |     AB |      r |     19.675 | 19.675 |      RASA36 |     True |
|  59642.06325000012 | 15.472840000000001 | 0.033203764846776035 |     AB |      r |     19.694 | 19.694 |      RASA36 |     True |
|   59645.0517500001 |           15.53232 |  0.03460915485821634 |     AB |      r |      19.67 |  19.67 |      RASA36 |     True |
