|            obsdate |                mag |                e_mag | magsys | filter | depth_5sig |     zp | observatory | detected |
|  59534.62732600281 | 13.681000000000001 | 0.011345576230408045 |     AB |      g |     19.725 | 19.725 |        LSGT |     True |
| 59577.552333333064 |            13.9836 | 0.011251262151421058 |     AB |      g |     20.938 | 20.938 |        LSGT |     True |
|  59578.56199999899 |            14.0468 |  0.01140043858805441 |     AB |      g |     20.351 | 20.351 |        LSGT |     True |
| 59581.638666667044 |            14.2493 | 0.011830980517269059 |     AB |      g |      20.72 |  20.72 |        LSGT |     True |
| 59592.451666667126 | 14.638399999999999 | 0.011894120396229392 |     AB |      g |     19.593 | 19.593 |        LSGT |     True |
|  59593.45599999977 | 14.659600000000001 | 0.012884486796143648 |     AB |      g |      20.04 |  20.04 |        LSGT |     True |
|  59599.50766666699 |            14.7712 |  0.01357280000589414 |     AB |      g |     19.708 | 19.708 |        LSGT |     True |
|  59601.50733333314 | 14.792550000000002 | 0.013999157117483896 |     AB |      g |     20.086 | 20.086 |        LSGT |     True |
|  59602.51500000013 |           14.80235 | 0.012548007810007132 |     AB |      g |      20.45 |  20.45 |        LSGT |     True |
|  59617.45599999977 | 15.037450000000002 | 0.011633211078631727 |     AB |      g |     20.581 | 20.581 |        LSGT |     True |
|  59619.45466666715 |           15.06185 | 0.015415239213194196 |     AB |      g |     20.394 | 20.394 |        LSGT |     True |
| 59620.441999999806 |            15.0824 | 0.017057268245530995 |     AB |      g |     18.265 | 18.265 |        LSGT |     True |
| 59622.442333333194 | 15.103200000000001 |  0.01489597261007149 |     AB |      g |      19.74 |  19.74 |        LSGT |     True |
|  59623.43899999978 | 15.115699999999999 | 0.013851747182214958 |     AB |      g |     19.653 | 19.653 |        LSGT |     True |
|  59626.53133333288 | 15.190800000000001 | 0.015151884371258908 |     AB |      g |     18.463 | 18.463 |        LSGT |     True |
|   59651.5410000002 |            15.5514 | 0.015482444897366823 |     AB |      g |     18.688 | 18.688 |        LSGT |     True |
|  59652.50900000008 | 15.559199999999999 | 0.014344647085237057 |     AB |      g |     18.979 | 18.979 |        LSGT |     True |
|  59653.49466666579 |             15.573 | 0.015429274124209472 |     AB |      g |     18.846 | 18.846 |        LSGT |     True |
|  59657.51800000016 | 15.598099999999999 | 0.019411594473406867 |     AB |      g |     18.166 | 18.166 |        LSGT |     True |
| 59658.450000000186 | 15.640300000000002 | 0.016416893737854307 |     AB |      g |     18.838 | 18.838 |        LSGT |     True |
| 59659.471333332825 |            15.6555 |  0.01460693328525875 |     AB |      g |     19.273 | 19.273 |        LSGT |     True |
|  59670.40599999996 |           15.83835 | 0.014480801082813063 |     AB |      g |     21.125 | 21.125 |        LSGT |     True |
|  59693.36349999998 |           16.19975 | 0.018297857798113965 |     AB |      g |     19.448 | 19.448 |        LSGT |     True |
