recno,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,Field,nobs,mobs,B-V,e_B-V,Vmag,e_Vmag,Bmag,e_Bmag,g_mag,e_g_mag,r_mag,e_r_mag,i_mag,e_i_mag
36755646,64.043567,-55.780030,0.187,0.209,20132348,6,30,0.988,0.024,11.737,0.016,12.725,0.017,12.208,0.027,11.404,0.027,10.910,0.113
36755649,63.996578,-55.771233,0.222,0.164,20132348,6,30,0.462,0.017,12.110,0.015,12.571,0.009,12.282,0.023,12.039,0.020,11.963,0.011
36755650,63.927660,-55.785843,0.522,0.672,20162424,3,10,0.814,0.108,15.965,0.012,16.779,0.108,16.337,0.000,15.661,0.016,15.488,0.099
36755651,63.947843,-55.741313,1.194,0.895,20162424,3,10,0.965,0.084,16.279,0.043,17.243,0.072,16.771,0.022,15.883,0.028,15.569,0.000
36755652,63.996912,-55.732676,1.197,0.907,20162424,4,12,1.132,0.097,15.985,0.000,17.118,0.097,16.608,0.042,15.619,0.047,15.251,0.088
36755653,64.038063,-55.723523,0.564,0.778,20162424,4,16,0.701,0.039,15.723,0.016,16.424,0.036,15.999,0.045,15.572,0.025,15.452,0.023
36755654,63.981630,-55.746750,0.365,0.371,20162424,4,20,0.892,0.046,14.811,0.017,15.704,0.043,15.246,0.033,14.478,0.044,14.160,0.059
36755655,64.111093,-55.745592,0.558,0.395,20132348,5,23,0.626,0.034,13.953,0.019,14.579,0.029,14.210,0.020,13.805,0.017,13.635,0.020
36755656,64.163271,-55.694897,0.348,0.286,20162424,4,19,0.879,0.054,14.896,0.037,15.775,0.039,15.292,0.014,14.625,0.026,14.420,0.041
36755657,64.156424,-55.652698,0.698,0.806,20162424,4,18,0.782,0.071,15.662,0.032,16.445,0.063,16.036,0.074,15.448,0.065,15.232,0.044
36755658,64.064116,-55.721901,0.742,0.620,20162424,4,19,0.560,0.082,15.423,0.054,15.983,0.062,15.679,0.036,15.273,0.032,15.141,0.089
36755659,64.005193,-55.683081,0.510,0.609,20162424,4,25,0.875,0.030,15.524,0.027,16.399,0.014,15.868,0.024,15.242,0.012,15.033,0.047
36755660,64.028439,-55.664314,0.469,0.369,20162424,4,20,0.718,0.034,14.469,0.019,15.187,0.028,14.788,0.013,14.315,0.050,14.113,0.033
36755661,64.089510,-55.624144,0.976,0.669,20162424,3,13,0.985,0.202,15.882,0.081,16.867,0.185,16.277,0.050,15.588,0.096,15.209,0.000
36755662,64.053050,-55.606060,0.162,0.145,20132348,6,30,1.071,0.022,11.676,0.009,12.747,0.020,12.171,0.020,11.324,0.039,10.967,0.018
36755663,63.837791,-55.720886,0.408,0.371,20162424,4,25,0.647,0.033,14.969,0.012,15.616,0.030,15.247,0.011,14.813,0.044,14.700,0.070
36755664,63.914942,-55.688546,0.730,0.529,20162424,4,23,0.725,0.053,15.634,0.025,16.359,0.047,15.949,0.037,15.510,0.049,15.277,0.011
36755665,63.869950,-55.670151,0.398,0.197,20132348,6,29,0.709,0.023,13.568,0.015,14.277,0.018,13.884,0.014,13.393,0.027,13.227,0.020
36755666,63.885445,-55.693964,0.873,0.569,20162424,4,23,0.559,0.110,15.514,0.101,16.073,0.044,15.761,0.054,15.310,0.036,15.153,0.030
36755667,63.806894,-55.677536,0.343,0.424,20132348,5,25,0.744,0.031,13.971,0.013,14.716,0.028,14.291,0.012,13.780,0.039,13.623,0.027
36755668,63.746414,-55.680782,0.655,0.468,20162424,4,24,0.488,0.048,15.063,0.015,15.551,0.045,15.267,0.015,14.919,0.024,14.844,0.042
36755669,63.765590,-55.684431,0.333,0.353,20132348,6,26,0.586,0.028,13.193,0.023,13.779,0.016,13.430,0.010,13.056,0.027,12.930,0.017
36755670,63.769602,-55.680275,0.850,0.781,20162424,3,11,0.761,0.111,14.695,0.037,15.456,0.105,14.979,0.019,14.477,0.017,14.347,0.048
36755673,63.805665,-55.637211,0.244,0.161,20162424,4,20,0.634,0.032,14.230,0.014,14.863,0.029,14.479,0.010,14.059,0.026,13.903,0.039
36755674,63.954407,-55.662174,0.562,0.356,20132348,6,27,0.688,0.028,13.819,0.016,14.507,0.023,14.107,0.019,13.609,0.030,13.468,0.023
36755676,63.935108,-55.615973,0.383,0.808,20162424,4,21,0.841,0.126,15.036,0.046,15.876,0.117,15.336,0.031,14.805,0.030,14.656,0.029
36755677,63.987722,-55.610511,0.677,0.641,20162424,4,18,0.694,0.092,15.665,0.087,16.359,0.029,15.942,0.054,15.494,0.073,15.367,0.016
36755678,63.937918,-55.592256,0.249,0.121,20132348,6,30,0.958,0.024,11.897,0.020,12.855,0.014,12.343,0.023,11.565,0.031,11.096,0.094
36755679,63.965770,-55.581453,0.854,0.567,20162424,4,24,0.661,0.097,15.426,0.094,16.086,0.023,15.732,0.089,15.252,0.030,14.956,0.000
36755680,63.869482,-55.617348,1.106,0.705,20162424,3,13,0.516,0.081,15.881,0.076,16.398,0.028,16.034,0.019,15.776,0.079,16.059,0.000
36755681,63.874210,-55.605598,0.412,0.391,20162424,4,20,0.741,0.042,14.848,0.025,15.589,0.034,15.193,0.019,14.627,0.024,14.427,0.055
36755682,63.883234,-55.625451,0.161,0.089,20132348,6,30,0.895,0.014,10.825,0.012,11.720,0.006,11.238,0.021,10.559,0.017,10.354,0.017
36755683,63.883943,-55.587621,0.245,0.119,20132348,6,35,0.776,0.024,11.955,0.014,12.731,0.019,12.294,0.018,11.699,0.026,11.471,0.019
36755684,63.820424,-55.582581,0.198,0.180,20162424,4,25,0.804,0.162,14.378,0.126,15.182,0.101,14.749,0.147,14.145,0.145,13.905,0.127
36755686,63.832839,-55.597118,0.532,0.672,20162424,4,20,0.685,0.084,15.411,0.038,16.096,0.075,15.693,0.040,15.276,0.055,15.154,0.137
36755687,63.856923,-55.559863,0.253,0.201,20132348,5,28,0.821,0.024,13.621,0.007,14.442,0.023,13.995,0.012,13.359,0.022,13.141,0.030
36755688,63.935412,-55.558935,1.151,1.182,20162424,4,15,1.139,0.120,15.924,0.081,17.062,0.088,16.370,0.013,15.511,0.018,15.380,0.071
36755728,63.513242,-55.920822,0.394,0.396,20132348,6,25,1.268,0.050,13.909,0.031,15.177,0.039,14.535,0.017,13.417,0.034,12.232,0.024
36755729,63.549990,-55.887330,0.845,0.781,20162424,4,15,1.525,0.067,15.899,0.043,17.424,0.051,16.672,0.047,15.359,0.067,14.557,0.053
36755732,63.426392,-55.828543,0.156,0.120,20132348,7,31,0.425,0.019,10.960,0.014,11.385,0.013,11.124,0.010,10.920,0.024,10.832,0.018
36755733,63.407816,-55.805274,0.680,0.867,20162424,4,19,0.900,0.188,15.793,0.032,16.693,0.185,16.203,0.031,15.633,0.048,15.362,0.136
36755734,63.226233,-55.880489,0.730,0.495,20162424,3,11,0.591,0.054,16.060,0.000,16.651,0.054,16.322,0.036,15.890,0.039,15.766,0.106
36755735,63.261857,-55.861059,0.228,0.101,20132348,7,32,0.591,0.025,12.093,0.022,12.684,0.012,12.342,0.011,11.960,0.026,11.830,0.013
36755736,63.297791,-55.848915,0.873,0.808,20162424,5,28,1.000,0.057,15.850,0.043,16.851,0.038,16.334,0.037,15.534,0.017,15.297,0.111
36755740,63.243144,-55.833767,0.798,0.676,20162424,4,19,0.662,0.078,15.983,0.042,16.645,0.066,16.268,0.020,15.777,0.097,15.644,0.026
36755742,63.291448,-55.733865,0.363,0.230,20132348,6,27,0.566,0.039,13.299,0.036,13.865,0.016,13.519,0.022,13.161,0.039,13.026,0.018
36755743,63.240324,-55.693486,1.021,0.761,20162424,3,9,0.640,0.000,16.581,0.000,17.221,0.000,16.726,0.042,16.390,0.098,15.951,0.000
36755803,63.595011,-55.846033,0.568,0.629,20162424,5,39,0.814,0.059,15.202,0.057,16.016,0.016,15.591,0.022,14.976,0.025,14.777,0.060
36755805,63.630263,-55.805243,1.057,0.819,20162424,3,10,1.232,0.136,16.228,0.000,17.460,0.136,16.785,0.020,15.711,0.079,15.389,0.245
36755806,63.654053,-55.776752,0.711,0.563,20162424,4,20,0.695,0.067,15.256,0.040,15.951,0.053,15.562,0.016,15.073,0.048,14.964,0.125
36755807,63.578539,-55.757470,1.207,0.789,20162424,3,9,0.948,0.000,16.510,0.000,17.458,0.000,16.846,0.061,16.269,0.119,15.976,0.000
36755808,63.597890,-55.753077,0.340,0.508,20132348,5,22,0.594,0.043,13.759,0.036,14.353,0.024,14.008,0.016,13.592,0.035,13.436,0.015
36755810,63.450844,-55.779452,0.777,0.897,20162424,4,17,1.118,0.110,16.476,0.008,17.594,0.109,17.007,0.067,15.880,0.098,15.471,0.120
36755811,63.467763,-55.769122,0.630,0.431,20162424,4,20,0.866,0.060,15.379,0.048,16.245,0.036,15.755,0.057,15.098,0.041,14.826,0.115
36755812,63.465560,-55.716092,0.613,0.743,20162424,4,20,0.638,0.100,15.645,0.027,16.283,0.096,15.900,0.033,15.435,0.032,15.334,0.102
36755813,63.505264,-55.701835,0.407,0.452,20162424,4,25,0.678,0.044,14.760,0.043,15.438,0.010,15.043,0.020,14.575,0.053,14.385,0.031
36755814,63.679840,-55.739732,0.994,0.775,20162424,4,15,1.125,0.094,16.021,0.000,17.147,0.094,16.541,0.101,15.700,0.046,15.275,0.086
36755815,63.700709,-55.714084,0.696,0.611,20162424,4,23,0.807,0.106,15.505,0.034,16.313,0.100,15.882,0.032,15.270,0.058,14.984,0.029
36755816,63.707530,-55.675326,0.181,0.168,20132348,6,30,0.582,0.026,11.778,0.018,12.360,0.019,12.017,0.028,11.648,0.021,11.522,0.021
36755817,63.594776,-55.655005,0.311,0.297,20162424,4,20,0.612,0.028,14.373,0.010,14.985,0.026,14.619,0.013,14.266,0.034,14.118,0.036
36755820,63.322976,-55.631023,0.627,0.374,20162424,4,20,0.792,0.068,15.047,0.041,15.839,0.054,15.398,0.026,14.811,0.037,14.627,0.061
36755821,63.310615,-55.606928,0.525,0.342,20162424,4,20,1.252,0.067,14.753,0.026,16.004,0.061,15.381,0.032,14.216,0.034,13.777,0.021
36755822,63.473606,-55.610238,0.304,0.307,20162424,4,20,0.682,0.017,14.063,0.009,14.745,0.014,14.347,0.031,13.879,0.054,13.672,0.014
36755827,63.403433,-55.502002,0.772,0.679,20132348,2,9,0.523,0.084,15.824,0.083,16.348,0.011,16.096,0.008,15.714,0.076,15.475,0.000
36755829,63.741269,-55.594105,0.270,0.343,20162424,4,20,0.984,0.042,14.577,0.023,15.561,0.035,15.047,0.027,14.251,0.048,13.947,0.063
36755831,63.733575,-55.549399,0.966,0.404,20162424,4,25,1.451,0.057,14.888,0.055,16.339,0.015,15.577,0.019,14.269,0.044,13.344,0.005
36755833,63.603573,-55.576929,0.656,0.300,20162424,4,25,0.587,0.041,14.803,0.034,15.390,0.022,15.026,0.013,14.707,0.018,14.570,0.086
36755834,63.679909,-55.566187,0.946,0.723,20162424,4,19,0.524,0.060,15.751,0.020,16.275,0.057,15.981,0.026,15.642,0.053,15.478,0.100
36755835,63.662976,-55.514292,0.685,0.352,20162424,4,30,0.702,0.068,14.810,0.048,15.512,0.047,15.136,0.037,14.616,0.042,14.442,0.021
36755836,63.795628,-55.553668,0.606,0.434,20132348,5,32,0.599,0.067,14.742,0.040,15.342,0.054,15.000,0.013,14.613,0.034,14.438,0.022
36755837,63.790366,-55.537985,0.375,0.301,20162424,4,20,0.609,0.051,14.484,0.017,15.093,0.048,14.736,0.020,14.334,0.043,14.159,0.041
36755838,63.792003,-55.522611,0.602,0.427,20162424,4,25,0.807,0.036,15.054,0.019,15.861,0.030,15.445,0.046,14.816,0.036,14.606,0.044
36755839,63.751526,-55.504974,0.468,0.297,20132348,6,24,0.486,0.017,13.597,0.015,14.083,0.008,13.781,0.024,13.502,0.033,13.375,0.019
36755840,63.826628,-55.528274,0.258,0.291,20132348,6,34,0.510,0.032,13.250,0.024,13.761,0.022,13.451,0.025,13.142,0.036,13.041,0.020
36755841,63.667925,-55.489894,0.850,0.539,20162424,4,19,0.685,0.070,15.530,0.051,16.215,0.048,15.789,0.026,15.343,0.041,15.184,0.026
36755843,63.444502,-55.510247,0.749,0.893,20162424,4,17,0.653,0.080,15.796,0.021,16.448,0.077,16.008,0.027,15.616,0.068,15.560,0.044
36755845,63.415889,-55.459757,0.636,0.445,20162424,4,23,1.487,0.052,15.522,0.031,17.009,0.042,16.205,0.051,14.921,0.020,13.685,0.023
36755846,63.490236,-55.463438,0.641,0.723,20162424,4,16,0.570,0.055,16.139,0.044,16.709,0.033,16.361,0.070,15.922,0.080,15.633,0.017
36755848,63.596158,-55.468161,0.907,0.608,20162424,4,20,0.511,0.068,15.374,0.046,15.885,0.051,15.573,0.029,15.215,0.049,15.218,0.153
36755849,63.631454,-55.480755,0.831,0.674,20162424,4,19,0.748,0.078,15.850,0.062,16.598,0.047,16.207,0.030,15.712,0.101,15.551,0.040
36755850,63.552660,-55.434007,1.098,0.742,20162424,2,7,0.826,0.075,16.139,0.000,16.965,0.075,16.433,0.011,16.042,0.083,15.646,0.000
36755851,63.577894,-55.460824,1.097,0.921,20162424,3,11,0.643,0.066,16.516,0.034,17.159,0.056,16.748,0.036,16.377,0.151,16.309,0.000
36755852,63.580087,-55.403333,0.294,0.296,20132348,6,30,0.481,0.021,12.956,0.017,13.437,0.012,13.150,0.014,12.858,0.019,12.757,0.027
36755853,63.654160,-55.431805,0.587,0.208,20132348,5,33,0.708,0.023,13.496,0.019,14.204,0.013,13.801,0.017,13.282,0.034,13.061,0.032
36755854,63.629658,-55.390223,0.742,0.421,20162424,4,18,1.043,0.124,15.375,0.029,16.418,0.120,15.833,0.022,14.979,0.056,14.657,0.075
36755855,63.630462,-55.375501,0.838,0.454,20162424,4,25,0.961,0.078,15.101,0.046,16.062,0.063,15.500,0.028,14.743,0.061,14.403,0.030
36755856,63.516197,-55.371978,0.521,0.321,20162424,4,26,0.600,0.045,15.073,0.036,15.673,0.026,15.335,0.048,14.902,0.010,14.793,0.064
36755857,63.568890,-55.374733,0.661,0.434,20162424,4,20,0.541,0.065,14.855,0.023,15.396,0.061,15.056,0.010,14.792,0.071,14.623,0.056
36755858,63.514528,-55.355606,0.308,0.219,20162424,4,14,0.680,0.047,14.250,0.032,14.930,0.035,14.539,0.000,14.018,0.028,13.886,0.011
36755859,63.526184,-55.353892,0.243,0.137,20132348,5,21,0.819,0.026,13.269,0.018,14.089,0.019,13.630,0.017,13.022,0.021,12.763,0.023
36755860,63.256337,-55.627147,0.747,0.221,20162424,4,20,0.543,0.057,13.712,0.029,14.255,0.049,13.933,0.038,13.594,0.067,13.469,0.045
36755862,63.259724,-55.603732,0.715,0.452,20162424,4,20,0.913,0.073,15.310,0.044,16.223,0.059,15.766,0.023,14.965,0.049,14.691,0.077
36755863,63.299690,-55.588504,0.389,0.190,20162424,4,25,0.480,0.049,14.189,0.030,14.669,0.039,14.367,0.009,14.049,0.018,13.972,0.029
36755864,63.244720,-55.599056,1.158,0.809,20162424,3,9,0.572,0.110,16.678,0.000,17.250,0.110,16.871,0.073,16.516,0.111,16.478,0.000
36755870,63.370642,-55.490252,0.529,0.591,20162424,4,30,0.721,0.046,15.033,0.031,15.754,0.034,15.374,0.029,14.850,0.069,14.670,0.028
36755872,63.258301,-55.475258,0.576,0.417,20162424,4,25,0.723,0.035,14.412,0.013,15.135,0.033,14.721,0.018,14.164,0.039,13.995,0.039
36755899,63.335328,-55.452413,0.843,0.699,20162424,4,19,0.520,0.132,15.823,0.070,16.343,0.112,15.971,0.033,15.660,0.079,15.615,0.149
36755900,63.400771,-55.400039,0.588,0.782,20162424,4,14,0.612,0.088,15.854,0.021,16.466,0.085,16.132,0.050,15.715,0.096,15.774,0.000
36755901,63.401576,-55.409778,0.510,0.758,20162424,4,17,0.730,0.065,15.085,0.045,15.815,0.046,15.393,0.012,14.903,0.082,14.699,0.000
36755902,63.424808,-55.418169,0.141,0.114,20132348,6,30,0.446,0.019,11.597,0.010,12.043,0.016,11.767,0.017,11.527,0.024,11.453,0.024
36755903,63.359851,-55.390238,0.288,0.172,20132348,6,35,0.767,0.018,12.487,0.014,13.254,0.011,12.820,0.018,12.259,0.027,12.019,0.010
36755904,63.394494,-55.360701,0.369,0.239,20162424,4,25,0.642,0.032,14.345,0.024,14.987,0.022,14.613,0.007,14.202,0.047,14.026,0.030
36755908,63.479390,-55.365389,0.345,0.333,20162424,4,25,0.710,0.039,15.046,0.024,15.756,0.031,15.351,0.007,14.836,0.042,14.642,0.057
36755909,63.431035,-55.319613,0.190,0.079,20132348,6,26,0.554,0.025,10.543,0.022,11.097,0.011,10.793,0.011,10.450,0.031,10.282,0.034
36755911,63.493751,-55.324668,0.942,1.055,20162424,4,20,0.622,0.114,16.102,0.022,16.724,0.112,16.352,0.039,15.883,0.030,15.724,0.075
36755912,63.490031,-55.284380,0.533,0.150,20132348,6,33,0.712,0.018,12.945,0.015,13.657,0.011,13.241,0.021,12.736,0.037,12.588,0.037
36755913,63.448608,-55.298657,0.589,0.246,20132348,5,34,0.715,0.030,14.025,0.024,14.740,0.018,14.332,0.011,13.821,0.034,13.593,0.054
36755914,63.448991,-55.317675,0.712,0.621,20162424,4,16,0.703,0.073,15.587,0.042,16.290,0.059,15.848,0.005,15.382,0.060,15.270,0.060
36755915,63.473693,-55.278075,0.549,0.306,20162424,4,20,0.567,0.045,14.796,0.027,15.363,0.035,15.029,0.035,14.652,0.035,14.554,0.033
36755916,63.356701,-55.302057,0.901,0.731,20162424,3,10,1.119,0.089,16.242,0.071,17.361,0.055,16.888,0.014,15.673,0.053,15.375,0.126
36755917,63.314936,-55.272515,0.396,0.899,20162424,4,25,0.754,0.064,15.096,0.051,15.850,0.039,15.411,0.025,14.796,0.036,14.541,0.056
36755918,63.402829,-55.232159,0.236,0.111,20132348,6,35,0.997,0.029,11.633,0.028,12.630,0.009,12.095,0.018,11.336,0.031,11.057,0.009
36755919,63.347365,-55.250383,0.601,1.565,20162424,2,11,1.149,0.016,15.911,0.016,17.060,0.000,16.508,0.034,15.688,0.000,15.242,0.000
36755920,63.347316,-55.250370,0.539,0.917,20132348,2,8,0.989,0.000,15.928,0.000,16.917,0.000,16.494,0.040,15.597,0.025,15.235,0.067
36755922,63.245143,-55.357322,0.462,0.282,20132348,6,24,0.519,0.024,13.725,0.016,14.245,0.019,13.934,0.012,13.632,0.010,13.500,0.051
36755929,63.275787,-55.265519,0.333,0.131,20132348,6,30,0.857,0.019,11.487,0.016,12.344,0.010,11.881,0.018,11.243,0.049,10.995,0.013
36755930,63.299912,-55.259711,0.368,0.230,20132348,6,30,0.633,0.027,12.656,0.023,13.289,0.014,12.923,0.014,12.462,0.043,12.302,0.031
36755932,63.317407,-55.214118,0.494,0.225,20132348,6,39,0.697,0.026,12.620,0.022,13.317,0.013,12.921,0.016,12.420,0.047,12.232,0.010
36755933,63.250287,-55.199007,0.280,0.129,20162424,4,20,1.169,0.027,13.817,0.016,14.986,0.022,14.422,0.017,13.331,0.026,12.916,0.021
36755934,63.291236,-55.166532,0.424,0.440,20162424,4,25,0.457,0.029,15.026,0.017,15.483,0.023,15.193,0.025,14.879,0.014,14.734,0.062
36755939,64.555634,-55.855671,0.331,0.284,20132348,5,23,0.956,0.035,14.209,0.026,15.165,0.024,14.644,0.020,13.988,0.016,13.697,0.030
36755940,64.564318,-55.820803,0.249,0.442,20162425,4,20,0.523,0.031,14.421,0.019,14.944,0.025,14.605,0.009,14.336,0.037,14.261,0.009
36755941,64.563547,-55.794185,0.360,0.770,20162425,3,13,1.414,0.043,15.791,0.036,17.205,0.023,16.518,0.019,15.176,0.024,14.378,0.020
36755942,64.599883,-55.781240,0.473,0.640,20162425,3,15,0.583,0.075,14.835,0.044,15.418,0.062,15.070,0.027,14.733,0.020,14.561,0.093
36755944,64.478245,-55.823021,0.535,1.006,20162425,6,21,0.797,0.076,15.538,0.035,16.336,0.068,15.912,0.058,15.301,0.051,15.175,0.066
36755945,64.458870,-55.774525,0.358,0.311,20132348,7,23,1.012,0.012,13.152,0.009,14.164,0.008,13.639,0.006,12.810,0.025,12.516,0.009
36755946,64.439053,-55.746373,0.907,0.489,20162425,4,16,0.573,0.060,15.609,0.054,16.182,0.026,15.801,0.051,15.382,0.050,15.196,0.127
36755947,64.468086,-55.740542,0.637,0.656,20162425,5,15,1.260,0.046,15.535,0.025,16.795,0.038,16.233,0.030,14.957,0.057,14.282,0.032
36755948,64.459090,-55.692444,0.965,0.953,20132348,2,5,0.664,0.000,16.456,0.000,17.121,0.000,16.763,0.000,16.558,0.000,16.238,0.154
36755949,64.594796,-55.740553,0.495,0.654,20132348,4,16,0.814,0.061,14.728,0.017,15.542,0.058,15.096,0.006,14.519,0.021,14.251,0.015
36755950,64.644592,-55.679978,0.630,0.730,20132348,2,9,0.515,0.083,16.027,0.041,16.542,0.072,16.247,0.011,15.826,0.070,15.717,0.000
36755952,64.626528,-55.662324,0.494,0.923,20162425,3,12,0.628,0.042,15.656,0.034,16.285,0.025,15.884,0.047,15.593,0.010,15.492,0.209
36755953,64.546366,-55.658891,0.632,0.473,20132348,2,7,0.924,0.000,16.443,0.000,17.367,0.000,16.972,0.043,16.098,0.017,15.841,0.000
36755954,64.548854,-55.648242,0.853,0.518,20162425,3,15,0.881,0.038,15.312,0.032,16.193,0.020,15.726,0.009,14.995,0.030,14.748,0.046
36755955,64.592215,-55.630448,0.252,0.207,20162425,3,15,0.699,0.029,14.146,0.011,14.846,0.026,14.427,0.022,13.978,0.006,13.867,0.005
36755956,64.595339,-55.642494,0.572,0.551,20162425,3,11,0.903,0.149,15.962,0.082,16.865,0.125,16.497,0.034,15.373,0.008,14.995,0.101
36755957,64.550905,-55.626920,0.156,0.255,20132348,5,22,0.855,0.020,12.995,0.006,13.851,0.019,13.363,0.005,12.762,0.019,12.510,0.023
36755958,64.376724,-55.726904,0.233,0.159,20132348,7,35,0.634,0.031,11.897,0.008,12.530,0.030,12.159,0.034,11.753,0.023,11.612,0.014
36755959,64.398575,-55.730714,0.499,0.325,20162425,5,25,0.597,0.050,14.491,0.027,15.089,0.043,14.738,0.030,14.383,0.038,14.263,0.049
36755960,64.375927,-55.710340,0.264,0.361,20132348,7,30,0.593,0.041,13.890,0.017,14.483,0.037,14.129,0.025,13.741,0.020,13.590,0.046
36755962,64.386613,-55.686802,0.839,1.094,20162425,4,15,0.662,0.139,15.694,0.042,16.356,0.133,16.104,0.151,15.536,0.056,15.296,0.019
36755963,64.282473,-55.692384,0.751,0.555,20162425,5,28,0.897,0.056,15.423,0.044,16.321,0.035,15.870,0.047,15.104,0.038,14.769,0.072
36755964,64.322671,-55.680902,0.481,0.457,20132348,6,34,0.744,0.027,13.964,0.020,14.708,0.018,14.281,0.025,13.773,0.023,13.610,0.031
36755965,64.237336,-55.685259,0.338,0.306,20132348,6,28,1.048,0.044,14.159,0.031,15.208,0.031,14.642,0.014,13.848,0.022,13.582,0.024
36755966,64.344427,-55.632997,0.522,0.376,20162425,5,25,0.596,0.039,14.809,0.020,15.404,0.034,15.043,0.010,14.600,0.018,14.486,0.033
36755967,64.422019,-55.595392,0.790,0.337,20162425,4,16,0.848,0.068,14.757,0.051,15.605,0.044,15.132,0.026,14.477,0.005,14.299,0.050
36755968,64.421237,-55.577109,0.200,0.087,20132348,7,27,0.500,0.017,11.816,0.010,12.316,0.014,11.992,0.012,11.697,0.023,11.631,0.024
36755969,64.375776,-55.623228,0.586,0.556,20162425,5,24,0.735,0.075,14.973,0.051,15.708,0.055,15.334,0.022,14.853,0.037,14.626,0.081
36755970,64.315672,-55.555876,0.233,0.446,20162425,5,30,0.733,0.042,13.824,0.030,14.556,0.029,14.133,0.022,13.638,0.029,13.481,0.032
36755971,64.389512,-55.550691,0.744,0.940,20162424,4,12,0.571,0.103,16.211,0.078,16.781,0.067,16.554,0.008,16.018,0.000,15.611,0.008
36755972,64.670449,-55.651597,0.789,0.347,20162425,3,13,1.055,0.032,15.510,0.026,16.565,0.019,16.041,0.033,15.105,0.018,14.784,0.062
36755973,64.696255,-55.632602,0.734,0.617,20162425,3,13,0.626,0.059,15.762,0.057,16.387,0.014,16.089,0.065,15.629,0.031,15.296,0.039
36755974,64.656481,-55.619783,0.269,0.308,20132348,4,20,1.123,0.015,12.875,0.006,13.998,0.014,13.396,0.017,12.562,0.022,12.280,0.020
36755975,64.666184,-55.605567,0.269,0.260,20132348,4,17,0.579,0.026,14.442,0.023,15.022,0.010,14.666,0.026,14.315,0.019,14.172,0.048
36755977,64.727749,-55.597832,0.125,0.171,20132348,5,25,0.463,0.027,11.981,0.005,12.444,0.027,12.146,0.027,11.893,0.024,11.804,0.022
36755978,64.733065,-55.621491,0.315,0.354,20132348,4,17,0.668,0.029,14.323,0.027,14.991,0.011,14.608,0.030,14.163,0.010,14.032,0.023
36755979,64.685402,-55.603778,0.234,0.230,20132348,5,22,0.518,0.023,12.750,0.008,13.267,0.021,12.939,0.026,12.639,0.012,12.556,0.023
36755980,64.676986,-55.563519,0.768,0.252,20162425,3,15,0.969,0.119,14.420,0.036,15.388,0.114,14.845,0.016,14.118,0.010,13.889,0.036
36755981,64.682918,-55.541197,0.585,0.686,20162425,3,11,0.875,0.064,15.973,0.036,16.847,0.052,16.303,0.008,15.713,0.059,15.412,0.111
36755982,64.687239,-55.572400,0.295,0.276,20162425,3,15,0.911,0.034,14.342,0.019,15.253,0.029,14.761,0.034,14.032,0.016,13.808,0.041
36755983,64.569791,-55.573926,0.352,0.539,20162425,3,13,0.530,0.074,15.369,0.072,15.899,0.015,15.565,0.034,15.210,0.036,15.091,0.111
36755984,64.576850,-55.549443,0.259,0.230,20132348,5,25,0.513,0.009,12.471,0.006,12.984,0.006,12.663,0.015,12.382,0.025,12.294,0.026
36755985,64.611352,-55.515154,0.471,0.866,20162425,3,15,0.740,0.036,15.258,0.006,15.998,0.036,15.604,0.032,15.027,0.077,14.876,0.106
36755986,64.632776,-55.491843,0.564,0.646,20132348,4,17,0.814,0.059,14.542,0.042,15.356,0.042,14.889,0.014,14.257,0.034,13.996,0.013
36755987,64.629683,-55.444794,0.835,0.691,20162425,2,7,1.060,0.088,16.189,0.000,17.249,0.088,16.663,0.017,15.911,0.061,15.558,0.000
36755988,64.698886,-55.480406,0.751,0.575,20162425,3,14,0.672,0.169,15.728,0.153,16.400,0.073,15.947,0.022,15.546,0.018,15.542,0.098
36755989,64.644121,-55.442724,0.458,0.683,20162425,3,12,1.013,0.038,15.347,0.015,16.360,0.035,15.837,0.016,15.056,0.067,14.698,0.049
36755990,64.537219,-55.525619,0.299,0.375,20132348,4,18,0.934,0.028,13.661,0.014,14.595,0.024,14.064,0.016,13.407,0.030,13.157,0.034
36755991,64.458322,-55.529993,0.217,0.244,20132348,6,21,0.533,0.010,13.110,0.008,13.643,0.006,13.319,0.013,13.015,0.016,12.922,0.027
36755992,64.491342,-55.546911,0.442,0.395,20162425,3,12,0.684,0.069,15.516,0.029,16.200,0.063,15.767,0.068,15.353,0.042,15.187,0.159
36755993,64.420859,-55.510402,0.507,0.604,20132348,2,9,0.750,0.016,16.028,0.016,16.778,0.000,16.383,0.039,15.919,0.048,16.059,0.000
36755994,64.419196,-55.406877,1.168,0.645,20162424,3,10,0.718,0.036,16.059,0.008,16.777,0.035,16.401,0.027,15.773,0.018,15.617,0.039
36755995,64.430239,-55.411758,0.705,0.679,20132348,2,10,0.770,0.043,15.854,0.042,16.623,0.008,16.179,0.027,15.653,0.006,15.389,0.039
36755996,64.610038,-55.419337,0.507,0.526,20162425,3,14,0.634,0.118,15.303,0.009,15.937,0.117,15.595,0.024,15.189,0.028,14.971,0.103
36755997,64.585944,-55.390086,0.441,0.539,20132348,5,25,0.689,0.013,13.449,0.013,14.139,0.000,13.756,0.020,13.237,0.014,13.044,0.057
