recno,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,Field,nobs,mobs,B-V,e_B-V,Vmag,e_Vmag,Bmag,e_Bmag,g_mag,e_g_mag,r_mag,e_r_mag,i_mag,e_i_mag
7284368,120.501310,60.029973,0.437,0.373,20152507,6,22,0.649,0.118,14.737,0.085,15.386,0.082,15.049,0.100,14.639,0.056,14.489,0.058
7284370,120.527572,60.041572,0.478,0.368,20152436,9,42,0.616,0.178,13.834,0.052,14.450,0.170,14.113,0.193,13.671,0.055,13.488,0.134
7284372,120.463380,60.059314,0.569,0.336,20152507,7,32,0.748,0.096,14.481,0.069,15.229,0.067,14.868,0.116,14.266,0.039,14.098,0.118
7284374,120.373215,60.052396,1.115,1.442,20152507,2,7,1.278,0.289,15.382,0.083,16.659,0.277,16.025,0.000,14.844,0.000,14.245,0.000
7284375,120.432850,60.110773,0.499,0.320,20152507,5,19,1.151,0.029,15.484,0.029,16.635,0.000,16.107,0.061,15.056,0.057,14.646,0.064
7284376,120.376580,60.089323,0.421,0.191,20152507,6,27,1.140,0.088,14.328,0.026,15.468,0.084,14.903,0.024,13.842,0.063,13.481,0.057
7284377,120.168529,60.006691,0.514,0.800,20152436,6,18,0.025,0.025,16.253,0.025,16.277,0.000,16.633,0.040,15.925,0.067,15.785,0.182
7284378,120.250867,60.061467,0.324,0.287,20152507,7,32,0.654,0.087,14.069,0.048,14.723,0.073,14.397,0.089,13.911,0.053,13.736,0.068
7284379,120.264986,60.044577,0.631,0.337,20152507,4,14,0.122,0.043,16.166,0.043,16.288,0.000,16.129,0.042,16.275,0.037,16.289,0.000
7284380,120.169774,60.046802,0.301,0.160,20152436,10,44,0.740,0.184,12.161,0.049,12.901,0.177,12.519,0.172,11.958,0.064,11.780,0.078
7284381,120.099434,60.018661,0.581,0.455,20152436,9,39,0.722,0.188,14.696,0.038,15.418,0.184,15.022,0.203,14.429,0.042,14.177,0.068
7284384,120.062886,60.076765,0.340,0.172,20152507,7,32,1.515,0.099,13.448,0.059,14.963,0.079,14.231,0.082,12.943,0.071,12.455,0.104
7284385,120.157315,60.096530,0.612,0.302,20152507,6,27,0.841,0.081,15.037,0.034,15.879,0.073,15.402,0.031,14.775,0.042,14.505,0.065
7284387,120.078989,60.106859,0.582,0.286,20152507,7,32,0.709,0.132,14.238,0.057,14.947,0.119,14.576,0.062,14.073,0.060,13.933,0.087
7284388,120.089848,60.091375,0.442,0.334,20152507,6,27,1.077,0.102,14.857,0.029,15.934,0.098,15.345,0.020,14.522,0.056,14.214,0.059
7284391,120.300191,60.080931,0.405,0.334,20152507,6,27,1.397,0.156,14.630,0.037,16.027,0.152,15.374,0.026,14.008,0.059,13.408,0.044
7284392,120.195501,60.112883,0.314,0.168,20152507,8,37,1.026,0.092,12.737,0.051,13.762,0.077,13.280,0.075,12.405,0.070,12.142,0.093
7284393,120.227599,60.108907,0.573,0.441,20152507,6,27,0.837,0.132,15.253,0.042,16.090,0.125,15.665,0.050,14.975,0.056,14.709,0.114
7284394,120.292314,60.136045,0.686,0.644,20152507,4,16,0.578,0.042,16.314,0.042,16.892,0.000,16.626,0.067,16.120,0.046,15.939,0.151
7284395,120.157303,60.118533,0.700,0.734,20152507,5,20,0.953,0.162,15.895,0.081,16.848,0.140,16.397,0.037,15.437,0.031,15.190,0.104
7284396,120.200697,60.125242,0.283,0.152,20152507,8,37,1.128,0.085,12.019,0.051,13.147,0.068,12.588,0.078,11.709,0.066,11.407,0.090
7284397,120.187452,60.152368,0.612,0.672,20152507,5,22,0.652,0.049,15.526,0.046,16.178,0.016,15.878,0.018,15.297,0.028,15.049,0.076
7284398,120.198971,60.146806,0.687,0.674,20152507,5,19,0.996,0.064,15.245,0.061,16.240,0.017,15.736,0.036,14.860,0.044,14.539,0.032
7284400,120.259826,60.207210,0.460,0.287,20152507,7,32,0.723,0.086,14.426,0.061,15.149,0.061,14.810,0.079,14.247,0.063,14.079,0.090
7284401,120.553750,60.079642,0.405,0.189,20152507,8,37,1.226,0.085,11.421,0.050,12.648,0.069,12.042,0.076,11.071,0.073,10.745,0.092
7284408,120.466082,60.159154,0.506,0.274,20152507,6,26,0.637,0.071,14.950,0.037,15.587,0.061,15.229,0.024,14.793,0.066,14.611,0.080
7284409,120.401746,60.171364,0.446,0.270,20152507,7,31,0.712,0.091,14.170,0.047,14.882,0.078,14.536,0.085,14.001,0.060,13.790,0.040
7284410,120.442124,60.183319,0.376,0.249,20152507,7,32,0.679,0.094,13.575,0.058,14.254,0.074,13.922,0.077,13.438,0.048,13.297,0.074
7284412,120.521358,60.191820,0.529,0.389,20152507,7,32,0.859,0.087,14.300,0.058,15.159,0.065,14.728,0.081,14.111,0.053,13.950,0.116
7284413,120.467427,60.187602,0.718,0.932,20152507,3,12,0.722,0.068,16.484,0.068,17.206,0.000,16.906,0.068,16.066,0.062,15.819,0.116
7284414,120.451699,60.227307,0.667,0.562,20152507,5,18,0.731,0.087,16.039,0.087,16.770,0.000,16.369,0.068,15.751,0.051,15.454,0.023
7284415,120.621977,60.172019,0.619,0.602,20152507,4,14,0.592,0.043,16.129,0.043,16.721,0.000,16.431,0.046,16.082,0.013,15.818,0.091
7284416,120.669698,60.212079,0.495,0.487,20152507,6,26,0.883,0.107,15.036,0.027,15.919,0.103,15.473,0.022,14.697,0.089,14.455,0.061
7284417,120.612844,60.210762,0.983,0.705,20152507,5,15,0.448,0.085,16.363,0.063,16.811,0.056,16.654,0.029,16.106,0.030,15.806,0.048
7284419,120.638373,60.262089,0.374,0.192,20152507,8,37,0.663,0.094,12.416,0.059,13.079,0.073,12.756,0.076,12.287,0.062,12.150,0.080
7284421,120.489703,60.242350,0.606,0.588,20152507,5,21,0.804,0.051,15.640,0.048,16.444,0.016,15.994,0.030,15.384,0.033,15.157,0.089
7284422,120.622769,60.300755,0.550,0.502,20152507,5,21,0.677,0.038,15.942,0.035,16.619,0.016,16.257,0.034,15.724,0.043,15.498,0.093
7284423,120.422132,60.202866,0.448,0.393,20152507,6,27,0.649,0.128,14.961,0.037,15.609,0.122,15.227,0.020,14.806,0.066,14.625,0.065
7284424,120.366019,60.244661,0.394,0.400,20152507,7,32,0.752,0.105,14.009,0.060,14.762,0.086,14.392,0.089,13.830,0.046,13.665,0.086
7284425,120.291622,60.239610,0.438,0.388,20152507,6,25,0.990,0.024,14.731,0.022,15.721,0.010,15.237,0.021,14.379,0.063,14.103,0.075
7284427,120.272173,60.263028,0.568,0.712,20152507,5,20,0.736,0.054,15.808,0.054,16.545,0.000,16.177,0.016,15.547,0.190,15.373,0.072
7284428,120.314587,60.279840,0.270,0.126,20152507,8,37,0.925,0.097,11.550,0.053,12.475,0.081,12.021,0.077,11.311,0.069,11.100,0.083
7284431,120.418236,60.269876,0.328,0.169,20152507,8,37,0.371,0.086,11.451,0.050,11.822,0.070,11.625,0.069,11.465,0.066,11.490,0.074
7284432,120.424519,60.299057,0.283,0.170,20152507,8,37,1.389,0.102,11.939,0.055,13.328,0.086,12.660,0.079,11.518,0.069,11.116,0.092
7284435,120.318774,60.338659,0.455,0.439,20152507,6,25,1.046,0.059,15.055,0.057,16.101,0.016,15.568,0.029,14.706,0.078,14.411,0.103
7284436,120.417772,60.402704,0.641,0.521,20152507,5,18,0.705,0.078,15.584,0.078,16.289,0.000,15.914,0.038,15.349,0.056,15.083,0.038
7284437,121.049263,60.088522,0.656,0.446,20152507,6,23,1.213,0.113,15.219,0.031,16.432,0.109,15.820,0.020,14.705,0.072,14.317,0.054
7284438,121.071600,60.136175,0.340,0.456,20152507,5,22,0.517,0.054,14.953,0.010,15.471,0.053,15.158,0.021,14.871,0.033,14.820,0.040
7284439,121.087669,60.129357,0.547,0.592,20152507,4,16,0.754,0.048,15.948,0.048,16.702,0.000,16.300,0.031,15.750,0.044,15.558,0.047
7284441,121.027504,60.207586,0.075,0.080,20152507,7,32,0.647,0.081,12.302,0.045,12.949,0.067,12.632,0.076,12.178,0.065,12.056,0.080
7284442,121.192447,60.185988,0.102,0.121,20152507,7,32,0.795,0.074,12.818,0.049,13.613,0.056,13.226,0.077,12.635,0.068,12.476,0.092
7284445,121.290138,60.236273,0.301,0.358,20152507,5,22,1.293,0.091,14.864,0.020,16.157,0.088,15.419,0.032,14.482,0.038,14.142,0.069
7284447,121.196164,60.241725,0.376,0.518,20152507,6,24,1.074,0.109,14.685,0.099,15.759,0.046,15.193,0.025,14.403,0.069,14.102,0.065
7284450,121.119348,60.266698,0.748,0.923,20152507,4,16,0.838,0.063,16.497,0.063,17.335,0.000,16.788,0.046,16.278,0.077,16.100,0.117
7284451,121.065741,60.244104,0.516,0.314,20152507,6,24,0.850,0.115,14.710,0.053,15.560,0.102,15.128,0.024,14.470,0.053,14.275,0.070
7284452,120.925005,60.191797,0.659,0.692,20152507,4,13,0.701,0.057,16.275,0.057,16.976,0.000,16.590,0.024,16.097,0.052,15.942,0.107
7284453,120.936557,60.196797,0.460,0.319,20152507,7,27,0.777,0.114,14.769,0.068,15.546,0.092,15.151,0.029,14.610,0.058,14.420,0.068
7284454,120.885905,60.219328,0.142,0.657,20152507,2,6,0.754,0.000,14.380,0.000,15.134,0.000,14.802,0.000,14.148,0.000,13.810,0.099
7284455,120.967201,60.223888,0.721,0.592,20152507,4,15,0.505,0.110,16.539,0.110,17.044,0.000,16.927,0.053,16.289,0.116,16.075,0.125
7284457,120.838048,60.200053,0.423,1.845,20152507,4,6,0.669,0.016,14.923,0.016,15.592,0.000,15.285,0.000,14.687,0.000,14.523,0.006
7284458,120.841806,60.266257,0.126,0.189,20152507,8,35,0.671,0.084,13.265,0.046,13.936,0.070,13.598,0.065,13.149,0.064,13.024,0.086
7284459,120.845854,60.257959,0.411,0.515,20152507,5,19,0.839,0.050,15.653,0.050,16.493,0.000,16.037,0.022,15.433,0.031,15.198,0.104
7284460,120.885210,60.271239,0.500,0.580,20152507,5,19,0.678,0.176,15.882,0.050,16.559,0.169,16.231,0.018,15.654,0.061,15.401,0.082
7284463,120.962459,60.324181,0.486,0.596,20152507,6,27,0.647,0.120,15.432,0.055,16.079,0.107,15.718,0.021,15.236,0.058,15.089,0.048
7284464,120.976805,60.392586,0.410,0.247,20152507,8,35,1.280,0.104,12.740,0.067,14.020,0.080,13.401,0.072,12.339,0.077,11.975,0.088
7284465,121.266241,60.333502,1.541,0.565,20152507,2,6,0.740,0.017,15.297,0.017,16.037,0.000,15.575,0.000,15.069,0.000,14.560,0.000
7284466,121.266355,60.333365,0.472,0.392,20152507,5,18,0.868,0.118,15.228,0.038,16.095,0.112,15.624,0.029,14.971,0.038,14.748,0.074
7284469,121.181788,60.364576,0.638,0.515,20152507,7,27,1.077,0.154,14.807,0.052,15.884,0.145,15.372,0.053,14.379,0.067,14.033,0.104
7284471,121.239830,60.387007,0.079,0.164,20152507,8,31,1.314,0.096,12.730,0.064,14.044,0.072,13.434,0.075,12.314,0.076,11.951,0.089
7284472,121.216461,60.406878,0.124,0.104,20152507,6,27,0.734,0.101,13.315,0.061,14.049,0.081,13.701,0.077,13.194,0.054,13.038,0.086
7284473,121.236259,60.396248,0.062,0.088,20152507,7,32,0.897,0.083,12.638,0.057,13.536,0.060,13.107,0.080,12.439,0.076,12.268,0.080
7284474,121.377782,60.366326,0.210,0.213,20152507,6,21,1.139,0.060,14.695,0.060,15.833,0.000,15.273,0.049,14.313,0.046,13.939,0.069
7284476,121.359059,60.431893,0.359,0.414,20152507,4,17,1.335,0.038,15.891,0.038,17.226,0.000,16.483,0.085,15.395,0.087,15.098,0.041
7284478,121.384308,60.413214,0.547,0.150,20152507,6,27,0.674,0.098,13.135,0.067,13.809,0.072,13.498,0.060,13.037,0.056,12.881,0.081
7284485,121.368808,60.492044,0.479,0.631,20152507,5,20,0.884,0.015,15.727,0.015,16.611,0.000,16.159,0.034,15.472,0.080,15.194,0.052
7284486,121.327097,60.483978,0.734,0.647,20152507,5,22,0.733,0.142,15.726,0.036,16.459,0.137,16.017,0.035,15.481,0.035,15.344,0.103
7284488,121.076245,60.363818,0.442,0.259,20152507,8,35,0.678,0.085,12.488,0.056,13.166,0.064,12.839,0.071,12.334,0.068,12.199,0.081
7284489,121.099704,60.371047,0.505,0.441,20152507,6,26,0.788,0.079,14.623,0.046,15.411,0.064,15.054,0.072,14.454,0.068,14.252,0.067
7284490,121.124019,60.373612,0.504,0.270,20152507,7,30,0.758,0.092,13.265,0.066,14.023,0.064,13.665,0.074,13.095,0.055,12.927,0.082
7284491,121.086088,60.378501,0.417,0.223,20152507,8,37,1.133,0.087,11.512,0.061,12.645,0.062,12.090,0.072,11.213,0.073,10.922,0.086
7284492,121.110205,60.406604,0.509,0.361,20152507,5,20,0.675,0.017,15.499,0.017,16.173,0.000,15.868,0.052,15.248,0.052,15.009,0.084
7284493,121.104887,60.445778,0.401,0.236,20152507,8,37,0.704,0.086,11.334,0.056,12.038,0.066,11.697,0.066,11.203,0.067,11.068,0.077
7284496,121.038178,60.451501,0.385,0.241,20152507,8,37,0.577,0.089,13.025,0.064,13.602,0.062,13.321,0.069,12.933,0.074,12.840,0.067
7284498,121.000713,60.455304,0.491,0.553,20152507,7,32,1.022,0.081,14.249,0.047,15.271,0.066,14.778,0.066,13.959,0.076,13.671,0.079
7284499,121.210696,60.464879,0.516,0.639,20152507,6,25,0.920,0.036,15.436,0.026,16.356,0.025,15.925,0.038,15.137,0.093,14.798,0.061
7284500,121.229493,60.461508,0.405,0.415,20152507,5,20,0.990,0.023,15.179,0.023,16.169,0.000,15.699,0.046,14.836,0.080,14.569,0.078
7284501,121.146105,60.476434,0.456,0.797,20152507,4,16,0.722,0.019,16.095,0.019,16.816,0.000,16.484,0.016,15.874,0.088,15.546,0.044
7284502,121.193977,60.504521,0.378,0.220,20152507,8,37,1.158,0.093,12.162,0.067,13.319,0.064,12.754,0.078,11.840,0.074,11.525,0.077
7284503,121.249753,60.528015,0.464,0.259,20152507,7,32,0.984,0.120,13.592,0.079,14.576,0.090,14.120,0.056,13.325,0.074,13.038,0.077
7284507,121.151174,60.524101,0.406,0.335,20152507,7,32,0.868,0.094,13.939,0.060,14.807,0.072,14.395,0.078,13.704,0.051,13.453,0.101
7284508,121.049605,60.543339,0.549,0.530,20152507,6,27,0.736,0.076,15.199,0.031,15.935,0.070,15.570,0.036,14.965,0.058,14.761,0.044
7284509,121.201853,60.564037,0.460,0.461,20152507,7,28,0.551,0.092,14.682,0.042,15.233,0.082,14.946,0.071,14.548,0.067,14.398,0.066
7284510,121.093127,60.579521,0.535,0.401,20152507,7,32,0.889,0.125,14.488,0.060,15.378,0.110,14.943,0.075,14.267,0.047,14.071,0.087
7284511,121.147589,60.575227,0.463,0.417,20152507,7,32,0.673,0.120,14.510,0.052,15.183,0.108,14.862,0.062,14.369,0.062,14.246,0.048
7284513,121.133762,60.619698,0.318,0.229,20152507,8,37,0.861,0.092,12.908,0.058,13.769,0.072,13.352,0.070,12.697,0.072,12.497,0.073
7284514,120.750538,60.277168,0.435,0.378,20152507,7,32,0.750,0.102,14.191,0.073,14.941,0.070,14.573,0.074,14.024,0.064,13.884,0.075
7284515,120.756958,60.259466,0.448,0.214,20152507,8,37,0.800,0.083,11.021,0.053,11.821,0.063,11.455,0.069,10.828,0.067,10.637,0.079
7284517,120.690618,60.317889,0.497,0.585,20152507,5,22,1.201,0.111,15.648,0.101,16.849,0.045,16.389,0.065,14.966,0.080,13.831,0.049
7284518,120.714231,60.305842,0.512,0.369,20152507,7,29,0.831,0.113,14.444,0.062,15.275,0.095,14.833,0.020,14.242,0.049,14.038,0.046
7284520,120.773175,60.354597,0.436,0.354,20152507,7,29,0.710,0.076,14.537,0.020,15.247,0.074,14.879,0.049,14.356,0.044,14.152,0.048
7284521,120.624536,60.329996,0.586,0.383,20152507,6,27,0.632,0.190,14.991,0.037,15.623,0.187,15.279,0.026,14.828,0.033,14.701,0.067
7284524,120.621172,60.355232,0.580,1.068,20152507,4,18,0.806,0.149,14.741,0.108,15.547,0.103,15.125,0.082,14.596,0.050,14.356,0.084
7284525,120.625863,60.377089,0.524,0.449,20152507,6,26,0.590,0.111,15.406,0.049,15.996,0.100,15.649,0.043,15.190,0.061,15.007,0.061
7284526,120.634760,60.361837,0.312,0.185,20152507,8,37,0.586,0.083,11.933,0.049,12.519,0.067,12.230,0.073,11.841,0.066,11.756,0.079
7284527,120.673169,60.370727,0.405,0.260,20152507,7,32,0.690,0.094,13.723,0.048,14.413,0.080,14.089,0.083,13.583,0.046,13.443,0.091
7284528,120.667181,60.410690,0.345,0.233,20152507,7,32,0.749,0.109,13.334,0.056,14.083,0.093,13.728,0.071,13.172,0.049,12.997,0.077
7284530,120.847012,60.386005,0.452,0.352,20152507,7,32,0.716,0.109,13.768,0.053,14.484,0.095,14.118,0.061,13.622,0.059,13.462,0.077
7284531,120.818159,60.386726,0.843,0.393,20152507,5,21,1.119,0.034,15.375,0.034,16.495,0.000,15.903,0.021,15.068,0.052,14.684,0.069
7284533,120.704073,60.424886,0.480,0.419,20152507,4,17,1.105,0.037,15.919,0.037,17.024,0.000,16.547,0.051,15.415,0.036,14.979,0.112
7284534,120.809165,60.446816,0.473,0.432,20152507,6,24,0.935,0.057,14.993,0.021,15.928,0.053,15.528,0.036,14.609,0.077,14.323,0.014
7284535,120.800254,60.488844,0.433,0.338,20152507,7,32,1.519,0.104,14.148,0.062,15.666,0.083,15.004,0.082,13.544,0.068,12.899,0.088
7284536,120.724767,60.489559,0.282,0.154,20152507,8,37,1.052,0.095,11.814,0.054,12.866,0.077,12.384,0.073,11.479,0.068,11.207,0.086
7284537,120.777227,60.513301,0.811,0.391,20152507,4,13,0.853,0.049,16.408,0.049,17.261,0.000,16.781,0.037,16.180,0.055,15.756,0.000
7284538,120.501848,60.376237,0.485,0.275,20152507,7,31,0.586,0.099,14.517,0.056,15.103,0.082,14.814,0.066,14.387,0.072,14.241,0.047
7284539,120.591345,60.425331,0.428,0.239,20152507,7,32,0.719,0.097,14.070,0.075,14.789,0.061,14.416,0.079,13.912,0.042,13.759,0.101
7284541,120.537285,60.442388,0.392,0.547,20152507,7,31,0.951,0.097,14.769,0.077,15.720,0.059,15.264,0.073,14.487,0.057,14.151,0.047
7284542,120.597140,60.460236,0.439,0.506,20152507,6,27,0.936,0.086,15.117,0.049,16.053,0.070,15.557,0.033,14.847,0.053,14.608,0.041
7284544,120.401609,60.455143,0.224,0.116,20152507,8,37,1.294,0.102,11.200,0.055,12.495,0.086,11.876,0.079,10.818,0.072,10.464,0.090
7284545,120.447330,60.468468,0.414,0.353,20152507,7,30,1.071,0.083,14.514,0.030,15.585,0.077,15.098,0.071,14.113,0.057,13.834,0.082
7284546,120.523330,60.460514,0.427,0.470,20152507,6,27,0.923,0.090,14.976,0.042,15.899,0.080,15.430,0.027,14.673,0.061,14.429,0.066
7284547,120.521161,60.468661,0.827,0.936,20152507,5,19,0.562,0.048,16.090,0.046,16.653,0.016,16.329,0.049,15.895,0.051,15.765,0.221
7284548,120.539133,60.478798,0.342,0.268,20152507,7,32,0.916,0.115,14.274,0.072,15.189,0.090,14.759,0.089,14.053,0.046,13.848,0.118
7284549,120.462760,60.484911,0.391,0.319,20152507,6,27,0.540,0.116,14.723,0.037,15.263,0.110,14.961,0.023,14.616,0.033,14.513,0.074
7284550,120.484630,60.506290,0.244,0.147,20152507,8,37,0.643,0.099,12.713,0.052,13.357,0.084,13.047,0.072,12.602,0.069,12.477,0.066
7284551,120.693553,60.518962,0.346,0.370,20152507,7,31,0.698,0.130,14.450,0.056,15.148,0.117,14.825,0.082,14.310,0.072,14.118,0.046
7284552,120.694125,60.507425,0.618,0.526,20152507,5,22,0.709,0.091,15.682,0.051,16.391,0.075,16.001,0.020,15.481,0.051,15.291,0.093
7284553,120.724476,60.524449,0.554,0.541,20152507,6,24,0.949,0.181,15.333,0.045,16.282,0.176,15.761,0.035,15.022,0.040,14.741,0.040
7284555,120.670992,60.525047,0.408,0.398,20152507,7,31,0.724,0.103,14.804,0.074,15.528,0.071,15.168,0.051,14.647,0.038,14.457,0.068
7284556,120.551870,60.534413,0.450,0.331,20152507,6,27,0.803,0.114,14.881,0.034,15.684,0.109,15.280,0.042,14.658,0.043,14.437,0.057
7284557,120.531131,60.547520,0.229,0.175,20152507,8,37,0.718,0.086,12.252,0.049,12.970,0.071,12.627,0.069,12.097,0.065,11.950,0.077
7284558,120.543753,60.592957,0.207,0.152,20152507,8,37,0.731,0.093,11.675,0.058,12.406,0.073,12.059,0.077,11.522,0.066,11.368,0.073
7284560,120.863462,60.489244,0.426,0.671,20152507,5,20,0.978,0.051,15.649,0.051,16.628,0.000,16.243,0.110,15.323,0.104,14.822,0.088
7284565,120.808101,60.511577,0.448,0.399,20152507,5,21,0.677,0.081,15.559,0.046,16.236,0.067,15.905,0.051,15.336,0.034,15.138,0.082
7284566,120.838006,60.504836,0.458,0.306,20152507,7,32,0.516,0.111,14.132,0.080,14.648,0.077,14.400,0.071,14.062,0.060,14.026,0.093
7284567,120.855879,60.526337,0.508,0.299,20152507,7,31,0.655,0.095,14.521,0.063,15.176,0.072,14.870,0.070,14.410,0.070,14.225,0.034
7284568,120.873505,60.517686,1.002,0.615,20152507,5,19,0.804,0.098,16.160,0.060,16.964,0.078,16.557,0.014,15.877,0.088,15.626,0.115
7284573,120.829239,60.565179,0.516,0.718,20152507,6,25,0.823,0.051,15.117,0.029,15.940,0.042,15.516,0.035,14.846,0.051,14.603,0.043
7284574,120.836710,60.585056,0.659,0.557,20152507,6,25,0.934,0.133,15.217,0.024,16.150,0.131,15.640,0.035,14.974,0.052,14.678,0.093
7284575,121.023598,60.540165,0.653,0.781,20152507,5,19,0.752,0.090,16.269,0.090,17.020,0.000,16.586,0.052,16.060,0.062,15.793,0.058
7284577,120.925729,60.612211,0.594,0.583,20152507,5,20,0.718,0.043,15.738,0.043,16.456,0.000,16.112,0.035,15.416,0.051,15.042,0.107
7284579,120.867919,60.632156,0.351,0.216,20152507,7,32,0.585,0.094,13.591,0.064,14.176,0.068,13.885,0.070,13.508,0.057,13.419,0.088
7284580,120.881034,60.647532,0.484,0.504,20152507,6,26,0.845,0.109,14.875,0.048,15.719,0.098,15.252,0.026,14.657,0.054,14.460,0.055
7284581,120.882701,60.655897,0.286,0.254,20152507,7,32,0.740,0.099,13.569,0.060,14.309,0.079,13.951,0.073,13.416,0.054,13.249,0.063
7284582,120.901246,60.646388,0.724,0.476,20152507,6,27,1.030,0.158,15.286,0.043,16.317,0.152,15.775,0.046,14.973,0.073,14.680,0.078
7284583,120.919506,60.628031,0.682,0.433,20152507,5,22,0.888,0.082,15.656,0.049,16.544,0.065,16.065,0.034,15.326,0.060,15.163,0.089
7284584,120.973794,60.652335,0.419,0.287,20152507,7,32,0.778,0.101,14.033,0.050,14.811,0.088,14.439,0.077,13.855,0.059,13.672,0.075
7284587,120.718555,60.555512,0.326,0.424,20152507,7,31,0.915,0.130,14.359,0.083,15.274,0.100,14.826,0.084,14.138,0.065,13.927,0.048
7284588,120.766708,60.583419,0.683,0.509,20152507,5,22,0.863,0.068,15.857,0.058,16.720,0.036,16.297,0.081,15.552,0.073,15.292,0.134
7284591,120.660274,60.624934,0.891,0.348,20152507,4,15,0.490,0.062,16.521,0.062,17.011,0.000,16.884,0.023,16.397,0.036,16.038,0.126
7284592,120.664140,60.643495,0.858,0.675,20152507,4,14,0.619,0.049,16.387,0.049,17.006,0.000,16.685,0.011,16.147,0.053,16.063,0.000
7284593,120.622414,60.660222,0.355,0.292,20152507,6,27,0.780,0.116,14.694,0.022,15.474,0.114,15.079,0.027,14.475,0.037,14.247,0.078
7284594,120.648741,60.639641,0.555,0.459,20152507,6,24,0.693,0.103,15.413,0.026,16.106,0.099,15.751,0.037,15.195,0.046,15.023,0.056
7284595,120.733154,60.673446,0.213,0.136,20152507,8,37,0.984,0.095,12.222,0.061,13.206,0.072,12.748,0.072,11.943,0.075,11.702,0.076
7284597,120.850489,60.677160,0.369,0.378,20152507,6,27,0.781,0.094,14.587,0.034,15.368,0.087,14.941,0.026,14.350,0.050,14.154,0.071
7284598,120.857132,60.658144,0.299,0.199,20152507,7,32,0.801,0.103,13.741,0.071,14.542,0.075,14.164,0.090,13.571,0.043,13.395,0.066
7284601,120.791009,60.720746,0.979,0.651,20152507,5,20,0.723,0.109,16.028,0.044,16.751,0.100,16.349,0.071,15.836,0.032,15.580,0.162
7284602,120.687645,60.719817,0.205,0.127,20152507,8,37,1.013,0.104,12.281,0.059,13.294,0.085,12.815,0.082,11.989,0.067,11.771,0.083
7284603,120.716463,60.719580,0.377,0.241,20152507,7,32,0.592,0.100,14.035,0.068,14.627,0.073,14.354,0.074,13.932,0.045,13.819,0.087
7284604,119.977329,60.068735,0.906,0.644,20152507,5,22,0.757,0.056,15.902,0.032,16.660,0.046,16.227,0.042,15.633,0.056,15.400,0.056
7284607,119.906259,60.124161,0.488,0.442,20152507,6,20,0.661,0.134,15.434,0.053,16.095,0.123,15.690,0.016,15.301,0.012,15.131,0.049
7284608,119.928679,60.148713,0.341,0.392,20152507,4,17,0.471,0.041,15.924,0.041,16.394,0.000,16.217,0.021,15.746,0.061,15.481,0.115
7284612,119.989153,60.194124,0.492,0.447,20152507,6,24,0.636,0.040,15.181,0.016,15.818,0.037,15.511,0.020,14.994,0.064,14.841,0.057
7284613,120.071893,60.185920,0.311,0.320,20152507,7,32,0.815,0.107,13.937,0.069,14.751,0.082,14.360,0.101,13.745,0.039,13.541,0.064
7284617,120.133819,60.241500,0.227,0.109,20152507,8,37,0.738,0.092,11.615,0.046,12.353,0.080,11.987,0.078,11.464,0.064,11.323,0.085
7284618,120.159863,60.240487,0.370,0.416,20152507,5,20,0.739,0.012,15.365,0.012,16.104,0.000,15.749,0.026,15.169,0.053,14.984,0.039
7284619,120.080090,60.230051,0.447,0.273,20152507,6,27,0.750,0.136,14.968,0.049,15.718,0.127,15.319,0.020,14.761,0.038,14.581,0.054
7284620,119.996971,60.244326,0.366,0.254,20152507,7,31,0.762,0.142,14.345,0.094,15.108,0.106,14.734,0.072,14.170,0.061,13.943,0.043
7284621,119.939256,60.251832,0.531,0.339,20152507,6,27,0.688,0.110,14.897,0.042,15.585,0.101,15.229,0.024,14.724,0.060,14.504,0.038
7284622,119.946378,60.240224,0.600,0.341,20152507,6,27,1.034,0.114,14.582,0.037,15.616,0.108,15.071,0.035,14.240,0.052,13.923,0.064
7284623,119.963685,60.270065,0.687,0.526,20152507,5,21,0.723,0.096,15.727,0.038,16.449,0.088,16.096,0.030,15.440,0.030,15.209,0.097
7284624,120.053570,60.288150,0.877,0.725,20152507,5,25,0.823,0.060,15.257,0.021,16.080,0.056,15.680,0.027,14.851,0.020,14.494,0.039
7284625,119.966353,60.305725,0.527,0.533,20152507,5,19,1.023,0.071,16.063,0.022,17.086,0.067,16.671,0.021,15.644,0.041,15.339,0.060
7284628,119.809143,60.276820,0.631,1.033,20152507,5,18,0.632,0.050,15.954,0.030,16.585,0.041,16.269,0.048,15.822,0.027,15.580,0.049
7284630,119.825917,60.264121,0.572,0.565,20152507,5,21,0.691,0.102,15.732,0.078,16.424,0.065,16.063,0.025,15.483,0.047,15.218,0.080
7284631,119.693415,60.219741,0.164,0.094,20152507,8,37,0.818,0.094,10.894,0.045,11.713,0.083,11.346,0.090,10.713,0.064,10.560,0.086
7284634,119.924288,60.279274,0.391,0.295,20152507,7,31,0.722,0.111,14.440,0.063,15.162,0.092,14.801,0.071,14.271,0.063,14.078,0.053
7284635,119.840343,60.293819,0.352,0.409,20152507,6,26,0.709,0.069,15.197,0.045,15.905,0.052,15.525,0.045,15.005,0.044,14.829,0.093
7284636,119.876367,60.312812,0.579,0.482,20152507,5,22,0.511,0.023,15.449,0.023,15.960,0.000,15.722,0.025,15.314,0.031,15.162,0.069
