recno,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,Field,nobs,mobs,B-V,e_B-V,Vmag,e_Vmag,Bmag,e_Bmag,g_mag,e_g_mag,r_mag,e_r_mag,i_mag,e_i_mag
37614497,42.081791,-30.936273,0.794,0.769,20161554,4,20,0.454,0.075,16.030,0.023,16.483,0.072,16.196,0.016,15.811,0.072,15.728,0.076
37614498,42.047426,-30.939172,0.296,0.232,20131438,7,74,0.613,0.052,13.207,0.040,13.820,0.034,13.473,0.028,13.068,0.023,12.934,0.016
37614499,41.977539,-30.947048,0.460,0.462,20161554,6,59,0.779,0.055,14.633,0.031,15.412,0.045,15.004,0.043,14.364,0.048,14.096,0.051
37614500,42.002985,-30.925530,0.458,0.535,20161554,6,57,1.121,0.103,14.723,0.009,15.845,0.103,15.327,0.029,14.300,0.015,13.915,0.031
37614501,42.024774,-30.928492,0.306,0.211,20131439,9,81,0.948,0.041,12.711,0.023,13.659,0.034,13.136,0.034,12.449,0.032,12.149,0.013
37614502,42.203464,-30.976229,0.773,0.758,20161554,5,42,0.602,0.075,15.527,0.062,16.129,0.043,15.806,0.035,15.371,0.046,15.254,0.119
37614503,42.156931,-30.907726,0.969,1.079,20161554,3,29,0.771,0.219,15.532,0.204,16.303,0.080,15.968,0.046,15.335,0.030,15.144,0.000
37614504,42.157002,-30.907758,0.826,0.901,20180090,3,29,0.835,0.067,15.590,0.026,16.425,0.062,15.932,0.017,15.347,0.029,15.086,0.045
37614505,42.190804,-30.890661,0.951,1.167,20161554,4,14,0.653,0.138,16.436,0.105,17.089,0.089,16.672,0.050,16.194,0.021,16.048,0.000
37614506,42.268902,-30.910448,0.855,0.667,20161554,5,37,1.466,0.128,15.626,0.011,17.093,0.128,16.380,0.014,15.001,0.025,13.943,0.062
37614507,42.331206,-30.842679,0.351,0.207,20131439,7,68,0.802,0.033,13.647,0.016,14.449,0.029,14.010,0.027,13.454,0.033,13.191,0.033
37614508,42.226823,-30.871232,0.255,0.091,20131439,7,71,1.047,0.047,11.602,0.033,12.649,0.033,12.098,0.027,11.239,0.039,10.951,0.031
37614509,42.234550,-30.840449,0.651,0.609,20161554,5,48,0.718,0.060,15.149,0.051,15.867,0.032,15.514,0.049,14.960,0.035,14.784,0.070
37614510,42.269285,-30.823886,1.040,1.324,20161554,2,13,0.805,0.000,15.965,0.000,16.771,0.000,16.180,0.000,15.774,0.000,15.512,0.000
37614511,42.269526,-30.824102,1.053,0.958,20180090,3,17,0.629,0.078,15.925,0.015,16.555,0.077,16.171,0.011,15.780,0.034,15.638,0.000
37614518,42.162691,-30.862707,1.278,0.871,20161554,3,17,0.670,0.000,16.258,0.000,16.928,0.000,16.592,0.045,16.099,0.000,15.826,0.000
37614520,42.226065,-30.807810,0.584,0.601,20161554,5,53,0.775,0.062,15.194,0.018,15.968,0.059,15.522,0.033,14.994,0.019,14.777,0.059
37614521,42.238872,-30.792944,0.665,0.790,20161554,4,41,1.041,0.106,15.529,0.055,16.571,0.090,16.034,0.077,15.154,0.028,14.784,0.058
37614522,42.217546,-30.754507,0.356,0.208,20131439,7,71,0.652,0.039,13.021,0.032,13.673,0.022,13.305,0.034,12.824,0.026,12.685,0.035
37614524,42.129589,-30.770841,0.481,0.796,20161554,5,34,0.981,0.025,15.717,0.023,16.698,0.011,16.148,0.024,15.471,0.052,15.177,0.029
37614527,42.205180,-30.752129,0.628,0.664,20161554,5,54,0.660,0.040,14.927,0.026,15.588,0.030,15.244,0.039,14.804,0.041,14.720,0.065
37614528,42.176503,-30.738133,0.822,0.908,20161554,5,26,0.744,0.064,16.062,0.009,16.806,0.063,16.421,0.041,15.798,0.098,15.566,0.102
37614529,42.614075,-30.963671,0.337,0.443,20131439,7,69,0.564,0.017,13.197,0.014,13.761,0.011,13.428,0.024,13.077,0.023,12.949,0.033
37614530,42.566738,-30.950560,0.732,0.933,20161554,5,32,0.580,0.101,15.768,0.032,16.348,0.096,15.986,0.037,15.608,0.015,15.373,0.102
37614531,42.517688,-30.947699,0.602,0.491,20161554,5,41,1.550,0.051,15.088,0.024,16.638,0.045,15.826,0.017,14.514,0.030,13.113,0.023
37614532,42.469529,-30.969181,0.619,0.700,20161554,5,49,0.790,0.063,14.969,0.045,15.760,0.045,15.336,0.023,14.754,0.045,14.599,0.015
37614533,42.488047,-30.930677,0.997,1.337,20161554,4,11,0.542,0.160,16.509,0.044,17.050,0.153,16.725,0.021,16.295,0.057,16.051,0.216
37614534,42.603210,-30.875326,1.007,0.823,20161554,5,40,0.743,0.069,15.624,0.061,16.367,0.033,15.953,0.033,15.557,0.066,15.296,0.148
37614535,42.569762,-30.846420,0.923,1.150,20161554,5,25,0.987,0.267,16.223,0.099,17.210,0.248,16.679,0.029,15.810,0.078,15.518,0.092
37614536,42.438601,-30.919619,0.157,0.075,20131439,7,66,0.344,0.040,10.273,0.035,10.617,0.020,10.383,0.024,10.223,0.009,10.181,0.030
37614538,42.422071,-30.887909,0.189,0.157,20131439,7,70,0.890,0.042,12.503,0.033,13.394,0.026,12.919,0.024,12.178,0.033,11.935,0.023
37614539,42.550025,-30.828253,0.805,0.816,20161554,5,28,1.180,0.075,15.699,0.055,16.879,0.052,16.395,0.030,15.264,0.011,14.814,0.057
37614540,42.568864,-30.820442,0.632,0.651,20161554,5,46,0.691,0.044,15.399,0.024,16.090,0.037,15.699,0.053,15.194,0.040,15.067,0.058
37614542,42.553358,-30.798044,0.955,0.956,20161554,5,14,1.184,0.000,16.103,0.000,17.287,0.000,16.845,0.037,15.701,0.041,15.292,0.021
37614543,42.605045,-30.778953,0.092,0.068,20131439,7,68,0.516,0.035,10.866,0.020,11.381,0.029,11.079,0.039,10.743,0.013,10.654,0.038
37614545,42.711572,-30.861894,0.220,0.169,20131439,7,66,0.700,0.031,12.345,0.029,13.045,0.010,12.654,0.022,12.129,0.040,11.954,0.028
37614549,42.736295,-30.711508,0.615,0.669,20161554,5,42,0.972,0.058,15.250,0.025,16.222,0.052,15.700,0.043,14.945,0.044,14.694,0.098
37614554,42.646980,-30.745161,0.621,0.548,20161554,5,53,1.166,0.059,14.545,0.049,15.711,0.034,15.138,0.021,14.100,0.043,13.652,0.040
37614555,42.665930,-30.720227,0.358,0.436,20131439,7,62,1.109,0.032,14.035,0.026,15.144,0.017,14.595,0.030,13.611,0.034,13.240,0.024
37614556,42.643659,-30.705217,0.166,0.128,20131439,7,70,0.593,0.030,11.952,0.026,12.545,0.014,12.210,0.028,11.833,0.032,11.695,0.023
37614558,42.571167,-30.716940,0.842,0.948,20180050,5,42,0.928,0.062,15.427,0.000,16.355,0.062,15.872,0.041,15.154,0.051,14.857,0.019
37614559,42.604413,-30.680471,0.677,0.692,20161554,5,53,1.119,0.028,15.023,0.026,16.143,0.011,15.563,0.036,14.558,0.030,14.184,0.060
37614560,42.694186,-30.670169,0.279,0.173,20131439,7,66,0.816,0.026,12.569,0.014,13.385,0.023,12.938,0.023,12.307,0.031,12.110,0.033
37614562,42.725132,-30.652852,0.769,0.775,20161554,5,34,0.930,0.036,15.795,0.026,16.725,0.025,16.247,0.013,15.550,0.044,15.177,0.107
37614564,42.669519,-30.616998,0.224,0.434,20131439,7,69,0.457,0.028,13.000,0.011,13.457,0.026,13.174,0.029,12.897,0.025,12.821,0.022
37614566,42.350116,-30.818245,1.072,0.799,20131439,2,5,0.271,0.000,14.663,0.000,14.933,0.000,14.761,0.013,14.832,0.000,14.704,0.000
37614568,42.382366,-30.775439,0.236,0.234,20131439,7,70,0.685,0.039,12.853,0.023,13.538,0.032,13.167,0.030,12.689,0.020,12.508,0.021
37614569,42.394947,-30.774784,0.953,0.862,20161554,5,35,0.773,0.039,15.466,0.039,16.239,0.000,15.798,0.020,15.164,0.031,14.955,0.054
37614570,42.357788,-30.705297,0.747,0.847,20161554,3,30,0.616,0.051,14.856,0.006,15.472,0.050,15.131,0.006,14.708,0.011,14.549,0.088
37614571,42.357768,-30.705345,0.715,0.665,20180090,3,44,0.588,0.054,14.843,0.053,15.431,0.012,15.083,0.025,14.726,0.017,14.540,0.040
37614572,42.515852,-30.692368,0.766,0.946,20161554,3,18,0.677,0.051,15.389,0.025,16.066,0.044,15.692,0.034,15.180,0.040,15.003,0.081
37614573,42.515897,-30.692282,0.820,0.883,20180097,3,32,0.704,0.011,15.365,0.000,16.069,0.011,15.656,0.018,15.213,0.049,15.056,0.061
37614575,42.409327,-30.686779,0.798,0.899,20161554,4,41,0.886,0.038,15.422,0.013,16.308,0.036,15.864,0.036,15.163,0.011,14.953,0.095
37614576,42.413323,-30.676210,0.799,1.023,20161554,6,39,0.827,0.082,15.437,0.042,16.265,0.071,15.806,0.011,15.295,0.048,15.056,0.036
37614577,42.468277,-30.659305,1.113,0.716,20161554,5,22,0.690,0.000,16.070,0.000,16.760,0.000,16.439,0.093,15.787,0.066,15.537,0.077
37614578,42.339724,-30.712033,0.406,0.203,20131439,7,69,0.596,0.023,13.428,0.018,14.024,0.014,13.684,0.027,13.291,0.029,13.161,0.033
37614579,42.267704,-30.675974,0.449,0.977,20161554,4,51,1.044,0.085,14.275,0.076,15.320,0.038,14.811,0.100,13.923,0.063,13.602,0.043
37614580,42.267704,-30.675939,0.423,1.110,20180050,4,72,0.968,0.104,14.309,0.023,15.277,0.101,14.759,0.000,13.949,0.086,13.630,0.059
37614585,42.324309,-30.651974,1.054,1.148,20180090,3,14,0.916,0.083,16.171,0.000,17.087,0.083,16.565,0.000,15.923,0.000,15.486,0.034
37614586,42.425786,-30.627417,0.717,0.882,20161554,5,43,0.610,0.054,15.391,0.031,16.001,0.045,15.703,0.049,15.280,0.023,15.136,0.064
37614587,42.373949,-30.601362,0.739,0.652,20161554,5,51,0.911,0.067,15.206,0.048,16.117,0.047,15.637,0.022,14.867,0.017,14.662,0.063
37614588,42.399577,-30.578175,0.715,0.715,20161554,6,52,0.760,0.083,14.550,0.005,15.310,0.083,14.788,0.208,14.200,0.149,13.916,0.170
37614589,42.407121,-30.597069,0.407,0.485,20161554,6,56,0.955,0.040,14.671,0.026,15.626,0.031,15.133,0.032,14.328,0.024,14.032,0.029
37614590,42.420014,-30.587091,0.785,0.915,20161554,5,21,0.624,0.039,15.934,0.035,16.559,0.018,16.134,0.000,15.670,0.093,15.589,0.011
37614591,42.383580,-30.573643,0.199,0.333,20131439,7,71,0.851,0.023,12.683,0.017,13.533,0.016,13.074,0.024,12.434,0.016,12.222,0.036
37614592,42.348320,-30.555026,0.735,0.780,20161554,5,31,1.138,0.100,15.852,0.081,16.991,0.059,16.438,0.033,15.475,0.054,14.938,0.025
37614593,42.359742,-30.559431,0.837,0.965,20161554,3,22,0.946,0.000,15.961,0.000,16.907,0.000,16.486,0.014,15.460,0.060,14.911,0.078
37614594,42.515862,-30.651156,0.765,0.689,20161554,3,9,0.530,0.189,16.761,0.063,17.290,0.178,16.925,0.000,16.234,0.000,16.142,0.000
37614595,42.528911,-30.644239,0.744,0.674,20161554,6,52,0.655,0.033,15.002,0.017,15.658,0.028,15.291,0.036,14.837,0.041,14.678,0.023
37614596,42.513473,-30.621452,0.135,0.139,20131439,7,70,0.689,0.021,12.027,0.014,12.716,0.016,12.337,0.027,11.801,0.036,11.628,0.031
37614597,42.541492,-30.572400,0.989,1.251,20161554,2,12,0.933,0.000,16.046,0.000,16.979,0.000,16.609,0.000,15.869,0.000,15.430,0.000
37614598,42.541584,-30.572283,0.701,0.728,20180097,3,18,0.887,0.014,16.204,0.008,17.091,0.011,16.644,0.016,15.822,0.039,15.410,0.022
37614599,42.569338,-30.539389,0.818,1.117,20180094,3,9,0.774,0.151,16.911,0.085,17.685,0.125,17.219,0.000,16.663,0.000,16.086,0.000
37614600,42.572413,-30.505319,0.541,0.436,20161554,5,52,0.779,0.042,14.923,0.026,15.702,0.033,15.245,0.032,14.702,0.037,14.538,0.037
37614601,42.607269,-30.491679,0.850,0.917,20161554,5,12,0.793,0.469,16.449,0.399,17.242,0.246,16.902,0.080,16.115,0.000,15.602,0.000
37614603,42.456723,-30.525257,0.388,0.133,20131439,7,77,0.890,0.027,12.070,0.009,12.960,0.025,12.480,0.023,11.809,0.013,11.553,0.026
37614604,42.509988,-30.521168,0.469,0.510,20161554,5,49,1.497,0.068,14.996,0.035,16.493,0.058,15.746,0.039,14.408,0.059,13.426,0.016
37614605,42.455525,-30.486647,0.749,0.892,20161554,5,35,0.755,0.100,15.684,0.049,16.440,0.087,15.986,0.041,15.532,0.039,15.368,0.037
37614609,42.527995,-30.469471,0.884,1.053,20161554,2,13,0.858,0.000,15.786,0.000,16.644,0.000,16.199,0.000,15.545,0.000,15.277,0.000
37614610,42.527997,-30.469212,0.868,1.008,20180090,3,26,0.907,0.031,15.818,0.026,16.725,0.017,16.199,0.016,15.539,0.010,15.296,0.081
37614611,42.594555,-30.444374,0.896,0.629,20161554,5,33,1.363,0.012,15.445,0.012,16.808,0.000,16.187,0.027,14.943,0.055,14.353,0.015
37614612,42.491934,-30.441783,0.594,0.380,20161554,6,51,0.603,0.042,14.660,0.026,15.264,0.033,14.954,0.026,14.569,0.057,14.402,0.021
37614613,42.553687,-30.376482,0.747,0.691,20161554,5,43,1.087,0.081,15.573,0.073,16.660,0.034,16.119,0.066,15.098,0.055,14.648,0.069
37614615,41.885861,-30.970695,0.775,0.932,20180096,4,25,0.660,0.012,15.925,0.010,16.584,0.008,16.208,0.043,15.702,0.062,15.479,0.000
37614616,41.885611,-30.979549,0.833,0.671,20161554,4,22,1.512,0.000,15.987,0.000,17.499,0.000,16.678,0.049,15.374,0.065,14.527,0.033
37614617,41.797359,-30.989892,0.442,0.299,20161554,9,84,0.698,0.040,13.165,0.034,13.863,0.021,13.478,0.017,12.999,0.030,12.834,0.097
37614618,41.850549,-30.897564,0.527,0.585,20161554,9,78,1.003,0.067,14.549,0.048,15.552,0.046,15.030,0.019,14.203,0.028,13.894,0.107
37614619,41.953875,-30.920167,0.408,0.190,20131438,9,81,0.615,0.045,13.320,0.035,13.936,0.029,13.597,0.029,13.181,0.031,13.039,0.041
37614620,41.937620,-30.879897,1.143,0.795,20161554,3,8,0.331,0.000,16.212,0.000,16.543,0.000,16.547,0.141,16.161,0.167,15.853,0.000
37614623,41.861875,-30.852013,0.328,0.303,20131438,10,86,0.597,0.041,13.596,0.027,14.193,0.031,13.847,0.028,13.464,0.034,13.262,0.112
37614624,41.924881,-30.854930,1.034,0.835,20161554,7,50,0.779,0.073,15.587,0.059,16.367,0.044,15.947,0.066,15.356,0.071,15.228,0.098
37614625,41.943174,-30.820336,0.273,0.170,20131438,9,84,0.471,0.054,12.974,0.030,13.445,0.046,13.176,0.022,12.900,0.014,12.798,0.023
37614627,41.745593,-30.920398,0.218,0.369,20131438,8,71,0.988,0.031,13.259,0.029,14.246,0.012,13.748,0.014,12.930,0.014,12.610,0.064
37614628,41.785782,-30.845761,0.980,0.740,20161554,7,51,0.591,0.080,15.449,0.052,16.040,0.061,15.695,0.025,15.290,0.065,15.082,0.032
37614629,41.792141,-30.830107,0.476,0.379,20161554,9,70,0.672,0.040,14.562,0.035,15.234,0.020,14.861,0.033,14.381,0.028,14.186,0.061
37614630,41.702495,-30.831840,0.427,0.285,20161554,7,70,0.706,0.040,13.863,0.014,14.569,0.038,14.181,0.019,13.687,0.014,13.503,0.046
37614631,41.773790,-30.823534,0.717,0.846,20161554,7,49,0.530,0.122,15.633,0.076,16.163,0.095,15.873,0.043,15.536,0.081,15.484,0.053
37614634,41.900117,-30.773956,0.292,0.361,20131438,9,88,0.455,0.037,13.140,0.029,13.595,0.023,13.326,0.024,13.052,0.022,12.962,0.019
37614635,41.869210,-30.784517,1.191,0.736,20161554,4,12,1.130,0.295,16.455,0.220,17.585,0.196,17.224,0.199,15.849,0.050,15.098,0.042
37614636,41.880072,-30.758738,0.783,0.681,20161554,8,48,1.596,0.154,15.415,0.019,17.011,0.153,16.157,0.068,14.808,0.032,14.078,0.071
37614637,41.851038,-30.738480,0.345,0.265,20131438,10,87,0.953,0.041,12.858,0.027,13.811,0.031,13.305,0.027,12.569,0.021,12.234,0.099
37614638,42.085883,-30.789061,0.284,0.171,20131439,7,75,0.782,0.033,12.424,0.026,13.206,0.021,12.766,0.027,12.221,0.017,12.061,0.012
37614639,42.049555,-30.762529,0.485,0.533,20161554,6,59,0.761,0.059,14.512,0.030,15.273,0.051,14.905,0.041,14.357,0.025,14.159,0.044
37614640,42.013903,-30.743095,0.649,0.692,20161554,5,39,1.296,0.000,15.325,0.000,16.621,0.000,15.975,0.013,14.743,0.032,14.192,0.043
37614642,42.074689,-30.742299,0.431,0.494,20161554,6,66,0.626,0.024,14.210,0.023,14.836,0.009,14.487,0.025,14.078,0.036,13.935,0.027
37614643,42.083672,-30.724812,0.433,0.396,20131439,7,73,1.395,0.031,12.701,0.021,14.097,0.023,13.418,0.025,12.120,0.027,11.297,0.019
37614644,42.096489,-30.699648,0.421,0.477,20161554,6,64,0.885,0.041,14.364,0.022,15.249,0.035,14.760,0.021,14.156,0.034,13.930,0.043
37614645,42.113079,-30.679263,0.433,0.441,20161554,6,69,0.763,0.038,14.054,0.034,14.817,0.017,14.398,0.033,13.861,0.026,13.657,0.026
37614646,42.062159,-30.685607,0.818,1.019,20161554,5,26,0.571,0.083,15.790,0.064,16.361,0.053,16.099,0.047,15.795,0.036,15.555,0.000
37614647,42.047941,-30.658230,0.732,0.846,20161554,5,33,1.192,0.082,15.857,0.006,17.049,0.082,16.465,0.057,15.411,0.062,14.897,0.037
37614648,42.065254,-30.674361,0.430,0.401,20161554,6,66,0.797,0.034,14.182,0.026,14.979,0.021,14.553,0.023,13.978,0.026,13.735,0.013
37614650,41.910180,-30.753593,1.043,1.104,20161554,4,13,0.905,0.115,16.430,0.000,17.335,0.115,16.775,0.044,16.146,0.011,15.695,0.000
37614652,41.997712,-30.698334,0.865,0.777,20161554,4,32,0.748,0.096,15.688,0.055,16.436,0.079,15.988,0.051,15.436,0.082,15.240,0.000
37614653,41.887308,-30.707077,0.688,0.574,20161554,9,66,0.954,0.083,14.994,0.020,15.948,0.081,15.475,0.021,14.702,0.042,14.364,0.125
37614655,42.045774,-30.641089,0.199,0.146,20131439,7,80,0.898,0.029,12.443,0.026,13.341,0.012,12.865,0.029,12.127,0.027,11.861,0.026
37614656,41.989949,-30.632709,0.987,0.713,20161554,4,27,0.810,0.545,15.334,0.505,16.144,0.206,15.895,0.068,15.408,0.037,15.321,0.094
37614658,42.051598,-30.573095,0.486,0.304,20131439,7,80,0.638,0.045,13.126,0.026,13.763,0.036,13.407,0.031,13.008,0.027,12.866,0.016
37614662,41.688519,-30.836482,0.531,0.218,20131438,8,88,0.710,0.036,12.647,0.024,13.357,0.027,12.967,0.038,12.478,0.009,12.301,0.056
37614663,41.689394,-30.817794,0.525,0.569,20161554,7,62,0.918,0.055,14.441,0.043,15.359,0.035,14.913,0.009,14.152,0.010,13.940,0.117
37614665,41.680746,-30.758014,0.805,0.762,20161554,8,66,0.876,0.101,14.977,0.061,15.853,0.080,15.422,0.067,14.766,0.071,14.531,0.052
37614666,41.654154,-30.740048,0.764,0.764,20161554,6,58,0.693,0.177,15.361,0.080,16.055,0.158,15.664,0.079,15.249,0.039,15.082,0.062
37614667,41.640472,-30.711220,0.412,0.269,20161554,7,75,0.769,0.122,13.824,0.069,14.593,0.101,14.178,0.064,13.619,0.060,13.388,0.071
37614668,41.761195,-30.759129,0.779,1.097,20161554,4,29,0.676,0.077,15.403,0.000,16.079,0.077,15.674,0.018,15.230,0.008,15.032,0.000
37614669,41.761220,-30.759168,0.658,0.896,20180090,5,52,0.572,0.117,15.381,0.064,15.953,0.099,15.641,0.059,15.247,0.043,15.193,0.134
37614672,41.801032,-30.722596,1.282,0.729,20180097,3,12,1.541,0.178,16.234,0.000,17.775,0.178,16.968,0.000,15.505,0.000,14.806,0.000
37614673,41.673119,-30.698316,0.402,0.278,20131438,9,89,0.569,0.080,13.528,0.047,14.097,0.065,13.775,0.064,13.448,0.045,13.323,0.048
37614674,41.573273,-30.745705,0.382,0.342,20131438,8,76,0.585,0.116,13.815,0.074,14.400,0.090,14.063,0.071,13.705,0.036,13.541,0.044
37614675,41.545781,-30.746531,0.593,0.286,20131438,8,81,0.464,0.095,13.638,0.054,14.102,0.078,13.841,0.068,13.560,0.038,13.417,0.058
37614676,41.584343,-30.713637,0.748,0.876,20161554,6,57,1.474,0.008,15.250,0.000,16.724,0.008,15.913,0.093,14.601,0.058,13.910,0.051
37614677,41.499523,-30.697158,0.529,0.480,20180050,6,65,0.681,0.097,14.529,0.058,15.211,0.078,14.827,0.084,14.362,0.059,14.105,0.117
37614678,41.585334,-30.650983,1.191,0.872,20161554,3,22,0.858,0.213,15.665,0.159,16.523,0.141,16.073,0.000,15.475,0.000,15.253,0.000
37614679,41.585456,-30.650846,0.654,0.940,20180090,3,35,0.868,0.108,15.584,0.106,16.452,0.017,15.968,0.031,15.317,0.008,15.300,0.000
37614680,41.601082,-30.645572,0.354,0.331,20131438,8,81,0.753,0.096,13.530,0.063,14.283,0.072,13.866,0.071,13.361,0.034,13.178,0.059
37614681,41.655696,-30.667022,0.558,0.213,20131438,8,81,0.613,0.092,13.326,0.061,13.940,0.069,13.590,0.066,13.202,0.042,13.033,0.064
37614683,41.639229,-30.553200,0.434,0.328,20131438,8,80,0.649,0.083,13.590,0.054,14.239,0.064,13.873,0.065,13.445,0.034,13.279,0.091
37614684,41.652231,-30.557512,1.052,0.810,20161553,3,32,0.627,0.208,15.801,0.039,16.428,0.204,16.141,0.158,15.788,0.038,15.661,0.249
37614687,41.829966,-30.622242,0.932,0.924,20161554,7,36,1.152,0.025,15.964,0.025,17.116,0.000,16.662,0.070,15.386,0.065,14.760,0.075
37614688,41.864331,-30.629844,0.243,0.383,20131438,11,87,0.550,0.033,12.322,0.027,12.872,0.018,12.542,0.025,12.204,0.023,12.020,0.156
37614689,41.889277,-30.620810,0.912,0.980,20161554,6,52,0.749,0.070,15.559,0.047,16.307,0.051,15.855,0.077,15.314,0.044,14.921,0.028
37614692,41.768927,-30.590362,0.260,0.174,20131438,11,87,0.586,0.039,11.276,0.025,11.862,0.029,11.531,0.025,11.131,0.026,10.949,0.078
37614693,41.780748,-30.604839,0.891,1.016,20161554,5,34,0.771,0.140,15.890,0.047,16.661,0.132,16.228,0.033,15.786,0.065,15.776,0.165
37614694,41.821505,-30.533477,0.446,0.318,20131438,10,88,0.600,0.047,13.739,0.032,14.339,0.035,14.009,0.017,13.616,0.025,13.435,0.075
37614696,41.940776,-30.575735,0.510,0.315,20131439,9,76,0.086,0.055,14.144,0.034,14.230,0.044,14.121,0.034,14.268,0.037,14.429,0.017
37614698,41.981914,-30.512984,1.131,0.799,20161554,5,35,0.685,0.090,15.904,0.058,16.589,0.069,16.180,0.043,15.738,0.021,15.522,0.000
37614699,41.946843,-30.521922,0.565,0.436,20131439,9,80,1.112,0.046,14.344,0.029,15.456,0.036,14.924,0.029,13.915,0.027,13.572,0.032
37614702,41.905994,-30.496407,0.597,0.750,20180055,7,61,0.560,0.064,14.778,0.051,15.338,0.039,15.006,0.031,14.589,0.039,14.381,0.156
37614703,41.940883,-30.492884,0.567,0.473,20161554,9,76,0.651,0.026,14.503,0.016,15.153,0.021,14.780,0.026,14.392,0.037,14.163,0.127
37614704,41.771057,-30.499062,1.021,0.931,20131438,3,9,0.809,0.000,13.329,0.000,14.137,0.000,13.731,0.000,13.163,0.000,12.987,0.000
37614705,41.771119,-30.499116,0.380,0.321,20131438,9,86,0.746,0.031,13.385,0.017,14.132,0.026,13.725,0.010,13.168,0.029,12.962,0.073
37614706,41.860366,-30.485840,0.610,0.700,20161554,7,58,0.548,0.044,15.194,0.036,15.742,0.026,15.429,0.052,15.036,0.044,14.860,0.076
37614708,41.898524,-30.418073,0.803,1.000,20161554,4,14,0.715,0.025,16.312,0.014,17.027,0.021,16.681,0.072,16.200,0.056,15.991,0.000
37614709,41.919585,-30.433519,1.056,1.059,20180050,4,36,0.632,0.000,15.143,0.000,15.774,0.000,15.458,0.000,15.105,0.000,14.664,0.150
37614710,41.919620,-30.433480,0.934,0.870,20180050,6,48,0.539,0.043,15.203,0.036,15.742,0.025,15.439,0.020,15.027,0.060,14.891,0.000
37614711,41.785575,-30.456071,1.040,0.824,20161554,4,13,0.550,0.094,16.593,0.000,17.143,0.094,16.822,0.016,16.329,0.041,15.998,0.000
37614712,41.792957,-30.467162,0.341,0.287,20131438,10,101,0.940,0.039,12.909,0.026,13.849,0.029,13.342,0.025,12.645,0.019,12.349,0.063
37614716,41.829995,-30.392428,0.550,0.303,20131438,10,112,0.670,0.031,13.058,0.025,13.728,0.018,13.346,0.023,12.926,0.017,12.749,0.078
37614718,41.834878,-30.387786,0.771,0.843,20180090,5,44,1.142,0.083,15.185,0.036,16.326,0.075,15.768,0.000,14.679,0.076,14.266,0.081
37614719,42.235119,-30.626545,0.819,0.999,20180096,3,14,0.946,0.099,16.294,0.000,17.240,0.099,16.687,0.023,15.987,0.030,15.824,0.000
37614720,42.186887,-30.593183,0.310,0.144,20131439,7,75,0.633,0.036,12.666,0.026,13.299,0.025,12.932,0.029,12.507,0.025,12.376,0.027
37614721,42.191696,-30.587246,0.640,0.627,20161554,5,56,0.733,0.019,14.844,0.017,15.576,0.009,15.161,0.031,14.659,0.026,14.489,0.063
37614722,42.167723,-30.559724,0.509,0.712,20161554,5,49,1.435,0.047,15.213,0.000,16.648,0.047,15.923,0.011,14.604,0.041,13.493,0.047
37614723,42.237636,-30.543389,1.031,1.024,20131439,3,8,0.585,0.000,14.405,0.000,14.989,0.000,14.627,0.000,14.311,0.000,14.153,0.000
37614724,42.237650,-30.543371,0.637,0.521,20131439,6,61,0.562,0.030,14.427,0.029,14.989,0.008,14.653,0.026,14.308,0.012,14.125,0.051
37614725,42.218603,-30.502098,1.054,1.058,20161554,5,26,0.745,0.128,16.045,0.091,16.790,0.090,16.470,0.051,15.888,0.028,15.683,0.000
37614727,42.097845,-30.573515,0.704,0.941,20180090,3,40,0.764,0.048,15.411,0.006,16.175,0.048,15.711,0.027,15.212,0.039,14.899,0.039
37614728,42.061767,-30.562174,0.219,0.108,20131439,7,81,1.021,0.025,12.207,0.024,13.228,0.006,12.674,0.023,11.863,0.029,11.587,0.013
37614730,42.173716,-30.512828,0.810,1.074,20161554,4,15,0.694,0.000,16.079,0.000,16.773,0.000,16.567,0.021,16.090,0.037,15.914,0.000
37614734,42.102520,-30.429823,0.807,0.800,20161554,4,23,0.980,0.061,15.515,0.030,16.495,0.053,15.944,0.028,15.165,0.102,14.825,0.012
37614737,42.182953,-30.423991,0.667,0.530,20161554,6,63,0.657,0.040,14.764,0.014,15.421,0.037,15.067,0.012,14.613,0.049,14.515,0.083
37614738,42.151360,-30.383334,0.556,0.349,20161554,6,87,0.741,0.027,13.371,0.023,14.112,0.014,13.698,0.027,13.172,0.018,12.956,0.049
37614740,42.353594,-30.429587,0.557,0.730,20180095,3,12,1.063,0.105,16.287,0.000,17.350,0.105,16.750,0.067,15.899,0.011,15.480,0.133
37614742,42.373763,-30.348785,0.503,0.282,20131439,7,93,0.602,0.053,10.843,0.046,11.445,0.027,11.094,0.029,10.699,0.064,10.542,0.052
37614743,42.401854,-30.342097,0.939,0.567,20161554,2,11,0.787,0.000,14.134,0.000,14.921,0.000,14.485,0.000,13.926,0.000,13.730,0.000
37614744,42.401964,-30.342080,0.699,0.420,20180050,5,69,0.773,0.030,14.151,0.017,14.924,0.024,14.501,0.026,13.941,0.054,13.717,0.016
37614745,42.411592,-30.319154,0.895,1.085,20161554,3,17,0.994,0.069,15.503,0.069,16.497,0.000,16.048,0.043,15.032,0.000,14.721,0.000
