#id,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,n_hostgalaxy,prob_vol_x_stmass,rank,confidence,obj,note,weight
47191,49.171,25.771,49.630,26.182,49.627,25.358,48.715,25.358,48.712,26.182,1,0.000,0,0.9,MS230428f,47191,0.000
46778,48.814,24.978,49.270,25.389,49.267,24.565,48.361,24.565,48.358,25.389,1,0.000,1,1.0,MS230428f,46778,0.000
49213,49.091,29.736,49.567,30.147,49.563,29.323,48.618,29.323,48.614,30.147,0,0.000,2,1.0,MS230428f,49213,0.000
47598,46.765,26.564,47.227,26.975,47.224,26.151,46.306,26.151,46.302,26.975,0,0.000,3,1.0,MS230428f,47598,0.000
45525,48.857,22.599,49.305,23.011,49.302,22.187,48.412,22.187,48.410,23.011,0,0.000,4,1.0,MS230428f,45525,0.000
45943,47.368,23.392,47.819,23.803,47.816,22.979,46.921,22.979,46.918,23.803,0,0.000,5,1.0,MS230428f,45943,0.000
45944,48.230,23.392,48.680,23.803,48.677,22.979,47.782,22.979,47.779,23.803,0,0.000,6,1.0,MS230428f,45944,0.000
45945,49.091,23.392,49.541,23.803,49.538,22.979,48.643,22.979,48.641,23.803,0,0.000,7,1.0,MS230428f,45945,0.000
46361,47.596,24.185,48.049,24.596,48.046,23.772,47.146,23.772,47.143,24.596,0,0.000,8,1.0,MS230428f,46361,0.000
46362,48.462,24.185,48.915,24.596,48.912,23.772,48.011,23.772,48.008,24.596,0,0.000,9,1.0,MS230428f,46362,0.000
46363,49.327,24.185,49.780,24.596,49.777,23.772,48.877,23.772,48.874,24.596,0,0.000,10,1.0,MS230428f,46363,0.000
46776,47.070,24.978,47.526,25.389,47.523,24.565,46.617,24.565,46.614,25.389,0,0.000,11,1.0,MS230428f,46776,0.000
46777,47.942,24.978,48.398,25.389,48.395,24.565,47.489,24.565,47.486,25.389,0,0.000,12,1.0,MS230428f,46777,0.000
46779,49.685,24.978,50.141,25.389,50.138,24.565,49.232,24.565,49.229,25.389,0,0.000,13,1.0,MS230428f,46779,0.000
47189,47.415,25.771,47.874,26.182,47.871,25.358,46.959,25.358,46.956,26.182,0,0.000,14,1.0,MS230428f,47189,0.000
47190,48.293,25.771,48.752,26.182,48.749,25.358,47.837,25.358,47.834,26.182,0,0.000,15,1.0,MS230428f,47190,0.000
47599,47.647,26.564,48.109,26.975,48.106,26.151,47.188,26.151,47.185,26.975,0,0.000,16,1.0,MS230428f,47599,0.000
49212,48.182,29.736,48.658,30.147,48.654,29.323,47.709,29.323,47.705,30.147,0,0.000,17,1.0,MS230428f,49212,0.000
47600,48.529,26.564,48.992,26.975,48.988,26.151,48.070,26.151,48.067,26.975,0,0.000,18,1.0,MS230428f,47600,0.000
47601,49.412,26.564,49.874,26.975,49.871,26.151,48.953,26.151,48.949,26.975,0,0.000,19,1.0,MS230428f,47601,0.000
48006,47.111,27.357,47.577,27.768,47.573,26.944,46.649,26.944,46.646,27.768,0,0.000,20,1.0,MS230428f,48006,0.000
48007,48.000,27.357,48.466,27.768,48.462,26.944,47.538,26.944,47.534,27.768,0,0.000,21,1.0,MS230428f,48007,0.000
48008,48.889,27.357,49.354,27.768,49.351,26.944,48.427,26.944,48.423,27.768,0,0.000,22,1.0,MS230428f,48008,0.000
48410,46.567,28.150,47.036,28.561,47.033,27.737,46.102,27.737,46.098,28.561,0,0.000,23,1.0,MS230428f,48410,0.000
48411,47.463,28.150,47.932,28.561,47.928,27.737,46.997,27.737,46.994,28.561,0,0.000,24,1.0,MS230428f,48411,0.000
48412,48.358,28.150,48.827,28.561,48.824,27.737,47.893,27.737,47.889,28.561,0,0.000,25,1.0,MS230428f,48412,0.000
48413,49.254,28.150,49.723,28.561,49.719,27.737,48.788,27.737,48.785,28.561,0,0.000,26,1.0,MS230428f,48413,0.000
48812,46.917,28.943,47.390,29.354,47.386,28.530,46.448,28.530,46.445,29.354,0,0.000,27,1.0,MS230428f,48812,0.000
48813,47.820,28.943,48.292,29.354,48.288,28.530,47.351,28.530,47.347,29.354,0,0.000,28,1.0,MS230428f,48813,0.000
48814,48.722,28.943,49.194,29.354,49.191,28.530,48.253,28.530,48.249,29.354,0,0.000,29,1.0,MS230428f,48814,0.000
49210,46.364,29.736,46.840,30.147,46.836,29.323,45.891,29.323,45.887,30.147,0,0.000,30,1.0,MS230428f,49210,0.000
49211,47.273,29.736,47.749,30.147,47.745,29.323,46.800,29.323,46.796,30.147,0,0.000,31,1.0,MS230428f,49211,0.000
45524,48.000,22.599,48.448,23.011,48.445,22.187,47.555,22.187,47.552,23.011,0,0.000,32,1.0,MS230428f,45524,0.000
