#	Observing Date = 2023-04-30
#	Observatory = SAO
#	-18 deg sunset = 20:56
#	-18 deg sunrise = 04:01
#	Moon ra, dec = 10:7:22.47   16:42:16.87
#	Moon phase = 0.66
#	Moon seperation limit = 40
#	Altitude limit = 30
==============================================================================================================
|      name |       ra |      dec | rise(LT) | transit(LT) | set(LT) | moon_dist(deg) |                 weight |    note |
| MS230429o | 00:02:21 | 77:15:25 |    01:55 |       10:04 |   18:14 |             84 |   0.008730357448230664 |    3906 |
| MS230429o | 00:02:53 | 75:30:02 |    02:18 |       10:05 |   17:51 |             86 |   0.018077348952549994 |   51980 |
| MS230429o | 00:26:11 | 75:06:01 |    02:46 |       10:28 |   18:11 |             86 |   0.002753148071449683 |   53327 |
| MS230429o | 00:33:05 | 77:41:32 |    02:19 |       10:35 |   18:52 |             83 |   0.019455349321674913 |   71458 |
| MS230429o | 00:38:42 | 76:38:05 |    02:41 |       10:41 |   18:41 |             84 |    0.01049457962164449 |   71462 |
| MS230429o | 00:45:17 | 76:04:46 |    02:54 |       10:47 |   18:41 |             84 |  0.0034473776488970183 |   71466 |
| MS230429o | 00:58:47 | 77:07:43 |    02:54 |       11:01 |   19:09 |             83 |   0.028804350314157717 |   63264 |
| MS230429o | 00:58:50 | 76:59:38 |    02:56 |       11:01 |   19:07 |             83 |  0.0058627020625308035 |   63263 |
| MS230429o | 01:02:14 | 79:01:17 |    02:23 |       11:05 |   19:46 |             81 |   0.015995391494788208 |   52936 |
| MS230429o | 01:06:35 | 77:50:33 |    02:50 |       11:09 |   19:28 |             82 |    0.04532160898834647 |   63280 |
| MS230429o | 01:17:10 | 79:06:19 |    02:37 |       11:20 |   20:03 |             81 |   0.006246593582416498 |   61727 |
| MS230429o | 01:21:43 | 78:37:40 |    02:51 |       11:24 |   19:57 |             81 |    0.02039854118753948 |   86631 |
| MS230429o | 01:21:43 | 78:37:40 |    02:51 |       11:24 |   19:57 |             81 |    0.07166133032868947 | 1028534 |
| MS230429o | 02:47:58 | 79:38:39 |    03:59 |       12:55 |   21:51 |             77 |    0.07847277319942808 |   52708 |
| MS230429o | 03:02:49 | 79:29:54 |    04:18 |       13:10 |   22:02 |             76 |  0.0003163661684381001 | 5304544 |
| MS230429o | 03:03:15 | 79:38:58 |    04:15 |       13:11 |   22:06 |             76 |  0.0058346951431712535 | 5304503 |
| MS230429o | 03:08:13 | 79:15:46 |    04:29 |       13:16 |   22:02 |             76 |  0.0003155864047084932 | 5383334 |
| MS230429o | 03:19:42 | 80:40:10 |    04:01 |       13:27 |   22:54 |             75 |   0.002650440083235477 |   52493 |
| MS230429o | 03:29:58 | 79:19:14 |    04:50 |       13:37 |   22:25 |             75 |  0.0009216237145668023 | 5761630 |
| MS230429o | 03:33:06 | 79:33:38 |    04:47 |       13:41 |   22:34 |             75 |  0.0002148517105565658 | 5745349 |
| MS230429o | 03:34:43 | 78:19:50 |    05:15 |       13:42 |   22:09 |             75 | 0.00014700992978485927 | 5761053 |
| MS230429o | 03:40:57 | 80:19:15 |    04:35 |       13:49 |   23:02 |             74 |   0.002082852086614065 | 6148127 |
| MS230429o | 03:41:16 | 79:31:31 |    04:56 |       13:49 |   22:41 |             75 |    0.04394546942091468 |   82913 |
| MS230429o | 03:47:58 | 77:21:36 |    05:45 |       13:55 |   22:05 |             75 | 0.00019580039910535154 | 6098909 |
| MS230429o | 03:48:15 | 77:43:13 |    05:39 |       13:55 |   22:12 |             74 |  0.0013488620649430801 | 6099369 |
| MS230429o | 03:49:45 | 77:56:49 |    05:37 |       13:57 |   22:17 |             74 |  0.0005212126981247927 | 6099288 |
| MS230429o | 03:52:35 | 78:24:50 |    05:32 |       14:00 |   22:28 |             74 |   0.001619132847845122 | 6086616 |
| MS230429o | 03:56:22 | 78:10:31 |    05:40 |       14:04 |   22:27 |             74 |  0.0004245978752661431 | 6086215 |
| MS230429o | 03:57:01 | 78:16:36 |    05:39 |       14:04 |   22:30 |             74 | 0.00010559587384441048 | 6086217 |
| MS230429o | 03:59:00 | 79:33:21 |    05:14 |       14:07 |   22:59 |             74 |  0.0005157399260693052 |   86900 |
| MS230429o | 03:59:01 | 79:33:23 |    05:14 |       14:07 |   22:59 |             74 |   0.001400191147007482 |   54926 |
| MS230429o | 03:59:49 | 77:54:51 |    05:48 |       14:07 |   22:26 |             74 |   0.008682577242009201 | 6099177 |
| MS230429o | 04:00:59 | 77:39:41 |    05:53 |       14:08 |   22:23 |             74 |   0.000879964107861875 | 6099141 |
| MS230429o | 04:02:44 | 79:07:27 |    05:28 |       14:10 |   22:53 |             74 | 0.00033804726181662444 | 6087277 |
| MS230429o | 04:18:15 | 79:47:36 |    05:27 |       14:26 |   23:25 |             73 |  0.0005878035511791866 |   86921 |
| MS230429o | 04:30:29 | 77:37:55 |    06:23 |       14:38 |   22:52 |             72 |   0.015529735112976506 |   42205 |
