#	Observing Date = 2023-04-28
#	Observatory = LOAO
#	-18 deg sunset = 20:30
#	-18 deg sunrise = 04:10
#	Moon ra, dec = 9:4:5.29   22:12:20.93
#	Moon phase = 0.54
#	Moon seperation limit = 40
#	Altitude limit = 30
==============================================================================================================
|      name |       ra |       dec | rise(LT) | transit(LT) | set(LT) | moon_dist(deg) |                 weight |     note |
| MS230428i | 11:03:50 | -20:05:34 |    19:05 |       21:04 |   23:03 |             51 |   0.006242591749194142 |  1155170 |
| MS230428i | 11:04:44 | -15:17:36 |    18:34 |       21:05 |   23:36 |             47 |  0.0010365133663421046 |  1263440 |
| MS230428i | 11:05:14 | -23:50:45 |    19:42 |       21:06 |   22:30 |             54 |  0.0007252833970753629 |  2293804 |
| MS230428i | 11:05:49 | -20:47:27 |    19:12 |       21:06 |   23:00 |             52 |  0.0021526310597732665 |  1159113 |
| MS230428i | 11:05:55 | -14:46:29 |    18:33 |       21:06 |   23:40 |             47 |  8.442443481108987e-05 | 11394882 |
| MS230428i | 11:06:06 | -24:24:05 |    19:48 |       21:06 |   22:24 |             55 |  4.353735495604314e-05 | 11453842 |
| MS230428i | 11:06:12 | -21:50:08 |    19:22 |       21:07 |   22:51 |             53 |  0.0003134249861022736 | 11417873 |
| MS230428i | 11:06:14 | -11:15:04 |    18:16 |       21:07 |   23:57 |             45 |  2.548513503812219e-06 | 11402379 |
| MS230428i | 11:06:15 | -11:15:24 |    18:16 |       21:07 |   23:57 |             45 | 0.00013611582236968133 | 11402474 |
| MS230428i | 11:06:15 | -18:15:32 |    18:55 |       21:07 |   23:19 |             50 |  0.0005210476508917172 |  2293429 |
| MS230428i | 11:06:23 | -19:18:39 |    19:02 |       21:07 |   23:11 |             51 |  0.0011173756763777141 |  1170255 |
| MS230428i | 11:07:00 | -21:27:12 |    19:19 |       21:07 |   22:56 |             53 | 0.00018905818941460448 | 11418379 |
| MS230428i | 11:07:03 | -17:36:22 |    18:51 |       21:07 |   23:24 |             50 |  0.0002446629191251962 |  2293432 |
| MS230428i | 11:07:05 | -19:33:32 |    19:04 |       21:07 |   23:10 |             51 |  0.0006444256745385343 |  2014561 |
| MS230428i | 11:07:12 | -19:49:09 |    19:06 |       21:08 |   23:09 |             51 |  0.0011190602698297638 |  1329683 |
| MS230428i | 11:07:15 | -11:14:16 |    18:17 |       21:08 |   23:58 |             45 |   8.31322967717869e-06 |  1324613 |
| MS230428i | 11:07:18 | -19:28:17 |    19:04 |       21:08 |   23:11 |             51 |    0.08540559488135294 |  1151034 |
| MS230428i | 11:07:19 | -19:33:20 |    19:05 |       21:08 |   23:11 |             51 |    0.01152090815969807 |  1155277 |
| MS230428i | 11:07:22 | -14:25:47 |    18:33 |       21:08 |   23:43 |             47 |   0.008264348280643166 |  1170341 |
| MS230428i | 11:07:26 | -19:27:46 |    19:04 |       21:08 |   23:11 |             51 |   0.003562105326891404 |  1170252 |
| MS230428i | 11:07:36 |  -4:20:30 |    17:49 |       21:08 |   00:27 |             40 |  0.0015416066699138684 |  1169514 |
| MS230428i | 11:07:37 | -15:12:35 |    18:37 |       21:08 |   23:39 |             48 |  0.0015516053350924308 |  2296063 |
| MS230428i | 11:07:47 | -20:01:20 |    19:08 |       21:08 |   23:08 |             52 |   0.003603549462933165 |  1171477 |
| MS230428i | 11:07:51 | -18:04:19 |    18:55 |       21:08 |   23:21 |             50 |  0.0007984797123288318 |  2293426 |
| MS230428i | 11:08:23 | -14:37:23 |    18:35 |       21:09 |   23:43 |             48 |  0.0002430908161675621 | 11485751 |
| MS230428i | 11:08:24 | -23:25:46 |    19:40 |       21:09 |   22:37 |             54 |  7.837951380166796e-05 | 11503025 |
| MS230428i | 11:08:32 | -10:29:30 |    18:15 |       21:09 |   00:03 |             44 |   0.027151533085964033 |  1329687 |
| MS230428i | 11:08:33 | -20:32:54 |    19:13 |       21:09 |   23:05 |             52 |  9.771518135436227e-05 | 11511802 |
| MS230428i | 11:08:36 | -12:37:00 |    18:25 |       21:09 |   23:53 |             46 |  0.0003514682410764949 | 11458874 |
| MS230428i | 11:08:38 |  -6:11:39 |    17:57 |       21:09 |   00:21 |             42 |  0.0002199693836480324 |  2294898 |
| MS230428i | 11:08:45 | -14:01:53 |    18:32 |       21:09 |   23:46 |             47 |  0.0017129370347583914 |  1326640 |
| MS230428i | 11:08:48 | -10:56:41 |    18:17 |       21:09 |   00:01 |             45 | 1.4285626741313686e-05 | 11494399 |
| MS230428i | 11:08:54 | -15:03:09 |    18:37 |       21:09 |   23:41 |             48 | 0.00031469891127656845 | 11485178 |
| MS230428i | 11:08:55 | -14:30:13 |    18:34 |       21:09 |   23:44 |             48 |  0.0027086808257109555 |  1197767 |
| MS230428i | 11:09:02 |  -4:57:32 |    17:53 |       21:09 |   00:26 |             41 |  0.0008237469862928419 |  2294611 |
| MS230428i | 11:09:04 | -13:57:22 |    18:32 |       21:09 |   23:47 |             47 |   0.022782119218022062 |  1156628 |
| MS230428i | 11:09:05 | -13:48:39 |    18:31 |       21:09 |   23:48 |             47 |   0.002194629833753661 |  1198001 |
| MS230428i | 11:09:16 | -24:43:43 |    19:55 |       21:10 |   22:24 |             56 | 0.00013635158458203656 | 11453475 |
| MS230428i | 11:09:43 |  -4:33:13 |    17:52 |       21:10 |   00:28 |             41 |   0.003918472503767566 |  1210864 |
| MS230428i | 11:09:46 | -13:22:50 |    18:30 |       21:10 |   23:51 |             47 |    0.13147161991248346 |  1151942 |
| MS230428i | 11:09:51 |  -2:58:39 |    17:47 |       21:10 |   00:34 |             40 |  0.0006784743195566647 |  2297489 |
| MS230428i | 11:09:51 | -14:58:20 |    18:38 |       21:10 |   23:43 |             48 |   0.027229659398394012 |  1165227 |
