#id,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,n_hostgalaxy,prob_vol_x_stmass,rank,confidence,obj,note,weight
7413,179.373,-51.145,180.024,-50.732,180.035,-51.556,178.710,-51.556,178.722,-50.732,3,1.042,0,0.5,MS230428i,7413,1.042
6573,180.659,-53.524,181.346,-53.110,181.359,-53.934,179.960,-53.934,179.973,-53.110,8,0.324,1,0.5,MS230428i,6573,0.324
9219,175.443,-46.388,176.036,-45.974,176.045,-46.798,174.841,-46.798,174.850,-45.974,1,0.211,2,0.5,MS230428i,9219,0.211
11188,171.579,-41.630,172.127,-41.217,172.134,-42.041,171.024,-42.041,171.031,-41.217,2,0.185,3,0.5,MS230428i,11188,0.185
9218,174.304,-46.388,174.897,-45.974,174.906,-46.798,173.702,-46.798,173.711,-45.974,6,0.178,4,0.5,MS230428i,9218,0.178
17533,167.463,-28.150,167.928,-27.737,167.932,-28.561,166.994,-28.561,166.997,-27.737,2,0.157,5,0.5,MS230428i,17533,0.157
9858,173.908,-44.802,174.484,-44.388,174.493,-45.212,173.323,-45.212,173.331,-44.388,2,0.155,6,0.5,MS230428i,9858,0.155
25604,167.404,-13.084,167.826,-12.671,167.828,-13.495,166.980,-13.495,166.982,-12.671,2,0.135,7,0.9,MS230428i,25604,0.135
8905,174.791,-47.181,175.392,-46.767,175.402,-47.591,174.180,-47.591,174.190,-46.767,4,0.132,8,0.9,MS230428i,8905,0.132
7702,178.767,-50.352,179.407,-49.939,179.418,-50.763,178.116,-50.763,178.127,-49.939,3,0.124,9,0.9,MS230428i,7702,0.124
9535,173.250,-45.595,173.834,-45.181,173.843,-46.005,172.657,-46.005,172.666,-45.181,2,0.113,10,0.9,MS230428i,9535,0.113
6572,179.341,-53.524,180.027,-53.110,180.040,-53.934,178.641,-53.934,178.654,-53.110,1,0.113,11,0.9,MS230428i,6572,0.113
22112,166.993,-19.427,167.429,-19.015,167.431,-19.839,166.555,-19.839,166.557,-19.015,6,0.103,12,0.9,MS230428i,22112,0.103
10514,171.892,-43.216,172.453,-42.802,172.461,-43.626,171.323,-43.626,171.330,-42.802,1,0.092,13,0.9,MS230428i,10514,0.092
11189,172.632,-41.630,173.179,-41.217,173.186,-42.041,172.077,-42.041,172.084,-41.217,1,0.080,14,0.9,MS230428i,11189,0.080
12231,170.847,-39.251,171.376,-38.838,171.383,-39.662,170.312,-39.662,170.319,-38.838,3,0.076,15,0.9,MS230428i,12231,0.076
13678,172.683,-36.079,173.190,-35.666,173.195,-36.490,172.170,-36.490,172.176,-35.666,3,0.066,16,0.9,MS230428i,13678,0.066
7127,178.092,-51.938,178.754,-51.524,178.766,-52.348,177.417,-52.348,177.430,-51.524,3,0.061,17,0.9,MS230428i,7127,0.061
14797,168.632,-33.700,169.124,-33.287,169.129,-34.111,168.134,-34.111,168.139,-33.287,5,0.060,18,0.9,MS230428i,14797,0.060
10183,171.793,-44.009,172.362,-43.595,172.370,-44.419,171.216,-44.419,171.224,-43.595,5,0.054,19,0.9,MS230428i,10183,0.054
7994,175.758,-49.559,176.387,-49.146,176.398,-49.970,175.117,-49.970,175.128,-49.146,2,0.052,20,0.9,MS230428i,7994,0.052
35083,170.066,3.568,170.479,3.980,170.479,3.156,169.654,3.156,169.653,3.980,10,0.047,21,0.9,MS230428i,35083,0.047
22543,167.889,-18.634,168.322,-18.222,168.324,-19.046,167.453,-19.046,167.455,-18.222,2,0.046,22,0.9,MS230428i,22543,0.046
19996,168.804,-23.392,169.251,-22.979,169.254,-23.803,168.354,-23.803,168.356,-22.979,1,0.046,23,0.9,MS230428i,19996,0.046
8293,175.232,-48.767,175.852,-48.353,175.862,-49.177,174.602,-49.177,174.612,-48.353,3,0.040,24,0.9,MS230428i,8293,0.040
31449,168.106,-2.775,168.518,-2.363,168.518,-3.187,167.693,-3.187,167.693,-2.363,7,0.039,25,0.9,MS230428i,31449,0.039
7993,174.545,-49.559,175.175,-49.146,175.186,-49.970,173.905,-49.970,173.916,-49.146,4,0.038,26,0.9,MS230428i,7993,0.038
9536,174.375,-45.595,174.959,-45.181,174.968,-46.005,173.782,-46.005,173.791,-45.181,2,0.034,27,0.9,MS230428i,9536,0.034
24721,167.727,-14.670,168.152,-14.257,168.154,-15.081,167.301,-15.081,167.302,-14.257,4,0.030,28,0.9,MS230428i,24721,0.030
