|       obj |   ra_hms |   dec_dms | filter | exptime | count | binning |                 weight |  note | scheduled |   #id |       ra |      dec |                ra1 |                dec1 |                ra2 |                 dec2 |                ra3 |                  dec3 |                ra4 |                 dec4 | n_hostgalaxy |      prob_vol_x_stmass | rank | confidence |                                                 mainTarget |                                                                         FixedTarget |                               id |            moonsep |                    rise |                    transit |                     set | maxalt |
| MS230428i | 11:08:24 | -13:38:10 |    B,R | 180,180 |  5,10 |     1,1 |    0.15816130599901757 |  4432 |      True |  4432 | 167.1028 | -13.6364 | 167.70993897341128 | -13.044124793472468 | 167.71298777111443 |   -14.22712108331914 |  166.4926197055211 |   -14.227121083319139 | 166.49566850322424 |  -13.044124793472466 |            4 |    0.15816130599901757 |    0 |        0.5 | Target[name=MS230428i, ra[deg]=167.1028, dec[deg]=-13.6364 | <FixedTarget "MS230428i" at SkyCoord (ICRS): (ra, dec) in deg (167.1028, -13.6364)> | 42139706d4754fa3ac021fc90b5ea03c |  43.70890604215232 | 2023-04-28T10:01:47.041 | 2023-04-28 12:12:52.249442 | 2023-04-28T14:23:51.841 |  38.67 |
| MS230428i | 11:10:20 | -28:54:32 |    B,R | 180,180 |  5,10 |     1,1 |    0.15659928935297898 |   135 |     False |   135 | 167.5862 | -28.9091 |  168.2580697464259 |  -28.31591440026569 |  168.2657743327897 |  -29.498895174969874 | 166.90663946031378 |   -29.498895174969874 |  166.9143440466776 |   -28.31591440026569 |            2 |    0.15659928935297898 |    1 |        0.5 | Target[name=MS230428i, ra[deg]=167.5862, dec[deg]=-28.9091 | <FixedTarget "MS230428i" at SkyCoord (ICRS): (ra, dec) in deg (167.5862, -28.9091)> | f8b2ee6bf255479d9cf911c8cdada5d0 | 56.433211245870254 |                         | 2023-04-28 12:14:44.511316 |                         |   23.4 |
| MS230428i | 11:09:13 | -19:05:27 |    B,R | 180,180 |  5,10 |     1,1 |    0.10318566403045051 |  2849 |     False |  2849 | 167.3077 | -19.0909 | 167.93138652214458 |  -18.49835613918927 |  167.9358595150835 |  -19.681348587710392 |  166.6795251003011 |   -19.681348587710392 | 166.68399809323998 |   -18.49835613918927 |            5 |    0.10318566403045051 |    2 |        0.5 | Target[name=MS230428i, ra[deg]=167.3077, dec[deg]=-19.0909 | <FixedTarget "MS230428i" at SkyCoord (ICRS): (ra, dec) in deg (167.3077, -19.0909)> | 45907a0c062b484db1d54d5ad765ad19 |  48.15145687776798 | 2023-04-28T10:52:39.361 | 2023-04-28 12:13:39.958819 | 2023-04-28T13:34:36.734 |  33.22 |
| MS230428i | 11:13:18 | -27:49:05 |    B,R | 180,180 |  5,10 |     1,1 |   0.054628345226512665 |   427 |     False |   427 | 168.3276 | -27.8182 | 168.99280528468248 |   -27.2250795580886 | 169.00009150262213 |   -28.40806200687395 |   167.655198599767 |   -28.408062006873955 | 167.66248481770668 |  -27.225079558088602 |            3 |   0.054628345226512665 |    3 |        0.5 | Target[name=MS230428i, ra[deg]=168.3276, dec[deg]=-27.8182 | <FixedTarget "MS230428i" at SkyCoord (ICRS): (ra, dec) in deg (168.3276, -27.8182)> | cf46fef281114fb8bb2be43dacfe9f01 |  55.86743410980169 |                         | 2023-04-28 12:17:41.762094 |                         |  24.49 |
| MS230428i | 11:09:33 | -18:00:00 |    B,R | 180,180 |  5,10 |     1,1 |    0.04732984381788633 |  3162 |     False |  3162 | 167.3885 |    -18.0 | 168.00839336258537 | -17.407511279616617 | 168.01256584282513 |  -18.590504624245447 | 166.76450422086916 |   -18.590504624245447 |  166.7686767011089 |  -17.407511279616614 |            5 |    0.04732984381788633 |    4 |        0.5 |    Target[name=MS230428i, ra[deg]=167.3885, dec[deg]=-18.0 |     <FixedTarget "MS230428i" at SkyCoord (ICRS): (ra, dec) in deg (167.3885, -18.)> | 146843b2020449d0b1fa5401c678545f |  47.31955302348107 | 2023-04-28T10:40:55.292 | 2023-04-28 12:13:59.476436 | 2023-04-28T13:46:59.318 |  34.31 |
| MS230428i | 11:14:51 | -23:27:16 |    B,R | 180,180 |  5,10 |     1,1 |   0.046784225782378286 |  1619 |     False |  1619 | 168.7129 | -23.4545 | 169.35476555230022 |  -22.86172668493405 | 169.36054167144187 |  -24.044714817982694 | 168.06520090281558 |   -24.044714817982694 |  168.0709770219572 |   -22.86172668493405 |            3 |   0.046784225782378286 |    5 |        0.9 | Target[name=MS230428i, ra[deg]=168.7129, dec[deg]=-23.4545 | <FixedTarget "MS230428i" at SkyCoord (ICRS): (ra, dec) in deg (168.7129, -23.4545)> | 9a9368c6468e4a3c8af71ed6da54c344 |  52.45825936597085 |                         | 2023-04-28 12:19:14.344654 |                         |  28.85 |
| MS230428i | 11:18:25 |  03:49:05 |    B,R | 180,180 |  5,10 |     1,1 |   0.044825725717667186 |  9665 |     False |  9665 | 169.6049 |   3.8182 | 170.19808767943073 |   4.409477912273197 |  170.1972707827446 |   3.2264781930583086 |  169.0124556610244 |    3.2264781930583086 |  169.0116387643383 |    4.409477912273196 |           12 |   0.044825725717667186 |    6 |        0.9 |   Target[name=MS230428i, ra[deg]=169.6049, dec[deg]=3.8182 |   <FixedTarget "MS230428i" at SkyCoord (ICRS): (ra, dec) in deg (169.6049, 3.8182)> | 3dfcb251d65b4be7b2b757b203ce18fd | 33.846637901430434 |                         | 2023-04-28 12:22:48.662140 |                         |  56.12 |
| MS230428i | 11:08:05 | -14:43:38 |    B,R | 180,180 |  5,10 |     1,1 |    0.04161423167070848 |  4112 |     False |  4112 | 167.0219 | -14.7273 | 167.63187967102124 |  -14.13497235922119 |  167.6351989717156 |  -15.317968003614348 | 166.40868817561983 |   -15.317968003614352 | 166.41200747631416 |  -14.134972359221193 |            8 |    0.04161423167070848 |    7 |        0.9 | Target[name=MS230428i, ra[deg]=167.0219, dec[deg]=-14.7273 | <FixedTarget "MS230428i" at SkyCoord (ICRS): (ra, dec) in deg (167.0219, -14.7273)> | 9102533823484913b3a529488eb19343 |  44.51064376086788 | 2023-04-28T10:09:30.110 | 2023-04-28 12:12:32.675740 | 2023-04-28T14:15:29.986 |  37.58 |
| MS230428i | 11:09:39 |  -2:43:38 |    B,R | 180,180 |  5,10 |     1,1 |    0.04149295033558056 |  7689 |     False |  7689 | 167.4164 |  -2.7273 |  168.0082929781308 | -2.1356273576800744 | 168.00887541770336 |   -3.318627214630282 | 166.82395133001702 |    -3.318627214630282 |  166.8245337695896 |  -2.1356273576800744 |            8 |    0.04149295033558056 |    8 |        0.9 |  Target[name=MS230428i, ra[deg]=167.4164, dec[deg]=-2.7273 |  <FixedTarget "MS230428i" at SkyCoord (ICRS): (ra, dec) in deg (167.4164, -2.7273)> | edcc5af36f714c79894d758dfb376969 | 36.018893559306385 |                         | 2023-04-28 12:14:09.825646 |                         |  49.58 |
| MS230428i | 11:12:53 | -13:38:10 |    B,R | 180,180 |  5,10 |     1,1 |    0.03731916841705061 |  4433 |     False |  4433 | 168.2243 | -13.6364 | 168.83143430051408 | -13.044124793472466 | 168.83448309821722 |  -14.227121083319139 | 167.61411503262389 |   -14.227121083319139 |   167.617163830327 |  -13.044124793472465 |            5 |    0.03731916841705061 |    9 |        0.9 | Target[name=MS230428i, ra[deg]=168.2243, dec[deg]=-13.6364 | <FixedTarget "MS230428i" at SkyCoord (ICRS): (ra, dec) in deg (168.2243, -13.6364)> | e01e3dcee25143f8867f9323aee3d600 |  44.40533062190214 | 2023-04-28T10:06:15.881 | 2023-04-28 12:17:19.494503 | 2023-04-28T14:28:20.195 |  38.67 |
| MS230428i | 11:22:47 |  03:49:05 |    B,R | 180,180 |  5,10 |     1,1 |     0.0326191087413396 |  9666 |     False |  9666 | 170.6991 |   3.8182 |  171.2923126034429 |   4.409477912273196 | 171.29149570675676 |   3.2264781930583086 | 170.10668058503657 |     3.226478193058309 | 170.10586368835047 |    4.409477912273196 |            6 |     0.0326191087413396 |   10 |        0.9 |   Target[name=MS230428i, ra[deg]=170.6991, dec[deg]=3.8182 |   <FixedTarget "MS230428i" at SkyCoord (ICRS): (ra, dec) in deg (170.6991, 3.8182)> | 546bd4dc68444313a3019ed22aa5b8ed |  34.77580819932599 |                         | 2023-04-28 12:27:07.225855 |                         |  56.12 |
| MS230428i | 11:15:18 | -28:54:32 |    B,R | 180,180 |  5,10 |     1,1 |   0.030128589256665006 |   136 |     False |   136 | 168.8276 | -28.9091 | 169.49944905677071 |  -28.31591440026569 | 169.50715364313453 |   -29.49889517496988 |  168.1480187706586 |    -29.49889517496988 |  168.1557233570224 |   -28.31591440026569 |            3 |   0.030128589256665006 |   11 |        0.9 | Target[name=MS230428i, ra[deg]=168.8276, dec[deg]=-28.9091 | <FixedTarget "MS230428i" at SkyCoord (ICRS): (ra, dec) in deg (168.8276, -28.9091)> | 87e82c202e8e4735a25383f868071d0f |  57.02086641915665 |                         | 2023-04-28 12:19:40.919887 |                         |   23.4 |
| MS230428i | 11:06:40 | -10:21:49 |    B,R | 180,180 |  5,10 |     1,1 |   0.027165818712705347 |  5399 |      True |  5399 | 166.6667 | -10.3636 |  167.2668426861822 |  -9.771579054942235 | 167.26911323327653 |  -10.954576946585538 | 166.06422010005681 |   -10.954576946585538 |  166.0664906471511 |   -9.771579054942237 |            2 |   0.027165818712705347 |   12 |        0.9 | Target[name=MS230428i, ra[deg]=166.6667, dec[deg]=-10.3636 | <FixedTarget "MS230428i" at SkyCoord (ICRS): (ra, dec) in deg (166.6667, -10.3636)> | 6be629cd9ab540a09b1899130a2e06d2 |  40.92920201771514 | 2023-04-28T09:38:19.081 | 2023-04-28 12:11:08.882833 | 2023-04-28T14:43:52.181 |  41.94 |
