   6.16  9.88772E+42
   6.39  1.05475E+43
   6.63  1.12270E+43
   6.88  1.19246E+43
   7.14  1.25550E+43
   7.41  1.33073E+43
   7.69  1.39412E+43
   7.98  1.46972E+43
   8.28  1.54177E+43
   8.59  1.61753E+43
   8.91  1.68919E+43
   9.24  1.75573E+43
   9.59  1.82256E+43
   9.95  1.89279E+43
  10.33  1.95424E+43
  10.71  2.02198E+43
  11.12  2.08228E+43
  11.53  2.13700E+43
  11.97  2.19325E+43
  12.42  2.24077E+43
  12.88  2.28120E+43
  13.37  2.32237E+43
  13.87  2.35283E+43
  14.39  2.37522E+43
  14.93  2.38491E+43
  15.49  2.39287E+43
  16.07  2.39409E+43
  16.68  2.38862E+43
  17.30  2.37686E+43
  17.95  2.35649E+43
  18.63  2.33277E+43
  19.33  2.29418E+43
  20.06  2.25388E+43
  20.81  2.20008E+43
  21.59  2.14604E+43
  22.40  2.08546E+43
  23.24  2.02539E+43
  24.12  1.95698E+43
  25.02  1.88960E+43
  25.96  1.81725E+43
  26.94  1.74396E+43
  27.95  1.67112E+43
  29.00  1.60098E+43
  30.09  1.52654E+43
  31.22  1.45746E+43
  32.40  1.39486E+43
  33.61  1.33777E+43
  34.88  1.28436E+43
  36.19  1.23044E+43
  37.55  1.18015E+43
  38.96  1.12426E+43
  40.42  1.05795E+43
  41.94  9.86125E+42
  43.52  9.07573E+42
  45.15  8.28023E+42
  46.85  7.53932E+42
  48.61  6.84441E+42
  50.43  6.21453E+42
  52.33  5.64760E+42
  54.30  5.14987E+42
  56.34  4.69014E+42
  58.45  4.29733E+42
  60.65  3.95337E+42
  62.93  3.68651E+42
  65.29  3.43813E+42
  67.75  3.21815E+42
  70.29  3.00065E+42
  72.93  2.80635E+42
  75.67  2.61246E+42
  78.52  2.44026E+42
  81.47  2.27152E+42
