   6.16  4.61557E+42
   6.39  5.04626E+42
   6.63  5.46976E+42
   6.88  5.95777E+42
   7.14  6.42336E+42
   7.41  6.94358E+42
   7.69  7.48301E+42
   7.98  8.05534E+42
   8.28  8.63440E+42
   8.59  9.21048E+42
   8.91  9.80390E+42
   9.24  1.04618E+43
   9.59  1.10514E+43
   9.95  1.16980E+43
  10.33  1.23388E+43
  10.71  1.29720E+43
  11.12  1.35774E+43
  11.53  1.42338E+43
  11.97  1.48366E+43
  12.42  1.54304E+43
  12.88  1.60369E+43
  13.37  1.65523E+43
  13.87  1.70357E+43
  14.39  1.75082E+43
  14.93  1.78760E+43
  15.49  1.82119E+43
  16.07  1.84597E+43
  16.68  1.87092E+43
  17.30  1.87847E+43
  17.95  1.89219E+43
  18.63  1.88224E+43
  19.33  1.87505E+43
  20.06  1.85600E+43
  20.81  1.82536E+43
  21.59  1.78966E+43
  22.40  1.74619E+43
  23.24  1.69628E+43
  24.12  1.63979E+43
  25.02  1.57657E+43
  25.96  1.50762E+43
  26.94  1.43627E+43
  27.95  1.36506E+43
  29.00  1.29479E+43
  30.09  1.22431E+43
  31.22  1.15481E+43
  32.40  1.09303E+43
  33.61  1.03781E+43
  34.88  9.89710E+42
  36.19  9.47015E+42
  37.55  9.05434E+42
  38.96  8.62181E+42
  40.42  8.11946E+42
  41.94  7.56653E+42
  43.52  7.01088E+42
  45.15  6.38460E+42
  46.85  5.76601E+42
  48.61  5.15056E+42
  50.43  4.57081E+42
  52.33  4.05453E+42
  54.30  3.61832E+42
  56.34  3.28248E+42
  58.45  3.01418E+42
  60.65  2.79846E+42
  62.93  2.59935E+42
  65.29  2.43029E+42
  67.75  2.25837E+42
  70.29  2.10178E+42
  72.93  1.94911E+42
  75.67  1.82708E+42
  78.52  1.69643E+42
  81.47  1.57474E+42
