3500 2.15069 0
3510 2.15109 0
3520 2.15137 0
3530 2.15154 0
3540 2.15162 0
3550 2.15161 0
3560 2.15153 0
3570 2.15139 0
3580 2.1512 0
3590 2.15096 0
3600 2.15068 0
3610 2.1503 0
3620 2.14978 0
3630 2.14911 0
3640 2.14829 0
3650 2.14721 0
3660 2.1457 0
3670 2.14333 0
3680 2.13914 0
3690 2.13112 0
3700 2.11508 0
3710 2.08282 0
3720 2.01985 0
3730 1.9077 0
3740 1.83823 0
3750 1.85783 0
3760 1.89061 0
3770 1.93635 0
3780 1.99651 0
3790 2.07272 0
3800 2.15926 0
3810 2.20543 0
3820 2.20526 0
3830 2.20279 0
3840 2.19935 0
3850 2.19536 0
3860 2.19187 0
3870 2.18895 0
3880 2.18514 0
3890 2.18073 0
3900 2.17576 0
3910 2.17181 0
3920 2.15565 0
3930 2.13379 0
3940 2.11701 0
3950 2.10381 0
3960 2.09149 0
3970 2.07658 0
3980 2.0523 0
3990 2.01062 0
4000 1.96079 0
4010 1.96455 0
4020 1.97188 0
4030 1.98318 0
4040 1.99968 0
4050 2.0222 0
4060 2.05129 0
4070 2.08399 0
4080 2.09278 0
4090 2.08945 0
4100 2.08542 0
4110 2.0816 0
4120 2.07733 0
4130 2.07358 0
4140 2.06975 0
4150 2.06663 0
4160 2.06265 0
4170 2.05883 0
4180 2.05482 0
4190 2.05 0
4200 2.03836 0
4210 2.02803 0
4220 2.01963 0
4230 2.01276 0
4240 2.00702 0
4250 2.00206 0
4260 1.99761 0
4270 1.99342 0
4280 1.98937 0
4290 1.98541 0
4300 1.98148 0
4310 1.97756 0
4320 1.97364 0
4330 1.96972 0
4340 1.96579 0
4350 1.96186 0
4360 1.95794 0
4370 1.954 0
4380 1.95002 0
4390 1.94599 0
4400 1.94193 0
4410 1.93784 0
4420 1.93373 0
4430 1.9296 0
4440 1.92547 0
4450 1.92132 0
4460 1.91718 0
4470 1.91303 0
4480 1.90888 0
4490 1.90469 0
4500 1.90046 0
4510 1.8962 0
4520 1.89192 0
4530 1.88763 0
4540 1.88332 0
4550 1.87901 0
4560 1.8747 0
4570 1.87038 0
4580 1.86607 0
4590 1.86175 0
4600 1.85736 0
4610 1.85293 0
4620 1.84845 0
4630 1.84394 0
4640 1.83941 0
4650 1.83485 0
4660 1.83029 0
4670 1.82571 0
4680 1.82113 0
4690 1.81655 0
4700 1.81199 0
4710 1.80743 0
4720 1.80289 0
4730 1.79837 0
4740 1.79387 0
4750 1.78938 0
4760 1.78491 0
4770 1.78043 0
4780 1.77593 0
4790 1.77137 0
4800 1.76668 0
4810 1.7617 0
4820 1.75618 0
4830 1.74973 0
4840 1.74168 0
4850 1.7309 0
4860 1.71546 0
4870 1.69235 0
4880 1.6579 0
4890 1.62774 0
4900 1.60927 0
4910 1.61166 0
4920 1.61592 0
4930 1.62292 0
4940 1.63275 0
4950 1.6467 0
4960 1.66433 0
4970 1.68584 0
4980 1.70178 0
4990 1.71187 0
5000 1.7065 0
5010 1.70212 0
5020 1.69755 0
5030 1.6923 0
5040 1.68757 0
5050 1.68249 0
5060 1.67782 0
5070 1.67285 0
5080 1.66861 0
5090 1.66336 0
5100 1.65824 0
5110 1.65366 0
5120 1.64779 0
5130 1.64023 0
5140 1.62968 0
5150 1.61991 0
5160 1.61148 0
5170 1.60415 0
5180 1.59763 0
5190 1.59172 0
5200 1.58627 0
5210 1.58115 0
5220 1.57627 0
5230 1.57156 0
5240 1.56697 0
5250 1.56242 0
5260 1.55789 0
5270 1.55336 0
5280 1.54883 0
5290 1.5443 0
5300 1.53976 0
5310 1.53521 0
5320 1.53067 0
5330 1.52612 0
5340 1.52159 0
5350 1.51706 0
5360 1.51254 0
5370 1.50803 0
5380 1.50354 0
5390 1.49906 0
5400 1.49461 0
5410 1.49018 0
5420 1.48578 0
5430 1.48139 0
5440 1.47703 0
5450 1.47269 0
5460 1.46837 0
5470 1.46404 0
5480 1.45969 0
5490 1.45533 0
5500 1.45096 0
5510 1.44658 0
5520 1.44219 0
5530 1.4378 0
5540 1.43342 0
5550 1.42904 0
5560 1.42466 0
5570 1.42029 0
5580 1.41593 0
5590 1.41159 0
5600 1.40726 0
5610 1.40295 0
5620 1.39865 0
