#	Observing Date = 2023-04-29
#	Observatory = LOAO
#	-18 deg sunset = 20:31
#	-18 deg sunrise = 04:09
#	Moon ra, dec = 9:51:41.29   18:13:49.25
#	Moon phase = 0.63
#	Moon seperation limit = 40
#	Altitude limit = 30
==============================================================================================================
|      name |       ra |       dec | rise(LT) | transit(LT) | set(LT) | moon_dist(deg) |                 weight |    note |
| MS230428o | 05:12:08 |  76:02:27 |    08:49 |       15:11 |   21:34 |             67 |  0.0011279656263217998 | 6886159 |
| MS230428o | 05:12:14 |  75:55:01 |    08:50 |       15:12 |   21:34 |             67 |    0.05780328098849338 | 1038572 |
| MS230428o | 05:15:10 |  76:06:27 |    08:52 |       15:14 |   21:37 |             67 |    0.09730867110826401 | 1038122 |
| MS230428o | 05:18:23 |  75:36:40 |    08:57 |       15:18 |   21:38 |             67 |   0.018201669672094235 |   44396 |
| MS230428o | 05:18:43 |  74:09:32 |    09:03 |       15:18 |   21:33 |             66 | 0.00041182853161184714 | 7089301 |
| MS230428o | 05:20:41 |  76:17:52 |    08:56 |       15:20 |   21:44 |             67 |   0.056084460912627636 |   44398 |
| MS230428o | 05:21:16 |  76:21:20 |    08:57 |       15:21 |   21:44 |             67 |   0.011516411629974053 |    1066 |
| MS230428o | 05:21:16 |  76:21:20 |    08:57 |       15:21 |   21:44 |             67 |    0.00995473815884977 | 1068811 |
| MS230428o | 05:27:01 |  75:47:39 |    09:05 |       15:26 |   21:48 |             66 | 0.00015061146796150566 | 7167937 |
| MS230428o | 05:28:23 |  76:39:49 |    09:03 |       15:28 |   21:53 |             66 |     0.1010884154273271 | 1026523 |
| MS230428o | 05:28:58 |  74:54:41 |    09:10 |       15:28 |   21:46 |             66 |     0.2388683429472607 | 1030277 |
| MS230428o | 05:29:56 |  74:30:45 |    09:13 |       15:29 |   21:45 |             66 |    0.12975069843845546 | 1070142 |
| MS230428o | 05:29:56 |  74:30:45 |    09:13 |       15:29 |   21:45 |             66 |    0.08743226222735452 |    1065 |
| MS230428o | 05:30:10 |  75:08:08 |    09:11 |       15:29 |   21:48 |             66 | 0.00016640707434949282 | 7167199 |
| MS230428o | 05:35:27 |  76:48:19 |    09:09 |       15:35 |   22:01 |             66 |    0.00087844159988728 | 7266231 |
| MS230428o | 05:35:27 |  76:48:17 |    09:09 |       15:35 |   22:01 |             66 |  0.0024693557209326546 |   86990 |
| MS230428o | 05:36:46 |  72:56:40 |    09:25 |       15:36 |   21:47 |             65 | 0.00037969655058024004 | 7224779 |
| MS230428o | 05:43:23 |  74:56:02 |    09:25 |       15:43 |   22:01 |             65 |    0.10411671452323837 | 1037965 |
| MS230428o | 05:43:23 |  74:56:02 |    09:25 |       15:43 |   22:01 |             65 |    0.10215082500138652 |  101130 |
| MS230428o | 05:45:07 |  75:28:17 |    09:24 |       15:44 |   22:04 |             65 |    0.00924616200801201 | 7394275 |
| MS230428o | 05:45:56 |  74:05:59 |    09:30 |       15:45 |   22:00 |             65 |    0.12232073125621545 | 1028700 |
| MS230428o | 05:51:17 |  76:17:00 |    09:27 |       15:51 |   22:14 |             65 |  0.0022650428721619157 |   31648 |
| MS230428o | 05:51:25 |  74:17:00 |    09:35 |       15:50 |   22:06 |             64 |     0.5406325634803566 |   86995 |
| MS230428o | 05:54:05 |  76:39:51 |    09:28 |       15:53 |   22:19 |             65 |  0.0013063992772010878 |    4161 |
| MS230428o | 05:54:24 |  74:42:58 |    09:36 |       15:53 |   22:11 |             64 |   0.002413158423900281 | 7511712 |
| MS230428o | 05:54:39 |  74:29:04 |    09:37 |       15:54 |   22:10 |             64 |   0.000492720435155767 | 7511398 |
| MS230428o | 05:55:35 |  72:47:13 |    09:44 |       15:54 |   22:05 |             63 |  0.0002841432022012508 | 7412750 |
| MS230428o | 05:55:38 |  73:28:55 |    09:42 |       15:55 |   22:07 |             64 |   0.013675832207698226 |   43589 |
| MS230428o | 05:57:06 |  76:30:32 |    09:32 |       15:56 |   22:21 |             65 |   0.007006794726617753 |    1979 |
| MS230428o | 05:57:06 |  76:30:32 |    09:32 |       15:56 |   22:21 |             65 |   0.007788130094205297 | 1068761 |
| MS230428o | 05:57:21 |  72:26:04 |    09:47 |       15:56 |   22:05 |             63 |  0.0006708006178768717 | 7412650 |
| MS230428o | 06:03:35 |  72:52:18 |    09:52 |       16:02 |   22:13 |             63 |  0.0014658422839496739 | 7599318 |
| MS230428o | 06:03:59 |  73:03:25 |    09:52 |       16:03 |   22:14 |             63 |    0.02552784658314459 |   43599 |
| MS230428o | 06:05:03 |  75:22:03 |    09:45 |       16:04 |   22:24 |             64 |   0.010526140737440043 | 1260828 |
| MS230428o | 06:05:49 |  74:52:43 |    09:47 |       16:05 |   22:23 |             64 |   0.010718148226632394 |   43600 |
| MS230428o | 06:06:22 |  75:12:33 |    09:46 |       16:06 |   22:24 |             64 |  0.0007456093148092629 | 7625327 |
| MS230428o | 06:06:46 |  74:18:17 |    09:50 |       16:06 |   22:21 |             63 | 0.00041969869114457905 | 7511173 |
| MS230428o | 06:09:39 |  71:23:18 |    10:02 |       16:08 |   22:15 |             62 | 0.00015628795491122346 | 7689310 |
| MS230428o | 06:13:11 |  70:15:46 |    10:09 |       16:12 |   22:15 |             61 |  0.0006527055153679739 |   87007 |
| MS230428o | 06:13:39 |  69:43:45 |    10:11 |       16:12 |   22:14 |             61 |   0.004568063685073821 | 1035293 |
| MS230428o | 06:15:08 |  71:08:12 |    10:08 |       16:14 |   22:19 |             61 |     0.0888875055374675 | 1027295 |
| MS230428o | 06:15:36 |  71:02:15 |    10:09 |       16:14 |   22:19 |             61 |                    1.0 | 1024698 |
| MS230428o | 06:17:32 |  73:47:37 |    10:03 |       16:16 |   22:30 |             62 |  0.0009255375088648337 | 7726648 |
| MS230428o | 06:18:43 |  72:30:45 |    10:08 |       16:18 |   22:27 |             62 |  0.0005741744460089831 | 7598927 |
| MS230428o | 06:20:56 |  71:46:59 |    10:12 |       16:20 |   22:27 |             61 | 0.00012892752682638542 | 7689607 |
| MS230428o | 06:22:46 |  70:03:25 |    10:19 |       16:21 |   22:24 |             60 |  0.0002228831392725833 | 7765586 |
| MS230428o | 06:22:58 |  73:43:23 |    10:08 |       16:22 |   22:35 |             62 |  0.0022588405988516946 |   87014 |
| MS230428o | 06:23:34 |  70:18:07 |    10:19 |       16:22 |   22:25 |             60 |  0.0011006204470792576 | 7765920 |
| MS230428o | 06:24:34 |  72:44:18 |    10:13 |       16:23 |   22:34 |             61 |  0.0020300005972813313 | 7815625 |
| MS230428o | 06:24:47 |  69:46:27 |    10:22 |       16:23 |   22:25 |             60 | 0.00017436590575952294 | 7765373 |
| MS230428o | 06:24:54 |  73:07:50 |    10:12 |       16:24 |   22:35 |             62 |   0.014286156441167387 | 7814754 |
| MS230428o | 06:24:56 |  72:06:08 |    10:15 |       16:24 |   22:32 |             61 |  7.595093268531765e-05 |   87018 |
| MS230428o | 06:27:44 |  70:46:11 |    10:22 |       16:26 |   22:31 |             60 |  7.563749391148594e-05 |   86103 |
| MS230428o | 06:29:12 |  70:22:50 |    10:24 |       16:28 |   22:31 |             60 |   0.001880403524372762 | 7765854 |
| MS230428o | 06:30:39 |  71:53:01 |    10:22 |       16:29 |   22:37 |             61 |  9.841874053027765e-05 | 7899055 |
| MS230428o | 06:31:13 |  71:59:47 |    10:22 |       16:30 |   22:38 |             61 |    0.10622804000767312 | 1040016 |
| MS230428o | 06:32:37 |  71:33:39 |    10:25 |       16:31 |   22:38 |             60 |     0.1423122989270448 |     775 |
| MS230428o | 06:37:11 |  71:09:10 |    10:30 |       16:36 |   22:41 |             60 |  9.694108550231621e-05 | 7898495 |
| MS230428o | 06:39:05 |  69:03:10 |    10:38 |       16:37 |   22:37 |             58 |  0.0016405132261015161 | 7947917 |
| MS230428o | 06:39:49 |  74:19:59 |    10:23 |       16:39 |   22:54 |             61 |   0.004830006058470492 | 1029096 |
| MS230428o | 06:39:49 |  74:19:57 |    10:23 |       16:39 |   22:54 |             61 |   0.005216835077438059 |   82960 |
| MS230428o | 06:40:31 |  72:05:07 |    10:31 |       16:39 |   22:47 |             60 |  0.0005388423930209722 | 8026193 |
| MS230428o | 06:41:11 |  71:08:46 |    10:34 |       16:40 |   22:45 |             59 |   0.002422318273324328 | 7898394 |
| MS230428o | 06:41:40 |  71:59:28 |    10:32 |       16:40 |   22:48 |             60 |  0.0008579736936880708 | 8026202 |
| MS230428o | 06:42:04 |  69:56:42 |    10:38 |       16:41 |   22:43 |             59 |  0.0022159600896522564 | 7948766 |
| MS230428o | 06:45:41 |  71:20:37 |    10:38 |       16:44 |   22:50 |             59 |     0.3770311551851988 | 1025047 |
| MS230428o | 06:46:01 |  71:08:28 |    10:39 |       16:45 |   22:50 |             59 |    0.04939044199140917 | 1036036 |
| MS230428o | 06:47:03 |  70:05:14 |    10:43 |       16:46 |   22:48 |             58 |  0.0003689202339553573 | 7948831 |
| MS230428o | 06:48:05 |  72:45:17 |    10:37 |       16:47 |   22:57 |             60 |   0.001336661895960607 |   52705 |
| MS230428o | 06:48:54 |  66:15:40 |    10:54 |       16:47 |   22:40 |             56 |   0.009546726616811694 | 1029271 |
| MS230428o | 06:52:37 |  65:56:47 |    10:58 |       16:51 |   22:43 |             56 |   9.32228605149993e-05 | 8104296 |
| MS230428o | 06:52:59 |  71:29:50 |    10:45 |       16:52 |   22:58 |             59 |  0.0014732210419788386 |   87043 |
| MS230428o | 06:54:51 |  70:44:54 |    10:49 |       16:53 |   22:58 |             58 |   0.009380556154967653 |   87046 |
| MS230428o | 06:55:30 |  69:33:46 |    10:53 |       16:54 |   22:55 |             58 |  0.0051540764433879276 |   87049 |
| MS230428o | 07:02:41 |  70:58:14 |    10:56 |       17:01 |   23:06 |             58 |  0.0003278053364523128 |    4181 |
| MS230428o | 07:03:15 |  69:49:01 |    11:00 |       17:02 |   23:03 |             57 | 0.00010790652139170876 | 8154620 |
| MS230428o | 07:05:38 |  71:04:13 |    10:59 |       17:04 |   23:09 |             58 |  0.0005515946782297024 |    4182 |
| MS230428o | 07:05:39 |  71:03:46 |    10:59 |       17:04 |   23:09 |             58 |  9.189351803853179e-05 | 8307532 |
| MS230428o | 07:08:35 |  63:57:20 |    11:19 |       17:07 |   22:55 |             53 | 0.00038521053849026825 | 8189081 |
| MS230428o | 07:13:23 |  67:10:21 |    11:16 |       17:12 |   23:07 |             55 |   0.001403824098386347 |   82975 |
| MS230428o | 07:15:27 |  65:26:30 |    11:22 |       17:13 |   23:05 |             53 |   0.003767207245077063 | 2145095 |
